Smiles_unify,value,property,scaffold_train_test_label,random_train_test_label
CCc1c(N(CC)C2CCOCC2)cc2oc(C3CCN(C(C)C)CC3)cc2c1C(=O)NCc1c(C)cc(C)[nH]c1=O,0.9390000000000001,ppb,train,train
Cc1cc(Nc2ccc3ccccc3c2)n2ncnc2n1,0.938,ppb,train,train
COC(=O)OCOc1c2n(ccc1=O)N(C(c1ccccc1)c1ccccc1)[C@@H]1COCCN1C2=O,0.99,ppb,test,train
CCC#CC[C@H](C)[C@H](O)/C=C/[C@H]1CCC(=O)N1CCCCCCC(=O)O,0.442,ppb,train,train
CCC#CC[C@H](C)[C@H](O)/C=C/[C@H]1CC(F)(F)C(=O)N1CCCCCCC(=O)O,0.584,ppb,train,train
O=C(COCCCc1ccccc1)N[C@H]1CC[C@H](O)CC1,0.552,ppb,train,train
CNC(=O)C(=O)NCCCC/C=C\CCCCCCCOCC(=O)O,0.9937,ppb,train,test
CNc1[nH]c(=O)n(O)c(=O)c1C(=O)NCc1ccccc1,0.992,ppb,test,train
CNC(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,0.9570000000000001,ppb,train,train
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,0.95,ppb,train,test
O=C(Nc1ccc2ncsc2c1)c1ccc(OC(F)F)c(OCC2CC2)c1,0.9639,ppb,train,train
COc1cccc(Nc2nccc(-c3cnn4nc(N5CCOCC5)ccc34)n2)c1,0.99,ppb,test,train
COc1ccc2c(-c3ccnc(Nc4cccc(C#N)c4)n3)c(CO)nn2n1,0.99,ppb,test,train
Cc1cc(-c2ccc3c(c2)CC[C@H]3N2CCC(N(C)C(=O)N[C@@H](C)c3ccc(C#CC4CC4)c(Cl)c3Cl)CC2)ncn1,0.9998999999999999,ppb,test,train
NS(=O)(=O)NCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,0.985,ppb,train,train
Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,0.9883,ppb,train,test
COc1cc(F)c2c(Nc3ccc(NC(=O)Cn4cc(C(C)C)nn4)cc3)ncnc2c1,0.997,ppb,train,train
O=[N+]([O-])c1ccc2nc(COCc3nc4ccc([N+](=O)[O-])cc4[nH]3)[nH]c2c1,0.9914000000000001,ppb,train,train
CN1CCCN(c2ncc(-c3ccc4c(N(C)c5cnccn5)ccnc4c3)cn2)CC1,0.67,ppb,train,test
CN1CCCN(c2ncc(-c3ccc4/c(=N/c5cnccn5)ccn(C)c4c3)cn2)CC1,0.15,ppb,train,train
COc1cc2c(Oc3ccc(NS(=O)(=O)c4cc(F)ccc4F)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,0.991,ppb,train,train
NC(=O)c1cnn(-c2ccc(NCC3(c4ncccc4F)CCC3)nn2)c1,0.45,ppb,train,train
N#Cc1ccc(N2CCN([C@H]3C=C(c4cc5ncccc5c(=O)[nH]4)CC3)CC2)cc1,0.983,ppb,train,test
CC[Si](CC)(CC)c1ccc(N2[C@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)CC[C@H]2c2ccc(NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)OC)C(C)C)cc2)cc1,0.9998999999999999,ppb,train,train
c1cnn2ncc(-c3ccnc(NCCCN4CCOCC4)n3)c2c1,0.4,ppb,train,train
c1ccc(-c2cnn3ncccc23)nc1,0.61,ppb,train,train
N#Cc1cccc(Nc2cccc(-c3cnn4ncccc34)n2)c1,0.99,ppb,test,train
FC(F)(F)c1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,1.0,ppb,test,train
CC(C)Nc1nccc(-c2cnn3ncccc23)n1,0.85,ppb,train,train
O=S(=O)(c1ccc(-c2ccc3nccc(N[C@@H]4CCCC[C@H]4O)c3c2)cc1)N1CCOCC1,0.72,ppb,train,train
Cc1ccc(C(=O)Nc2cc(F)cc(CN3CCN(C(=O)C4CCCC4)[C@@H](C)C3)c2C)cn1,0.997,ppb,train,test
O=C(CN1CCOCC1)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,0.998,ppb,train,train
c1cnc(Nc2ncnc3ccc(-c4cccc(N5CCOCC5)c4)cc23)nc1,0.938,ppb,test,test
Nc1cccnc1Nc1ncnc2ccc(-c3cccc(N4CCOCC4)c3)cc12,0.9470000000000001,ppb,train,train
COc1nc(F)cnc1NS(=O)(=O)c1cccc(Cl)c1Cl,0.9940000000000001,ppb,train,train
CS(=O)(=O)c1cc(CNC(=O)c2cncc3c2cnn3-c2ccc(F)cc2)ccn1,0.74,ppb,train,test
O=C(NCc1ccc(C(F)(F)F)cc1)Nc1cccc2cnccc12,0.98,ppb,train,train
CN1CCNC(=O)COc2ccc(Cl)cc2C(=O)N2CCCC[C@H]2c2cc3nc([C@H]4C[C@H](O)C4)cc1n3n2,0.907,ppb,test,train
Cc1ccc2c(c1)C(=O)N1CCCCC1c1cc3nc(N4CCC4)cc(n3n1)N(C)CCNC(=O)CO2,0.9359999999999999,ppb,train,train
Cc1c(-c2cc(F)c(N)cc2F)ccc2c3ocnc3c(=O)n(C3CC3)c12,0.012,ppb,train,train
Cc1c(-c2ccc(N)cc2)ccc2c3ocnc3c(=O)n(C3CC3)c12,0.038,ppb,train,train
Cc1c(-c2cc(F)c(CO)cc2F)ccc2c3ocnc3c(=O)n(C3CC3)c12,0.026000000000000002,ppb,train,train
Nc1cc(Cc2ccn(Cc3ccc4c(c3)CCNC4)n2)c2nn[nH]c2n1,0.5,ppb,train,test
COc1ccc2c(c1)CCn1c-2cc(OCC2COc3ccccc3O2)nc1=O,0.998,ppb,test,train
CN1CCC2(CCN(c3ncc(-c4ccc5c(Nc6cnccn6)ccnc5c4)cn3)C2)C1,0.7,ppb,train,test
Nc1nc(/C(=N/OC2(C(=O)O)CC2)C(=O)N[C@@H]2C(=O)N(S(=O)(=O)O)[C@@H]2CN2CCOC2=O)cs1,0.13,ppb,test,test
Cc1nc2c(-c3cccc(F)c3)cnn2c(NCc2ccccn2)c1C,0.9990000000000001,ppb,train,train
Cc1nc2c(-c3ccccn3)cnn2c(NCc2ccccn2)c1C,0.9740000000000001,ppb,test,test
O=C(O)C[C@H](CN1CC[C@@H](CCc2ccc3c(n2)NCCC3)C1)c1cccc(-n2cnnc2)c1,0.54,ppb,train,train
CCc1nn2c(C)cc(C)nc2c1Cc1ccc(-c2nnc(C3CCNCC3)o2)cc1,0.93,ppb,train,train
CC(C)(C)n1nc(-c2ccc3cc(OC4CC4)ccc3c2)c(C(N)=O)c1N,0.82,ppb,test,train
CC(CCO)n1nc(-c2ccc3cc(OC4CC4)ccc3c2)c(C(N)=O)c1N,0.95,ppb,test,test
CC(CCO)n1nc(-c2cnc3cc(OC4CC4)ccc3c2)c(C(N)=O)c1N,0.51,ppb,train,train
CC(C)(CO)Cn1nc(-c2ccc3cc(OC4CC4)ccc3c2)c(C(N)=O)c1N,0.9990000000000001,ppb,test,train
O=C(O)C[C@H](CN1CC[C@@H](CCc2ccc3c(n2)NCCC3)C1)c1cccc(-n2ccnn2)c1,0.72,ppb,train,test
Cc1ccc(C)c2oc(-c3nc(-c4ccc(C(=O)O)cc4)no3)cc12,0.98,ppb,train,train
O=C(C(c1ccc(Cl)cc1)c1cccnc1)N1CCN(c2ccc(C(F)(F)F)cc2)CC1,0.975,ppb,train,train
CCOC(=O)c1ccc(-n2c(/C=C3\OC(=O)c4c3cc(C)[nH]c4=O)ccc2CO)cc1,0.8926000000000001,ppb,train,train
CCCN1CCCN(c2ncc(-c3ccc4c(Nc5cnccn5)ccnc4c3)cn2)CC1,0.9,ppb,train,test
CN1CCN(c2ccc(-c3ccc4c(Nc5cnccn5)ccnc4c3)cc2)CC1,0.91,ppb,test,train
CN1CCN(c2ccc(Nc3ccc4c(Nc5cnccn5)ccnc4c3)cc2)CC1,0.71,ppb,train,train
Cc1ncnc2c1c1c(ccn1C)n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0.29,ppb,train,train
Cc1ccc(NC(=O)c2ccc(S(C)(=N)=O)cc2)cc1Nc1nccc(-c2cccnc2)n1,0.8540000000000001,ppb,train,train
COc1ccc(F)cc1-c1ccnc2[nH]c(C3=CCN([C@H]4CC[C@@H](C(=O)O)CC4)CC3)cc12,0.9259999999999999,ppb,train,test
COc1ccc(F)cc1-c1ccnc2[nH]c(C3=CCN([C@H]4CC[C@@H](CC(=O)O)CC4)CC3)cc12,0.9640000000000001,ppb,train,train
Cn1cc(-c2cn3nccc3c(-c3cnn([C@]4(CC#N)C[C@@H](C#N)C4)c3)n2)cn1,0.38,ppb,train,train
CNC(=O)c1cccc(-c2cnc(NC[C@]3(c4ncccc4F)C[C@H](F)C3)nc2)c1,0.35,ppb,train,train
C[C@H]1Cc2[nH]nc(-c3cccs3)c2CN1C(=O)Nc1cccc(Cl)c1,0.995,ppb,test,test
O=S(=O)(Nc1ncccn1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1-c1ccc(F)nc1,0.971,ppb,test,train
CCP(=O)(OC)c1ccc2oc(-c3cccc(F)c3)nc2c1,0.94,ppb,train,train
N#Cc1ccc2nnc(C(=O)N3CCC(c4ccccc4C(F)(F)F)CC3)n2c1,0.9690000000000001,ppb,train,train
CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=O)CC#N)CC12CC2,0.298,ppb,test,train
CCS(=O)(=O)N1C[C@H](N(C)c2ncnc3[nH]ccc23)C2(CC2)C1,0.444,ppb,test,train
CC(C)(C)OC(=O)NCCNc1ncc(-c2ccc3c(Nc4cnccn4)ccnc3c2)cn1,0.96,ppb,train,test
CCN1CCN(c2ncc(-c3ccc4c(Nc5cnccn5)ccnc4c3)cn2)CC1,0.94,ppb,train,train
N#Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2cccc(S(N)(=O)=O)c2)cc1,0.971,ppb,train,train
O=C(Nc1cc2sc(N3CCOCC3)nc2cc1N1CCOCC1)c1cnn2cccnc12,0.95,ppb,train,train
CNC(=O)O[C@@H](CC(C)C)c1nc([C@H]2OC(=O)/C=C/C/C(C)=C/[C@@H](O)[C@@H](C)/C=C(C)\C=C(C)/C=C/[C@@H](O)[C@H](C)[C@H](OC)/C(C)=C/C=C/[C@@H]2C)cs1,1.0,ppb,train,test
Cn1cnc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c21,0.94,ppb,train,train
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,0.639,ppb,train,test
CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)C2)n1,0.8759999999999999,ppb,train,train
C[C@@H]1O[C@H](NC(=O)c2ccc(C(F)(F)F)cc2)[C@@H](O)[C@H](O)[C@@H]1O,0.43,ppb,train,test
CC(C)C(=O)N[C@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O,0.12,ppb,train,test
C[C@@H]1O[C@@H](NS(=O)(=O)c2cccs2)[C@@H](O)[C@H](O)[C@@H]1O,0.15,ppb,test,train
O=C(Cn1c(Cl)cnc(NCC(F)(F)c2cccc[n+]2[O-])c1=O)NCc1ncccc1F,0.7,ppb,test,test
C[C@H]1CC[C@H](Cn2c(N3CCO[C@@H]4CCC[C@H]43)nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,0.992,ppb,train,train
CCOc1ccc2cc(-c3nn(C(C)CCO)c(N)c3C(N)=O)cnc2c1,0.84,ppb,test,test
CCOc1ccc2cc(-c3nn(CC(C)(C)CO)c(N)c3C(N)=O)ccc2c1,0.94,ppb,train,train
O=C(NCCc1csc(-c2ccccc2)n1)N1CCCC1,0.86,ppb,train,test
O=C(Cn1c(Cl)cnc(NCC(F)(F)c2cccc[n+]2[O-])c1=O)NCc1ncccc1Cl,0.41,ppb,test,train
COC(=O)C1CCCCC1c1ccc(CNc2nccc(C)c2NC(=O)CC#N)cc1,0.95,ppb,train,train
Cc1noc([C@H]2CC=CC[C@@H]2c2ccc(CNc3nccc(C)c3NC(=O)CC#N)cc2)n1,0.92,ppb,train,train
Cc1c(Cc2ccc(C(F)(F)F)nc2)c[nH]c1C(=O)NC1CC1,0.9,ppb,train,train
O=C1Nc2c(O)cc(Cl)cc2[C@@](C#CC2(O)CC2)(C(F)(F)F)O1,0.1542,ppb,test,train
C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)nc4F)c(=O)c(O)c3C(=O)N12,0.9990000000000001,ppb,train,train
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SC(=S)N(C)CCO)[C@H](C)[C@H]12,0.47,ppb,train,train
CN(C)Cc1nccn1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)c(F)c1,0.91,ppb,train,test
COC(=O)c1ccccc1-c1ccc(CNc2nccc(C)c2NC(=O)CC#N)cc1,0.99,ppb,train,train
COC(=O)c1ccccc1N1CCC(C)(CNc2nccc(C)c2NC(=O)CC#N)CC1,0.9,ppb,train,train
COC(=O)c1ccccc1N1CCC(CNc2nccc(C)c2NC(=O)CC#N)CC1,0.93,ppb,train,train
O=C(c1ccc(F)c(Cl)c1)N1CCC(F)(CNCCOc2ccccn2)CC1,0.932,ppb,train,train
NCc1ccc(NC(=O)N(CCCCO)Cc2ccc(C(=O)NO)cc2)cc1,0.019,ppb,train,test
Cc1c(-c2ccc3ncccc3c2)c(=O)n2nc(-c3ccccc3)c(-c3ccccc3)c2n1C,0.991,ppb,test,train
CN1CCN(c2ncc(-c3ccc4c(NCCN5CCCC5)ccnc4c3)cn2)CC1,1.0,ppb,test,test
CN1CCN(c2ncc(Nc3ccc4c(Nc5cnccn5)ccnc4c3)cn2)CC1,0.88,ppb,test,train
CCn1ncc(-c2nc3c(O[C@H]4CCN(C(=O)C5CCOCC5)C4)ncnc3n2C)c1C,0.17,ppb,train,train
CC(C)(O)[C@H](F)CN1Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCOCC3)cc2C1=O,0.7240000000000001,ppb,train,train
O=C(O)C[C@H](NC(=O)Cn1c(C2CC2)cnc(NCc2ccc3c(n2)NCCC3)c1=O)c1cccc(F)c1,0.975,ppb,train,train
C[C@@]1(C(=O)N[C@@H](Cc2ccc(-c3ccccc3C#N)cc2)C(=O)O)CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1,0.995,ppb,test,test
O=C(O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1,0.996,ppb,train,train
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SC(=S)N(C)Cc3cccc4ccccc34)[C@H](C)[C@H]12,0.99,ppb,test,train
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SC(=S)N3CCCC3)[C@H](C)[C@H]12,0.94,ppb,train,train
Cc1ccc(NC(=O)c2ccc(P(C)(=O)O)cc2)cc1Nc1nccc(-c2cccnc2)n1,0.8809999999999999,ppb,train,train
CCP(=O)(OC)c1ccc2nc(/C=C/c3ccccc3)oc2c1,0.93,ppb,train,test
CC1(C)Cc2c(c(C(=O)Nc3ccc(C(F)(F)F)cn3)cc3nc(Nc4c(Cl)cccc4Cl)[nH]c23)O1,0.9995999999999999,ppb,train,train
C[C@H]1C[C@@H](Oc2cc(Cl)cc(NC(=O)CC(CCC(=O)O)c3ccccc3)c2Cl)CCN1C(=O)C1CCCC1,0.9940000000000001,ppb,train,train
C[C@H]1[C@H](F)C[C@@H](C(=O)NCc2cc(-c3cnc(C(F)(F)F)nc3)ncc2F)N1S(=O)(=O)c1ccc(F)cc1,0.98,ppb,train,train
C[C@H]1[C@H](F)C[C@@H](C(=O)NCc2cc(-c3cnc(C(F)(F)F)nc3)ncc2C(F)(F)F)N1S(=O)(=O)c1ccc(F)cc1,0.991,ppb,train,train
O=C(O)C[C@]1(CC(F)(F)F)CCc2cc(-c3cnc(NC(=O)Nc4ccc(F)c(F)c4)cn3)ccc2C1=O,0.9998,ppb,train,train
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)n[nH]c(=O)c32)C1,0.975,ppb,train,train
Cc1ccc(C(=O)Nc2cc(Br)ccc2C(=O)O)cc1S(=O)(=O)Nc1ccc(Cl)c(Cl)c1,0.998,ppb,train,train
O=C(O)C[C@H](CN1CC[C@@H](CCc2ccc3c(n2)NCCC3)C1)c1cccc(C2CCOC2)c1,0.83,ppb,train,train
O=C(Nc1ccc(Cl)cc1)C(=O)N1CCC(c2ccnc3ccc(F)cc23)CC1,0.997,ppb,train,train
COc1cc(NC(C(=O)c2c[nH]c3ccccc23)c2ccccc2)cc(OC)c1,0.998,ppb,train,test
O=C(Nc1c(F)c(F)c(-c2ccccc2)c(F)c1F)c1c(O)nn2ccccc12,0.991,ppb,train,train
CNC(=O)c1cc(Oc2ccc3nc(N[C@@H]4CCCC[C@@H]4O)sc3c2)ccn1,0.9690000000000001,ppb,train,train
O=c1nc(OC[C@H]2COCCO2)cc2n1CCc1cc(C#CC3CC3)ccc1-2,0.941,ppb,train,train
COc1ccc2c(c1)CCn1c-2cc(OCC2COc3ncccc3O2)nc1=O,0.973,ppb,train,test
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SC(=S)N(C)C)[C@H](C)[C@H]12,0.88,ppb,train,test
CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,0.99,ppb,test,train
N[C@@H]1CC[C@@H](n2cc(-c3ccc4cc[nH]c4c3)c(C(F)(F)F)n2)C1,0.966,ppb,train,train
CCOP(=O)(O)c1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1,0.9540000000000001,ppb,train,test
Cc1nnc2n1-c1ccc(-c3ccc(N)nc3)cc1N(c1ccc(Cl)cc1)CC2C,0.98,ppb,train,train
CC[C@H](C)C(=O)N1CCC(NC(=O)Nc2ccc(OC(F)(F)F)c(F)c2)CC1,0.998,ppb,test,train
O=C(Nc1ccc(OC(F)(F)F)c(F)c1)NC1CCN(C(=O)C2CCOCC2)CC1,0.985,ppb,train,train
CCOC(=O)[C@@H](Cc1cn(C)c2ccccc12)NC(=O)[C@@H](N)CC(C)C,0.5,ppb,train,train
NC(=O)c1cnn(-c2cnc(NC[C@]3(c4ncccc4F)C[C@H](F)C3)nc2)c1,0.15,ppb,train,train
O=C(N[C@H]1CCN(C2CCCCC2)C[C@@H]1C(=O)NCCc1ccccn1)c1cc(-c2ccc(F)cc2F)on1,0.9279999999999999,ppb,train,train
c1coc(CNc2ncnc3ccsc23)c1,0.129,ppb,test,train
c1coc(CNc2ncnc3[nH]ccc23)c1,0.129,ppb,train,test
Clc1cc(NCc2ccco2)c2nc[nH]c2n1,0.129,ppb,train,train
CCP(=O)(OC)c1ccc2oc(-c3cccc(Cl)c3Cl)nc2c1,0.98,ppb,train,train
CS(=O)(=O)Nc1nnc2cc(COc3cc(Cl)cc(Cl)c3)c(C3CC3)cn12,0.996,ppb,train,train
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F,0.905,ppb,train,test
COc1cc2ccc(Br)cc2cc1[C@@H](c1cccc(OC)c1F)[C@@](O)(CCN(C)C)c1cccc2c1CCC2,1.0,ppb,train,test
CCOc1cc([C@H](c2cc3cc(Br)ccc3cc2OC)[C@@](O)(CCN(C)C)c2cccc3ccoc23)cc(OCC)n1,0.9998999999999999,ppb,test,train
CC1(C)Cc2c(c(C(=O)Nc3ccc(F)c(C(F)(F)F)c3)cc3nc(Nc4c(F)cccc4Cl)[nH]c23)O1,0.9945999999999999,ppb,test,train
Cc1ccc(C(=O)Nc2cn3ncnc3c(CN3CCN(C(=O)C4CCCC4)[C@@H](C)C3)c2C)cn1,0.773,ppb,test,train
Cc1ccc(C(=O)Nc2cn3ncnc3c(O[C@H]3CCN(C(=O)CC(C(F)(F)F)C(F)(F)F)[C@@H](C)C3)c2C)cn1,0.9179999999999999,ppb,test,train
CCC(=O)c1sc(-c2ccc(Cl)cc2)c(C)c1-c1ccc(S(N)(=O)=O)cc1,0.9984999999999999,ppb,train,train
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,0.92655,ppb,train,train
N#Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2cccc(C(=O)O)c2)cc1,0.965,ppb,train,train
N#Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2cc(C(=O)O)ccc2F)cc1,0.9540000000000001,ppb,train,test
N#Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2ccc[n+]([O-])c2)cc1,0.679,ppb,train,train
Cn1c(N2CCOCC2)nc2cc(N3CCC(CO)CC3)c(NC(=O)c3cnn4cccnc34)cc21,0.88,ppb,train,train
CCn1ncc(-c2nc3c(N[C@H]4CCN(C(=O)C5CC5)C4)ncnc3n2C)c1C,0.55,ppb,test,train
Cc1noc2c1-c1ccc(-c3ccc(=O)n(C)c3)cc1N(c1ccc(C#N)cc1)CC2C,0.98,ppb,test,test
Nc1ncn(Cc2c(Cl)cncc2Cl)c2ncnc1-2,0.88,ppb,train,train
COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,1.0,ppb,test,train
COc1cc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccoc12,1.0,ppb,train,train
COc1cc2ccc(Br)cc2cc1[C@@H](c1ccnc(OC)c1OC)[C@@](O)(CCN(C)C)c1cccc2ccoc12,0.9986,ppb,test,train
CCOc1cc([C@H](c2cc3cc(C#N)ccc3cc2OC)[C@@](O)(CCN(C)C)c2cccc3ccoc23)cc(OCC)n1,1.0,ppb,test,train
COc1cc2ccc(Br)cc2cc1[C@@H](c1ccnc(OC)c1OC)[C@@](O)(CCN(C)C)c1ccnc2c1OCCO2,0.9995999999999999,ppb,train,train
O=C(C[C@H]1CC[C@@H](C(=O)O)CC1)N1CCc2c(n(Cc3ccc(F)cc3F)c3ncccc23)C1,0.9940000000000001,ppb,test,train
Nc1nccc(-c2cc3c4c(n[nH]c4c2)N[C@@H]2CCC[C@H]2O3)n1,0.88,ppb,train,train
C[C@]1(C(=O)O)CC[C@H](CC(=O)N2CCc3c(n(Cc4ccc(F)cc4F)c4ncccc34)C2)CC1,0.991,ppb,test,train
CN1CCN(C(=O)c2ccc(-c3ccc4ncc(-c5ccc(C#N)cc5)n4c3)cc2)CC1,0.997,ppb,train,test
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(C(NC(C)(C)C)c3ccccn3)ns2)n1,0.988,ppb,train,train
O=C(C[C@@H]1C(=O)Nc2ccccc2N1S(=O)(=O)c1ccc(Cl)c(Cl)c1)NCCc1ccc(-n2cnnc2)cc1,0.825,ppb,test,train
O=C(C[C@@H]1C(=O)Nc2ccccc2N1S(=O)(=O)c1ccc2ccccc2c1)NCCc1ccc(-c2ncc[nH]2)cc1,0.985,ppb,train,train
CN(c1ncnc2[nH]ccc12)[C@@H]1CCN(C(=O)CC#N)C1,0.147,ppb,train,train
CCOc1c2c(c(OCC)c3ccccc13)C(=O)N(c1ccc(CC(=O)O)c(F)c1)C2,0.9990000000000001,ppb,train,train
COC(=O)C1CCCCN1c1ccc(CNc2nccc(C)c2NC(=O)CC#N)cc1,0.78,ppb,train,train
CCP(=O)(OC)c1ccc2oc(-c3ccc(F)cc3F)nc2c1,0.85,ppb,train,train
COP(=O)(c1ccc2nc(-c3ccc(F)cc3)oc2c1)C(C)C,0.96,ppb,train,test
CCP(=O)(OC1CCC1)c1ccc2oc(-c3cccc(C(F)(F)F)c3)nc2c1,1.0,ppb,test,test
Cc1c(C(=O)Nc2ccc(F)c(Cl)c2)sc(N)c1C(N)=O,0.94,ppb,train,train
CCP(=O)(OC)c1ccc2nc(-c3ccc4ccccc4c3)oc2c1,0.99,ppb,train,train
Cn1nccc1-c1cc(C(F)(F)F)ccc1[C@H]1CCc2cc(S(=O)(=O)Nc3ncccn3)ccc21,0.997,ppb,train,train
CC(C)[C@@H](NC(=O)c1cc(C(F)(F)F)ccc1F)C(=O)N1CCC2(CC1)C(=O)N(C)C(=O)N2c1ccc2[nH]ncc2c1,0.887,ppb,train,train
CN1CC(C(=O)N[C@@H](CCCCCC(=O)c2ccon2)c2ncc(-c3ccccc3F)[nH]2)C1,0.915,ppb,train,train
O=C(CCCCCc1ccncn1)NC1CCC(O)CC1,0.925,ppb,test,test
O=C(CCCCCc1ccccc1)N[C@H]1CC[C@H](O)CC1,0.907,ppb,train,train
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(CC(C)(C)C(=O)O)nc2CC2CCC2)c(C(F)F)c1F)C(F)(F)F,0.997,ppb,train,train
O=C(C[C@H]1CC[C@H](C(=O)O)CC1)N1CCc2c(n(Cc3cccc(F)c3)c3ncccc23)C1,0.993,ppb,test,train
CC1(NC(=O)COc2cccc(-c3nc4c(c(Nc5ccc(-c6cn[nH]c6)cc5)n3)CN(C3CCC3)CC4)c2)CC1,0.993,ppb,train,test
O=C(C[C@@H]1C(=O)Nc2ccc(Cl)cc2N1S(=O)(=O)c1ccc2ccccc2c1)NCCc1ccc(C2=NCCN2)cc1,0.9359999999999999,ppb,train,train
C[C@@H]1O[C@H](NC(=O)c2ccccc2)[C@@H](O)[C@H](O)[C@@H]1O,0.49,ppb,train,train
C[C@@H]1O[C@H](NC(=O)c2cccs2)[C@@H](O)[C@H](O)[C@@H]1O,0.7,ppb,train,train
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(C(=O)NCCCCCCOCCCCCOCCCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCc5ccc(-c6scnc6C)cc5)C(C)(C)C)cc4)cc23)c1F,0.96,ppb,test,test
Cc1cc(NC(=O)c2sc(N)c(C(N)=O)c2C)ccc1F,0.91,ppb,train,test
O=C(CC(O)c1cc(Cl)ccc1OCc1ccccc1)NO,0.374,ppb,train,train
O=C(CC(O)c1cc(Cl)ccc1O)NO,0.528,ppb,test,test
CCOc1ccc2cc(-c3nn(C(C)(C)CO)c(N)c3C(N)=O)ccc2c1,0.97,ppb,train,test
Cc1c(NS(C)(=O)=O)cccc1N(Cc1ccc(Oc2ccc(F)c(OCC(=O)O)c2)cc1)Cc1ccc(F)cc1F,0.9990000000000001,ppb,test,train
CCS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(OC)ncnc4C4CC4)nc3n(C(C)C)c2=O)nc1,0.95,ppb,train,train
O=C(CCn1cnc([N+](=O)[O-])n1)Nc1cccc(OCc2ccccc2)c1,0.9670000000000001,ppb,test,train
Fc1cccc(COc2ccc(Nc3ncnc4ccc(-c5ccnc(N6CCOCC6)n5)cc34)cc2Cl)c1,0.998,ppb,train,train
c1cc(-c2ccc3ncnc(Nc4ccnnc4)c3c2)cc(N2CCOCC2)c1,0.99,ppb,train,train
c1cc(-c2ccc3ncnc(Nc4cncnc4)c3c2)cc(N2CCOCC2)c1,0.981,ppb,train,train
c1cc(-c2ccc3ncnc(Nc4ncco4)c3c2)cc(N2CCOCC2)c1,0.99,ppb,train,train
