Smiles_unify,value,property,scaffold_train_test_label,random_train_test_label
CC(C)CCNc1snc2ccccc12,0,ames,train,train
CC(C)CCO,0,ames,train,train
CC(C)CCOC(=O)/C=C\c1ccccc1,0,ames,train,test
CC(C)CCOC(=O)CC(C)C,0,ames,train,train
CC(C)CCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,0,ames,train,train
CC(C)CCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@H]3OC(=O)O[C@H]32)cc1F,0,ames,train,train
CC(C)CCON=O,1,ames,train,train
CC(C)CCOS(C)(=O)=O,1,ames,train,train
CC(C)CCOc1ccc2c(c1)[C@H]1OCCC[C@H]1[C@@H](C1CCOCC1)N2,0,ames,test,train
CC(C)CC[C@@H](C)Nc1ccc(N[C@H](C)CCC(C)C)cc1,0,ames,train,test
CC(C)CN,0,ames,train,train
CC(C)CN(C(=O)CCCl)c1snc2ccccc12,0,ames,train,test
CC(C)CN(CC(C)C)CC(C)C,0,ames,train,train
CC(C)CN(CCc1ccc(Cl)cc1)C1CCN(c2nc(N)n[nH]2)CC1,0,ames,train,train
CC(C)CN(N)CC(C)C,1,ames,train,test
CC(C)CN(N=O)C(=N)NN(O)O,1,ames,train,train
CC(C)CN(N=O)C(=N)N[N+](=O)[O-],1,ames,train,train
CC(C)CNC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1,ames,train,train
CC(C)CNCC(C)C,0,ames,train,train
CC(C)CNc1snc2ccccc12,0,ames,train,train
CC(C)CO,0,ames,train,train
CC(C)COC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1,ames,train,train
CC(C)COC(=O)CCCCC(=O)OCC(C)C,0,ames,train,train
CC(C)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,0,ames,train,train
CC(C)COC(=O)Cc1ccccc1,0,ames,train,train
CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,0,ames,train,train
CC(C)COC(=O)c1ccccc1N,0,ames,train,test
CC(C)CON=O,1,ames,train,train
CC(C)COP(=S)(OCC(C)C)SCCl,0,ames,train,train
CC(C)COS(=O)(=O)c1ccccc1,1,ames,train,train
CC(C)COS(C)(=O)=O,1,ames,train,train
CC(C)C[C@@H](C)N,0,ames,train,train
CC(C)C[C@@H](C)Nc1ccc(Nc2ccccc2)cc1,0,ames,train,train
CC(C)C[C@](C)(N)COc1cnc(-c2ccnc(C(F)F)c2)cc1C(F)F,0,ames,train,test
CC(C)Cc1ccc(C(C)C(=O)O)cc1,0,ames,train,train
CC(C)Cc1nccs1,1,ames,train,train
CC(C)Cl,1,ames,train,train
CC(C)N,0,ames,train,train
CC(C)N(C(=O)Nc1ccccc1)C(=O)NC(C)(C)C,0,ames,train,train
CC(C)N(C(=O)Nc1ccccc1)C(=S)NC(C)(C)C,0,ames,train,train
CC(C)N(C(=O)SC/C(Cl)=C/Cl)C(C)C,1,ames,train,train
CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,1,ames,train,train
CC(C)N(C)Cc1cccc(F)c1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)c(F)c1,0,ames,train,test
CC(C)N(N)C(C)C,1,ames,train,train
CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,0,ames,train,train
CC(C)N1C(=O)SCN(c2ccccc2)C1=O,0,ames,train,train
CC(C)N1C(=O)c2cccc(O)c2NS1(=O)=O,0,ames,train,train
CC(C)N1C(=O)c2ccccc2NS1(=O)=O,0,ames,train,train
CC(C)N1CCN(C(=O)[C@H]2CC23CCN(C2CCOCC2)CC3)CC1,0,ames,train,train
CC(C)N1CCN(c2ccc(/C(=C(/CCCO)c3ccccc3)c3cccc(O)c3)cc2)CC1,0,ames,train,train
CC(C)N1C[C@H](C(=O)Nc2ccc(Cl)cn2)[C@@H](C(=O)Nc2ccc(-n3ccccc3=O)cc2F)C1,0,ames,train,test
CC(C)N=C(NC(C)C)OCc1ccc([N+](=O)[O-])cc1,1,ames,train,train
CC(C)N=C=NC(C)C,0,ames,train,train
CC(C)NC(=O)/C=C\c1ccc([N+](=O)[O-])o1,1,ames,train,train
CC(C)NC(=O)Nc1ccccc1,0,ames,train,test
CC(C)NC(C)C,0,ames,train,train
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,0,ames,train,train
CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12,0,ames,test,train
CC(C)NCC(O)COc1cccc2[nH]ccc12,0,ames,train,train
CC(C)NCC(O)COc1cccc2c1C=CC2,0,ames,train,train
CC(C)NCC(O)COc1cccc2c1OCC(O)C2,0,ames,train,test
CC(C)NCC(O)COc1cccc2c1OCC(O[N+](=O)[O-])C2,0,ames,train,train
CC(C)NCC(O)COc1cccc2ccccc12,0,ames,train,train
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,0,ames,train,train
CC(C)NCC(O)c1ccc(O)c(O)c1,0,ames,train,train
CC(C)NCC(O)c1ccc2ccccc2c1,0,ames,train,train
CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,1,ames,test,train
CC(C)NC[C@@H](O)COc1cccc2c1OC[C@@H](O[N+](=O)[O-])C2,0,ames,train,train
CC(C)NC[C@@H](O)COc1cccc2ccccc12,0,ames,train,test
CC(C)NC[C@@H]1CCc2cc(CO)c([N+](=O)[O-])cc2N1,1,ames,test,test
CC(C)Nc1ccc(Nc2ccccc2)cc1,0,ames,train,train
CC(C)Nc1cccc2c1C(=O)c1ccccc1C2=O,1,ames,test,train
CC(C)Nc1ccccc1,0,ames,train,train
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,0,ames,train,train
CC(C)Nc1nc(N)nc(Cl)n1,0,ames,train,train
CC(C)Nc1snc2ccccc12,0,ames,train,train
CC(C)O,0,ames,train,train
CC(C)OC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1,ames,train,train
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,0,ames,train,test
CC(C)OC(=O)CC(=O)OC(C)C,0,ames,train,test
CC(C)OC(=O)CC(O)(CC(=O)O)C(=O)O,0,ames,train,test
CC(C)OC(=O)CCl,0,ames,train,train
CC(C)OC(=O)COc1ccc(Cl)cc1Cl,0,ames,train,train
CC(C)OC(=O)C[C@@](O)(CC(=O)O)C(=O)O,0,ames,train,test
CC(C)OC(=O)Cc1ccccc1,0,ames,train,train
CC(C)OC(=O)NC(C(=O)NC(C)c1nc2cc(O)c(F)cc2s1)C(C)C,0,ames,train,train
CC(C)OC(=O)N[C@@H](C(=O)N[C@H](C)c1nc2ccc(F)cc2s1)C(C)C,1,ames,train,train
CC(C)OC(=O)N[C@H](C(=O)NC(CC(=O)O)c1ccc(Cl)cc1)C(C)C,0,ames,train,train
CC(C)OC(=O)c1cc(Cc2ccc(N)c(C(=O)OC(C)C)c2)ccc1N,0,ames,train,test
CC(C)OC1OC(=O)C(Cl)=C1Cl,1,ames,train,train
CC(C)OCC1CO1,1,ames,train,test
CC(C)OC[C@H]1CO1,1,ames,train,train
CC(C)OP(C)(=O)F,0,ames,train,train
CC(C)OS(C)(=O)=O,1,ames,train,train
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,1,ames,test,test
CC(C)Oc1ccc(-c2nsc(Nc3ncccc3N(C)C)n2)nc1,0,ames,train,train
CC(C)Oc1ccc(Nc2ccccc2)cc1,0,ames,train,train
CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,0,ames,train,train
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,0,ames,test,train
CC(C)Oc1ccccc1OC(=O)N(C)N=O,1,ames,train,train
CC(C)S,0,ames,train,train
CC(C)S(=O)(=O)Cl,1,ames,train,train
CC(C)Sc1cc(Cc2ccc(N)c(SC(C)C)c2)ccc1N,1,ames,train,train
CC(C)[C@@H](Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,0,ames,train,train
CC(C)[C@@H]1CC[C@@H](C)CC1=O,1,ames,train,train
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0,ames,train,train
CC(C)[C@@H]1CC[C@H](C)[C@@H]2CC[C@H](C)C[C@H]21,1,ames,train,test
CC(C)[C@H]1CC[C@H](C)CC1,0,ames,train,train
CC(C)[C@H]1CC[C@H](C)C[C@@H]1O,0,ames,train,train
CC(C)[C@](O)(C(=O)O)[C@@H](C)O,0,ames,train,train
CC(C)[C@]12CC(=O)[C@@H](C)[C@H]1C2,0,ames,train,test
CC(C)[N+](=O)[O-],1,ames,train,train
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,0,ames,train,train
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,0,ames,train,test
CC(C)c1c(N)ccc2c1Cc1ccccc1-2,1,ames,test,train
CC(C)c1cc(-c2ccccc2)cc(C(C)C)c1N,0,ames,test,train
CC(C)c1cc(-c2ccccc2)ccc1N,1,ames,test,train
CC(C)c1cc(N)c([N+](=O)[O-])cc1N,1,ames,train,train
CC(C)c1cc(N)cc([N+](=O)[O-])c1N,0,ames,train,train
CC(C)c1cc(N2CC[C@@H](N)C2)nc(N)n1,0,ames,test,train
CC(C)c1ccc(C2c3cc(N)ccc3-c3ccc(N)cc32)cc1,1,ames,train,train
CC(C)c1ccc(NC(=O)N(C)C)cc1,1,ames,train,train
CC(C)c1ccc(NC(N)=O)cc1,0,ames,train,train
CC(C)c1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,0,ames,train,train
CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,0,ames,train,test
CC(C)c1cccc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(N)=O)n1,1,ames,train,train
CC(C)c1ccccc1,0,ames,train,train
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,0,ames,train,test
CC(C)n1c(/C=C/[C@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,0,ames,train,test
CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,0,ames,train,train
CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21,0,ames,train,train
CC(C)n1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,0,ames,train,train
CC(C)n1cc(C(=O)c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2)c2c(N)ncnc21,0,ames,train,train
CC(C)n1ccc(N)n1,1,ames,train,train
CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,0,ames,train,test
CC(CC(=O)O)C(=O)O,0,ames,train,train
CC(CC(C)(C)O)c1sccc1NC(=O)c1cn(C)nc1C(F)(F)F,0,ames,train,train
CC(CC1=C(C=O)COC1O)C1=CCC(C)(C)C1,0,ames,train,train
CC(CC=O)c1ccc(C(C)(C)C)cc1,0,ames,train,test
CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CCC12C,0,ames,train,test
CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(O)CCC4(C)C3CCC12C,0,ames,test,train
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,1,ames,test,test
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,0,ames,test,train
CC(CCC(=O)O)C1CCC2C3CCC4CC(=O)CCC4(C)C3CC(=O)C12C,0,ames,test,train
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(=O)C12C,0,ames,test,train
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,1,ames,test,train
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,0,ames,test,train
CC(CCC(=O)O)C1CCC2C3CCc4cc(O)ccc4C3CCC12C,0,ames,train,train
CC(CCN(C)C)N(C)C,0,ames,train,train
CC(CCN=[N+]=[N-])c1ccccc1,1,ames,train,train
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,0,ames,train,train
CC(CCc1ccccc1)c1ccccc1,0,ames,train,train
CC(CCl)OC(C)CCl,1,ames,train,train
CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,0,ames,train,train
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,0,ames,train,test
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,0,ames,train,test
CC(CN=[N+]=[N-])c1ccccc1,1,ames,train,train
CC(CNC(=O)c1cccnc1)NC(=O)c1cccnc1,0,ames,train,train
CC(CO)=[N+]([O-])O,0,ames,train,train
CC(CO)c1ccc(NC(=O)N(C)C)cc1,0,ames,train,train
CC(COC(=O)c1ccccc1)(COC(=O)c1ccccc1)COC(=O)c1ccccc1,0,ames,train,train
CC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],0,ames,train,train
CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1,0,ames,test,train
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,1,ames,train,train
CC(Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1,0,ames,train,train
CC(Cc1ccc(C(C)(C)C)cc1)CN1C[C@@H](C)O[C@@H](C)C1,0,ames,test,test
CC(Cc1ccc(C(C)(C)C)cc1)C[N+]1([O-])CCCCC1,0,ames,train,train
CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,1,ames,train,test
CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,0,ames,train,train
CC(Cc1ccccc1)NOS(=O)(=O)ONC(C)Cc1ccccc1,0,ames,train,train
CC(Cl)(Cl)C(=O)O,0,ames,train,test
CC(Cl)(Cl)Cl,1,ames,train,train
CC(Cl)(Cl)[N+](=O)[O-],1,ames,train,train
CC(Cl)C(=O)NCc1ccccc1,0,ames,train,test
CC(Cl)C(=O)O,0,ames,train,train
CC(Cl)C(Br)CBr,1,ames,train,test
CC(Cl)CCl,1,ames,train,train
CC(Cl)CN(C)C,1,ames,train,train
CC(Cl)CO,1,ames,train,train
CC(Cl)Cl,0,ames,train,test
CC(Cl)c1ccccc1,0,ames,train,train
CC(F)(F)F,0,ames,train,train
CC(F)(F)Oc1ccc(N2C(=O)NN=C(c3cccc(C(F)(F)F)c3)C2(O)c2ccc(C#N)cc2)cc1,0,ames,test,test
CC(I)C1OCC(CO)O1,1,ames,train,train
CC(N)(CN=[N+]=[N-])C(=O)O,1,ames,train,test
CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,0,ames,train,train
CC(N)=O,0,ames,train,train
CC(N)=S,0,ames,train,train
CC(N)C(=O)O,0,ames,train,train
CC(N)C(O)c1ccccc1,0,ames,train,train
CC(N)CCN,0,ames,train,train
CC(N)CN,0,ames,train,test
CC(N)Cc1ccccc1,0,ames,train,train
CC(NC(=O)COc1ccc(Cl)cc1Cl)C(=O)O,0,ames,train,test
CC(NC(=O)Cc1cnc(C)nc1N)=C(CCOC(=O)c1ccccc1)SC(=O)c1ccccc1,0,ames,test,test
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,1,ames,train,train
CC(NCc1ccccc1)C(=O)NCc1ccccc1,0,ames,test,test
CC(O)/C=C/C=O,1,ames,train,train
CC(O)C#N,0,ames,train,train
CC(O)C(=O)NCCO,1,ames,train,train
CC(O)C(=O)O,0,ames,train,test
CC(O)C(C)O,0,ames,train,train
CC(O)C(C)[N+](=O)[O-],0,ames,train,test
CC(O)C(O)C(O)C(O)C1SCCN1N=O,0,ames,train,train
CC(O)C1C(=O)N2C(C(=O)O)=C(C3CCCO3)SC12,0,ames,test,train
CC(O)CBr,1,ames,train,train
CC(O)CC(=O)Nc1ccc(O)cc1,0,ames,train,train
CC(O)CCC(=O)c1ccoc1,0,ames,train,train
CC(O)CCl,1,ames,train,train
CC(O)CN,1,ames,train,test
CC(O)CN(C)N=O,1,ames,train,test
CC(O)CN(C)c1ccc(NN)nn1,1,ames,test,train
CC(O)CN(CC(C)O)CC(C)O,0,ames,train,train
CC(O)CN(CC(C)O)N=O,1,ames,train,train
CC(O)CN(CC(O)CO)N=O,1,ames,train,train
CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,0,ames,train,train
CC(O)CN1CC(C)OC1=O,0,ames,train,test
CC(O)CNCC(C)O,0,ames,train,train
CC(O)CO,0,ames,train,train
CC(O)COC(C)(C)C,1,ames,train,train
CC(O)COCC(C)O,0,ames,train,train
CC(O)Cc1cc(N)cc([N+](=O)[O-])c1N,0,ames,train,train
CC(O)c1cc2ccc3cccc4ccc(c1)c2c34,1,ames,train,train
CC(O)c1ccc(C(C)(C)C)cc1,1,ames,train,train
CC(O)c1ccc(C(F)(F)F)nc1,0,ames,train,train
CC(O)c1ccc2ccc3cccc4ccc1c2c34,1,ames,train,test
CC(O)c1ccccc1,0,ames,train,train
CC(O)c1nc2ccc(F)cc2s1,0,ames,train,train
CC(OC(=O)Nc1ccccc1)C(=O)NC(=O)O,0,ames,train,train
CC(OP(=O)(OC(C)C(Br)CBr)OC(C)C(Br)CBr)C(Br)CBr,1,ames,train,test
CC(OP(C)(=O)Cl)C(C)(C)C,0,ames,train,train
CC(OP(C)(=O)F)C(C)(C)C,0,ames,train,train
CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,0,ames,train,test
CC(Oc1ccc(Cl)cc1Cl)C(=O)O,0,ames,train,train
CC(Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(=O)OCC1CCCO1,0,ames,train,train
CC(Oc1cccc2ccccc12)C(=O)O,0,ames,train,test
CC(S)C(=O)NCC(=O)O,0,ames,train,train
CC(c1ccc(C(F)(F)F)nc1)S(C)(=N)=O,0,ames,train,test
CC(c1ccc(C(F)(F)F)nc1)S(C)(=O)=NC#N,0,ames,train,train
CC(c1ccc(C(F)(F)F)nc1)S(C)(=O)=NC(N)=O,0,ames,train,test
CC(c1ccc(C(F)(F)F)nc1)S(C)(=O)=O,0,ames,train,train
CC(c1ccccc1)N(C)C,0,ames,train,test
CC(c1ccccc1)n1c2cc(N)ccc2c2ccc(N)cc21,1,ames,train,train
CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,0,ames,test,train
CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1,0,ames,test,train
CC/C(=C(/c1ccc(/C=C/C(=O)O)cc1)c1[nH]c2ccccc2c1Cl)c1ccc(F)cc1Cl,0,ames,train,test
CC/C(=C(/c1ccc(OCCN(C)C)cc1)c1ccc(OP(=O)(O)O)cc1)c1ccc(C(C)C)cc1,0,ames,train,test
CC/C(=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,0,ames,train,train
CC/C(=C(\CC)c1ccc(O)cc1)c1ccc(O)cc1,0,ames,test,train
CC/C(=N\OC/C=C/Cl)C1=C(O)CC(CC(C)S(=O)(=O)CC)CC1=O,1,ames,train,train
CC/C(=N\OC/C=C/Cl)C1=C(O)CC(O)(CC(C)S(=O)(=O)CC)CC1=O,0,ames,train,train
CC/C(C)=N\O,1,ames,train,test
CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)O,0,ames,train,train
CC/C=C/C=C/C=C/C=C/C=C/C=C/OCC(O)CO,1,ames,train,test
CC/C=C/C=C/C=C/C=C/C=C/OC,1,ames,train,train
CC/C=C/C=C/C=C/C=C/C=C/OCC(C)O,1,ames,train,train
CC/C=C/C=C/C=C/C=C/C=C/OCC(O)CO,1,ames,train,test
CC/C=C/C=C/C=C/C=C/C=C/OCC(O)c1ccccc1,1,ames,train,test
CC/C=C/C=C/C=C/C=C/C=C/OCCC,1,ames,train,train
CC/C=C/C=C/C=C/C=C/C=C/OCCCO,1,ames,train,train
CC/C=C/C=C/C=C/C=C/C=C/OC[C@@H](O)CO,1,ames,train,train
CC/C=C/C=C/C=C/C=C/C=C/SCC(O)CO,0,ames,train,train
CC/C=C/C=C/C=C/C=C/C=O,0,ames,train,train
CC/C=C/C=C/C=C/C=C/OCC(O)CO,1,ames,train,train
CC/C=C/C=C/C=C/OCC(O)CO,0,ames,train,train
CC/C=C/C=C/OCC(O)CO,0,ames,train,train
CC/C=C/C=O,1,ames,train,train
CC/C=C/CC/C=C/C=O,0,ames,train,train
CC/C=C/OCC(O)CO,0,ames,train,train
CC/C=C/[C@H](C=O)CC,0,ames,train,train
CC/C=C1\OC(=O)c2ccccc21,1,ames,train,train
CC/C=C\C#N,0,ames,train,train
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC,1,ames,train,train
CC/N=c1\cc2oc3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OC)c-2cc1C,0,ames,train,train
CC1(C(=O)NCc2ccccc2)CO1,1,ames,train,train
CC1(C(=O)Nc2ccc(O)c(Cl)c2Cl)CCCCC1,0,ames,test,train
CC1(C(=O)Nc2ccccc2)CO1,1,ames,test,train
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,0,ames,train,train
CC1(C(=O)O)CCCC2(C)C3CCC4(O)CC3(CCC12)CC41CO1,0,ames,train,train
CC1(C(Cl)Cl)C2C(Cl)C(Cl)C1(C(Cl)Cl)C(Cl)C2Cl,0,ames,test,train
CC1(C(N)=O)CO1,1,ames,train,train
CC1(C)C(/C=C(\Cl)C(F)(F)F)C1C(=O)OC(C(N)=O)c1cccc(Oc2ccccc2)c1,0,ames,train,train
CC1(C)C(/C=C\C(=O)O)C1C(=O)O,0,ames,train,train
CC1(C)C(/C=C\C(=O)O)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,0,ames,train,test
CC1(C)C(=O)N(Cl)C(=O)N1Cl,0,ames,test,train
CC1(C)C(=O)[C@@]2(C)CC[C@@H]1C2,0,ames,test,train
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,0,ames,train,train
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,0,ames,train,train
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,1,ames,train,train
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,1,ames,train,train
CC1(C)C2CC3OC3(C)C1C2,0,ames,train,train
CC1(C)C2CCC1(C)C(O)C2,0,ames,test,test
CC1(C)C2CCC3(CO3)C1C2,0,ames,train,train
CC1(C)C=C(C(=O)O)C(C)(C)N1O,0,ames,train,train
CC1(C)CC(C(=O)NC(CO)C(O)CO)C(C)(C)[N+]1=O,0,ames,test,train
CC1(C)CC(C(=O)NCCCCCCCCCCCC(=O)O)C(C)(C)N1O,0,ames,train,train
CC1(C)CC(C(=O)O)C(C)(C)N1O,0,ames,train,train
CC1(C)CC(C(N)=O)C(C)(C)N1O,0,ames,train,train
CC1(C)CC(N)CC(C)(C)N1O,1,ames,train,test
CC1(C)CC(N)CC(C)(CN)C1,0,ames,train,train
CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1,0,ames,train,test
CC1(C)CC(O)CC(C)(C)N1O,1,ames,train,train
CC1(C)CC/C(=C\c2ccc(Cl)cc2)C1(O)Cn1cncn1,0,ames,train,train
CC1(C)CC2=C(C1)C(C=O)C1(C=O)CC1(C)C2O,1,ames,train,train
CC1(C)CC2=C(C=O)C3(C=O)CC3(C)C(O)C2(O)C1,1,ames,train,train
CC1(C)CC2C(O)(C=C(C=O)C3(C=O)CC23C)C1,1,ames,test,test
CC1(C)CC2C(O)(C=C(C=O)C34CC23C(=O)OC4O)C1,1,ames,train,train
CC1(C)CC2C=C(C=O)C3(C=O)CC3(C)C2C1,1,ames,test,train
CC1(C)CC2C=C(C=O)C34CC3(C(=O)OC4O)C2C1,1,ames,train,train
CC1(C)CC2C=C(CO)C3(C=O)CC3(C)C2C1,1,ames,test,test
CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,0,ames,train,train
CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,0,ames,test,train
CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C(=O)O)C5CCC43C)C2C1,0,ames,train,train
CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OC(CO)C(O)C(O)C6O)C(C)(C(=O)O)C5CCC43C)C2C1,0,ames,train,train
CC1(C)CCCC(C)(C)N1O,0,ames,train,train
CC1(C)CCCC2(C)C(C=O)C(C=O)=CCC12,0,ames,test,train
CC1(C)CCCC2(C)C1CCC1(C)C(C=O)C(C=O)=CCC12,0,ames,train,train
CC1(C)COC1=O,1,ames,train,train
CC1(C)CON(Cc2ccccc2Cl)C1=O,0,ames,test,train
CC1(C)CONC1=O,0,ames,train,train
CC1(C)C[C@@H](N=C=O)C[C@](C)(CN=C=O)C1,0,ames,train,train
CC1(C)C[C@@H](O)/C(=C\c2ccc(Cl)cc2)C1[C@H](O)Cn1cncn1,0,ames,train,train
CC1(C)C[C@H]2C=C(CO)[C@@]3(C=O)C[C@@]3(C)[C@@H]2C1,1,ames,test,train
CC1(C)Cc2cccc(O)c2O1,0,ames,train,test
CC1(C)Cc2ncccc2-c2nc(N)sc21,1,ames,test,train
CC1(C)Nc2nc(O)nc(=O)n2C1O,0,ames,train,train
CC1(C)OC(=O)N([C@H]2CC[C@H](c3cnc(N)c(-c4ncccn4)c3)CC2)[C@H]1c1ccccc1,0,ames,train,train
CC1(C)OC(=O)N(c2ccc(-c3cnc(N)c(-c4ncccn4)c3)cc2)[C@H]1c1ccccc1,1,ames,train,test
CC1(C)OC1COc1c2ccoc2cc2oc(=O)ccc12,0,ames,train,train
CC1(C)OC1COc1c2occc2cc2ccc(=O)oc12,0,ames,test,train
CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,0,ames,test,test
CC1(C)O[C@]2(C)CC[C@H]1CC2,0,ames,test,train
CC1(C)Oc2c(O)cccc2C1O,0,ames,train,train
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,0,ames,train,train
CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,0,ames,train,train
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,0,ames,train,test
CC1(C)SSCC(C(=O)O)NC1=O,0,ames,train,test
CC1(C)S[C@@H]2[C@@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,0,ames,train,train
CC1(C)S[C@@H]2[C@@H](NC(=O)[C@@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0,ames,train,train
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0,ames,train,train
CC1(C)[C@H](/C=C(\Cl)C(F)(F)F)[C@@H]1C(=O)O,0,ames,train,test
CC1(C)[C@H](C(=O)O)[C@@H]1/C=C(\Cl)C(F)(F)F,0,ames,train,train
