,index,Smiles_unify,value,property,scaffold_train_test_label,random_train_test_label
180,648,COc1ccc(Cl)cc1C(=O)N1CCCC(c2cc3ncccc3[nH]2)C1,4.012837224705172,mouse_mic_cl,train,train
181,669,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2C[C@H]3CC[C@@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,1.6127838567197357,mouse_mic_cl,train,train
182,670,C=C[C@]1(C)C[C@@H](OC(=O)CSCCN(CC)CC)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,2.1172712956557644,mouse_mic_cl,test,test
183,671,CC(=O)N[C@@H]1CCN(Cc2nc(-c3cn(CC4CCOCC4)c4c(Cl)cccc34)ns2)C1,4.2552725051033065,mouse_mic_cl,train,test
184,672,Cc1nn(C)c(C)c1NS(=O)(=O)c1c(Cl)cc(-c2ccnc(N3CCNCC3)c2)cc1Cl,-0.2218487496163564,mouse_mic_cl,train,train
185,673,Cc1ncccc1COc1c(Cl)cc(CCCCC2CCN(C)CC2)cc1Cl,0.8512583487190752,mouse_mic_cl,test,test
186,679,CC1CCC(NC(=O)c2cc3ccc(Cl)c(Cl)c3[nH]2)CC1,2.4885507165004443,mouse_mic_cl,train,train
187,680,c1cc(-c2nc(CNC3CCCCCC3)co2)ccc1OC1CCCCC1,1.0413926851582251,mouse_mic_cl,test,train
188,682,CCCCc1ccc(-c2nc(CNCCN3CCCC3)co2)cc1,1.5185139398778875,mouse_mic_cl,train,test
189,683,CCCCCC(C)NCc1coc(-c2ccc(Oc3ccc(Cl)cc3)cc2)n1,0.4771212547196624,mouse_mic_cl,test,train
190,684,CCCCCC(C)NCc1coc(-c2ccc(CCCC)cc2)n1,1.060286965602925,mouse_mic_cl,train,train
191,689,N#Cc1cc(F)cc(C(=O)N2CCN([C@@H](C(=O)NCC(F)(F)C3CC3)c3ccccc3)CC2)c1,2.127104798364808,mouse_mic_cl,train,train
192,699,O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccc(F)cc2F)cc1F,1.6901960800285136,mouse_mic_cl,train,train
193,703,CCOc1ccc(-c2nc(CNC[C@@H]3CC[C@H]4C[C@@H]3C4(C)C)co2)cc1,1.7392832477969218,mouse_mic_cl,train,train
194,718,COc1cc(-c2nnc3n2CCCC32Cc3ccccc3N(CC(F)(F)F)C2=O)ccc1-c1cnc(C)o1,1.462397997898956,mouse_mic_cl,train,train
195,720,CCCc1cc(C(O)(C(F)(F)F)C(F)(F)F)cc(CCC)c1OCCCCN1C(=O)NC(C)(c2ccc(OC(C)C)cc2)C1=O,1.6812412373755872,mouse_mic_cl,train,train
196,724,CC1(C)CCN(Cc2ccc3c(c2)OCO3)C1,4.5910646070265,mouse_mic_cl,train,train
197,726,COc1ccc(/C(=N/O)Nc2ccc(F)cc2)cc1,2.071882007306125,mouse_mic_cl,train,test
198,727,COc1ccccc1/C(=N/O)NC1CCCCC1,1.7805506918245282,mouse_mic_cl,test,train
199,728,CCCCc1ccc(-c2nc(CNCCCN(C)C)co2)cc1,0.9542425094393248,mouse_mic_cl,train,train
200,729,O=C(NC1CCC(F)(F)CC1)c1cc2c(Cl)cc(Cl)cc2[nH]1,1.3617278360175928,mouse_mic_cl,train,train
201,730,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc(-c2ncc(F)cn2)cc1,2.837588438235511,mouse_mic_cl,train,test
202,744,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(-c5cc(N)ccn5)cc34)cc2)cn1,1.792391689498254,mouse_mic_cl,test,train
203,745,COc1cc(-c2nnc3n2CCCC3(Cc2ccc(F)c(F)c2)C(N)=O)ccc1-c1cnc(C)o1,1.3424226808222062,mouse_mic_cl,train,test
204,746,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CC(O)C5)cc34)cc2)cn1,1.1760912590556811,mouse_mic_cl,train,train
205,750,CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N(Cc2ccccc2)[C@@H](C)C(F)(F)F)C1=O,2.546135321429913,mouse_mic_cl,train,train
206,751,CCCCc1ccc(-c2nc(CNC3CCCCCC3)co2)cc1,1.2172844520170996,mouse_mic_cl,test,train
207,754,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CCCCC5)cc34)cc2)cn1,2.8573324964312685,mouse_mic_cl,train,train
208,755,Cn1ncc2cc(Cc3n[nH]c4ccc(C(=O)N5CC(O)C5)cc34)ccc21,1.3222192947339193,mouse_mic_cl,test,train
209,758,O=C(Nc1cccc(-c2cc3ncccc3[nH]2)c1)c1ccccc1,2.717670503002262,mouse_mic_cl,train,train
210,759,C[C@@H]1COCCN1c1nc(N2CCOC[C@@H]2C)nc2sc(-c3cc[nH]n3)nc12,1.3424226808222062,mouse_mic_cl,train,test
211,763,C[C@@H]1CCC[C@@](O)(CNC(=O)c2c(Cl)ccc3nc(N4CCC(N(C)C)C4)ccc23)C1,1.7160033436347992,mouse_mic_cl,train,train
212,768,Cn1cnc(-c2ccc3[nH]nc(Cc4ccc(-c5cnn(C)c5)cc4)c3c2)c1,1.99563519459755,mouse_mic_cl,train,train
213,769,COc1cc2c(cc1-n1cnc3ccc(-c4ccnc5[nH]ccc45)cc31)CNC2,1.3324384599156054,mouse_mic_cl,train,train
214,772,CCCCCC(C)NCc1coc(-c2ccc(OCCC)cc2)n1,1.4913616938342726,mouse_mic_cl,train,train
215,773,CC(C)Cc1cc(O)c(-c2ccccc2)c(=O)[nH]1,1.3424226808222062,mouse_mic_cl,test,train
216,779,Cc1cc(Cn2c(=O)c3cc(S(=O)(=O)NC4(C)CC4)ccc3n(CC3COC3)c2=O)on1,1.3424226808222062,mouse_mic_cl,train,train
217,812,COc1ccc(Cl)cc1O[C@@H]1CN(S(=O)(=O)c2ccc3c(c2)OCO3)[C@H]1C,2.937517892017347,mouse_mic_cl,train,train
218,813,COc1ccc(Cl)cc1OC1CN(S(=O)(=O)c2ccc3c(c2)ncn3C)C1,2.419955748489758,mouse_mic_cl,train,train
219,814,CS(=O)(=O)CCn1c(CN2C(=O)C3(CC3)c3ccncc32)cc2cc(Cl)cnc21,1.3010299956639813,mouse_mic_cl,train,train
220,823,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3-n3ccc4cccc(C)c43)cn(C)c(=O)c2[nH]1,3.263240645147533,mouse_mic_cl,train,train
221,824,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,2.9622130183603903,mouse_mic_cl,train,train
222,825,CCNC(=O)c1cc2c(-c3cc(NC(C)=O)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,3.3010299956639813,mouse_mic_cl,train,train
223,826,CCNC(=O)c1cc2c(-c3cc(C4(O)CCOCC4)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,3.221849618204452,mouse_mic_cl,train,train
224,827,O/N=C(\NC1CCCCC1)c1cccnc1Oc1c(F)cccc1F,2.545307116465824,mouse_mic_cl,train,test
225,828,CCCCc1ccc(-c2nc(CNCC)co2)cc1,1.8808135922807916,mouse_mic_cl,train,train
226,829,C[C@](O)(CN1CCc2cc(F)c(-c3ccccc3)cc21)C(=O)Nc1ccc(C#N)c(Cl)c1,4.511080845539119,mouse_mic_cl,test,train
227,831,CCC(C)C(NCc1ccccc1OC)c1nc(-c2ccccc2)c(N2CCCCC2)o1,2.3560258571931225,mouse_mic_cl,test,train
228,832,O/N=C(/NC1CCCCC1)c1cccnc1Oc1ccc(Cl)cc1,2.5646660642520893,mouse_mic_cl,train,train
229,836,COCCc1sc(S(=O)(=O)NC(=O)Nc2cc(C(F)(F)F)c(F)c(N)n2)cc1C,1.08278537031645,mouse_mic_cl,test,train
230,843,Cc1ccc(C(=O)Nc2cn3ncnc3c(CN3CCN(C(=O)C4CCCC4)[C@@H](C)C3)c2C)cn1,1.0413926851582251,mouse_mic_cl,train,test
231,847,O[C@@H]1c2nncn2CC[C@H]1[C@H]1c2ccccc2-c2cncn21,1.146128035678238,mouse_mic_cl,train,train
232,848,CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccc4c(c3)OCO4)C[C@@H]2c2ccccc21,3.1522883443830563,mouse_mic_cl,train,train
233,850,CC(C)Oc1cc(-c2cccnc2)ccc1C(N)=O,0.9731278535996988,mouse_mic_cl,train,train
234,851,CCCc1c(OCCCCN2C(=O)NC(C)(c3ccc(OC)cc3)C2=O)ccc2c(C(F)(F)F)cc(=O)oc12,2.598790506763115,mouse_mic_cl,train,train
235,856,CC(C)c1c(-c2cnn(C(C)C)c2)[nH]c2c(C#N)cnn2c1=O,1.4456042032735976,mouse_mic_cl,train,train
236,859,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(-c5nccn5C)cc34)cc2)cn1,2.6444385894678386,mouse_mic_cl,train,train
237,861,O=C1CCC(=O)N1c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,0.0,mouse_mic_cl,train,train
238,862,O/N=C(\CNC1CCCCC1)c1ccccc1,1.740362689494244,mouse_mic_cl,train,train
239,863,C=CC(=O)N1CCCC[C@@H](n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cccc(C)c32)C1,2.3891660843645326,mouse_mic_cl,test,test
240,864,Cc1cccc2nc(NC(=O)c3cccc(C(F)(F)F)c3)n([C@@H]3CCCCN(C(=O)/C=C/CN(C)C)C3)c12,2.367355921026019,mouse_mic_cl,test,train
241,868,O=C(NO)C(c1ccc(-c2ncc(C(F)(F)F)cn2)cc1)c1ccccc1F,1.863322860120456,mouse_mic_cl,train,test
242,869,O=C(NO)C(c1ccc(-c2cnccn2)cc1)c1ccccc1F,2.5921767573958667,mouse_mic_cl,train,train
243,874,Cn1cc2c3c(c[nH]c3c1=O)CN(CC1CC1)c1ccc(CS(C)(=O)=O)cc1-2,2.4771212547196626,mouse_mic_cl,train,train
244,875,Cn1cc2c3c(c[nH]c3c1=O)CN(c1ccccn1)c1ccc(CS(C)(=O)=O)cc1-2,2.367970581043394,mouse_mic_cl,test,train
245,879,C[Si](C)(C)c1ccc(CNC23CC4CC(CC(O)(C4)C2)C3)cc1,2.7528164311882715,mouse_mic_cl,train,train
246,881,COc1ccc(CNC(CC(C)C)c2nc(Cc3ccccc3)c(N3CCOCC3)o2)cc1,2.6655809910179533,mouse_mic_cl,train,test
247,882,O/N=C(\Nc1ccccc1)c1ccccc1-c1ccccc1,2.537729681877893,mouse_mic_cl,test,train
248,883,COc1ccc(/C(=N\O)Nc2ccccc2)cc1,2.0827853703164503,mouse_mic_cl,train,test
249,894,C=CC(=O)N(C)CCOc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2F)c1C,2.5118833609788744,mouse_mic_cl,train,train
250,904,O=C(CF)CNC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnnc2ccccc12,1.591064607026499,mouse_mic_cl,train,test
251,912,Cc1cc(Cl)ccc1-c1ccc(NC(=O)N2CCc3c(F)ccc(N4CCN(C)CC4)c3C2)nc1,-1.1870866433571443,mouse_mic_cl,train,train
252,914,COc1cccc(C(c2cc3cc(C#N)ccc3nc2OC)C(O)(CCN(C)C)c2cc(C)nc(C)c2)c1OC,0.8450980400142568,mouse_mic_cl,train,train
253,917,O[C@@H]1CCC[C@H]1[C@H]1c2ccccc2-c2cncn21,1.7708520116421442,mouse_mic_cl,train,train
254,918,O[C@@H](C[C@H]1c2ccccc2-c2cncn21)C1CCCCC1,1.9030899869919435,mouse_mic_cl,train,test
255,926,CS(=O)(=O)CCc1c(Cn2c(=O)n(C3CC3)c3ccncc32)nc2cc(Cl)ccn12,1.5440680443502757,mouse_mic_cl,train,test
256,928,COc1cnc2ccn([C@H](C)c3nnc4ccc(-c5cnn(C)c5)cn34)c(=O)c2c1,0.8450980400142568,mouse_mic_cl,test,train
257,943,CCc1ccc(Oc2ncccc2/C(=N\O)NC2CCCCC2O)cc1,1.7075701760979365,mouse_mic_cl,train,train
258,944,CC(C)(O)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)c(C(C)(C)O)cc2n1,0.5921767573958668,mouse_mic_cl,train,test
259,945,Cc1ccc2nc(N3CCCc4ccc(F)cc4C3)cc(NCC3(N)COC3)c2c1,2.3096301674258988,mouse_mic_cl,train,train
260,946,CCS(=O)(=O)c1ccc2oc(-c3ccc4ccccc4c3)nc2c1,1.3004864478433742,mouse_mic_cl,test,train
261,953,CCOCCCNC(c1nc(-c2ccccc2)c(N2CCCCC2)o1)C(C)CC,2.406540180433955,mouse_mic_cl,train,train
262,954,CCCCCC(C)NCc1coc(-c2ccc(OCC(C)C)cc2)n1,0.9542425094393248,mouse_mic_cl,train,train
263,955,COc1ccc(-n2cc(-c3n[nH]c4cc(Cl)c(N[C@@H]5CCN(C6COC6)C5)cc34)cn2)cc1,1.651278013998144,mouse_mic_cl,train,train
264,956,O=C(Nc1ccc(Cl)cc1)C(=O)N1CCC(c2ccnc3ccc(F)cc23)C(F)(F)C1,1.7160033436347992,mouse_mic_cl,train,train
265,960,COc1ccccc1OC1CN(S(=O)(=O)c2ccc3c(c2)OCO3)C1,3.3384564936046046,mouse_mic_cl,train,test
266,962,CCCCCC[C@H]1OC(=O)[C@@H](C)NC(=O)[C@H]([C@H](C)O)NC(=O)[C@H](CN)NC(=O)[C@H](C2CCCCC2)NC(=O)[C@H](CCC)N(C)C(=O)[C@@H]1C,1.8388490907372552,mouse_mic_cl,test,train
267,963,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1cccc(-c2ncc(F)cn2)c1,1.977723605288848,mouse_mic_cl,test,train
268,976,CC(C)Oc1cc(-c2cncc(-c3cnn(C4COC4)c3)c2)ccc1C(N)=O,0.4913616938342727,mouse_mic_cl,train,train
269,978,COc1ccccc1N1CCN(c2ncnc3c2cnn3-c2ccccc2F)CC1,1.4522465745204372,mouse_mic_cl,train,train
270,987,O/N=C(\NC1CCCCC1)c1ccccc1-c1ccccc1,1.8915585687452334,mouse_mic_cl,train,train
271,990,O/N=C(\NC1CCCCC1)c1cc(F)cc(F)c1,1.5440680443502757,mouse_mic_cl,test,test
272,991,CC1CC(NCc2coc(-c3ccc(-c4ccccc4)cc3)n2)CC(C)(C)C1,0.7781512503836436,mouse_mic_cl,test,train
273,992,Oc1c(-c2nnc(Cc3ccc(Cl)cc3)[nH]2)ncc2cccnc12,1.2041199826559248,mouse_mic_cl,train,train
274,993,O=C(NO)c1cccc2c1CN(c1nc3ccc(C(F)(F)F)cc3[nH]1)C2,2.146128035678238,mouse_mic_cl,train,test
275,995,O=C1CN(C(=O)CSc2ncnc3c(C4CC4)c(Cl)sc23)CCN1,1.380211241711606,mouse_mic_cl,train,train
276,996,CCc1nnc2n1CCN(C(=O)CSc1ncnc3sc(C)c(Cl)c13)C2,1.57978359661681,mouse_mic_cl,train,train
277,997,c1cc2c(cc1CN1CC3CC(C1)O3)OCO2,4.612783856719736,mouse_mic_cl,train,test
278,999,C=C[C@]1(C)C[C@@H](OC(=O)COc2cc(CN)c3c(c2)B(O)OC3)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.8450980400142568,mouse_mic_cl,train,train
279,1000,C=C[C@]1(C)C[C@@H](OC(=O)COc2ccc3c(c2)B(O)N(S(C)(=O)=O)N=C3)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,2.3541084391474008,mouse_mic_cl,train,train
280,1001,C=C[C@]1(C)C[C@@H](OC(=O)COc2ccc3c(c2C)B(O)N(C(=O)OC)N=C3)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,2.3364597338485296,mouse_mic_cl,train,train
281,1004,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@]1(C)CCc2cc(O)cc(C)c2O1,3.7209857441537393,mouse_mic_cl,test,train
282,1005,Cc1cccc(C(=O)N[C@@H]2C(=O)Nc3c(c(C)nn3-c3ccccc3)[C@@H]2c2ccc(F)cc2)c1,1.701567985055927,mouse_mic_cl,test,train
283,1006,CCn1nc(C)c2c1NC(=O)[C@@H](NC(=O)c1cccc(C)c1)[C@H]2c1ccc(F)cc1,1.952792443044092,mouse_mic_cl,train,train
284,1007,C[C@](O)(CN1CCc2c(F)cccc21)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,4.442009159140952,mouse_mic_cl,test,train
285,1008,C[C@](O)(CN1CCc2cc(F)ccc21)C(=O)Nc1ccc(C#N)c(Cl)c1,4.37602918172818,mouse_mic_cl,test,train
286,1009,COc1ccc(CNC(CCc2ccccc2)c2nc(Cc3ccccc3)c(N3CCCCC3)o2)cc1OC,2.549003262025788,mouse_mic_cl,train,train
287,1014,CCCCOc1ccc(-c2nc(CNC3CCCCCC3)co2)cc1,1.2732713317390656,mouse_mic_cl,test,train
288,1022,O/N=C(/c1ccccc1-c1ccccc1)N1CCCCC1,2.1958996524092336,mouse_mic_cl,train,test
289,1026,CCc1ccc(/C(=N/O)NC2CCCCC2)cc1,2.322219294733919,mouse_mic_cl,test,train
290,1028,CC1(C)[C@H]2CC[C@@H](CNCc3coc(-c4ccc(-c5ccccc5)cc4)n3)[C@@H]1C2,1.2196663469151314,mouse_mic_cl,test,test
291,1029,O/N=C(\NCC1CC1)c1ccccc1-c1ccccc1,2.0183344051500485,mouse_mic_cl,train,train
292,1036,C[C@](O)(Cn1ccc2cc(Br)ccc21)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,4.609914410085998,mouse_mic_cl,train,train
293,1041,CC(O)c1ccc(N(C)S(=O)(=O)c2cccc(C(=O)Nc3ccc(C#N)cc3)c2)cc1,1.3424226808222062,mouse_mic_cl,test,test
294,1044,Cc1cc(Nc2nn(C3CC3)c3cnc(S(=O)(=O)N4CCC(O)CC4)cc23)ccc1F,1.0128372247051722,mouse_mic_cl,train,train
295,1048,O/N=C(/NC1CCCCC1)c1cccc2ccccc12,2.225309281725863,mouse_mic_cl,train,test
296,1051,O/N=C(\NC1CCCCC1)c1ccc(-c2ccccc2)cc1,2.4471580313422194,mouse_mic_cl,train,train
297,1054,CCn1c2ccc(Cl)cc2c2cc(C(=O)NCc3ccc(S(=O)(=O)CC)cc3)ccc21,-0.7055337738384071,mouse_mic_cl,train,train
298,1056,COc1ccc(/C(=N/O)Nc2cccc(C(F)(F)F)c2)cc1,2.503790683057181,mouse_mic_cl,train,train
299,1057,Cc1ccc(/C(=N/O)NC2CCCCC2)c(Oc2ccc(C(C)(C)C)cc2)n1,1.9948887953649104,mouse_mic_cl,train,test
300,1058,CCCCc1ccc(-c2nc(CNCCN(C)C)co2)cc1,1.740362689494244,mouse_mic_cl,train,train
301,1059,CCCCCC(C)NCc1coc(-c2ccc(OCCc3ccccc3)cc2)n1,1.591064607026499,mouse_mic_cl,train,train
302,1060,CCCCCC(C)NCc1coc(-c2ccc(OCC(=O)c3ccccc3)cc2)n1,2.27415784926368,mouse_mic_cl,train,test
303,1061,COc1ccccc1Oc1ncccc1/C(=N\O)NC1CCCCC1,2.1398790864012365,mouse_mic_cl,train,train
304,1062,CCC(C)C(NCc1ccc(C)cc1)c1nc(Cc2ccccc2)c(N2CCOCC2)o1,2.577491799837225,mouse_mic_cl,train,train
305,1063,CCCCCC(C)NCc1coc(Cc2ccc(OC)cc2)n1,1.740362689494244,mouse_mic_cl,train,train
306,1064,COc1ccccc1CNC(CCc1ccccc1)c1nc(-c2ccccc2)c(N2CCOCC2)o1,2.53655844257153,mouse_mic_cl,train,train
307,1065,CCOc1ccc(-c2nc(CNC3CC(C)CC(C)(C)C3)co2)cc1,1.6989700043360187,mouse_mic_cl,train,train
308,1066,O/N=C(/NC1CCCCC1)c1cccnc1Oc1ccccc1Cl,2.3242824552976926,mouse_mic_cl,train,train
309,1070,CC1(C)c2cccc(C(=O)NO)c2CN1c1ncc(C(F)(F)F)cn1,1.3222192947339193,mouse_mic_cl,train,train
310,1071,CN(C)CCCNc1ccn2ncc(-c3ccc4c(c3)OCO4)c2n1,1.792391689498254,mouse_mic_cl,train,train
311,1074,CN(C)CC1(CCc2ccc(C(C)(C)C)cc2)COC1,5.57978359661681,mouse_mic_cl,test,train
312,1079,C[C@H](NC(=O)c1ccc(F)cc1)c1ccc(NC(=O)[C@H]2C[C@@H]2c2cccnc2)cc1,1.136720567156407,mouse_mic_cl,test,train
313,1086,CCNC(=O)c1cc2c(-c3ccccc3Cc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,4.58357654786921,mouse_mic_cl,train,train
314,1087,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3-c3cccc4cc[nH]c34)cn(C)c(=O)c2[nH]1,2.713213245341474,mouse_mic_cl,test,train
315,1088,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3-n3ccc4ccccc43)cn(C)c(=O)c2[nH]1,3.335792770068036,mouse_mic_cl,train,train
316,1089,CCNC(=O)c1cc2c(-c3cc(CO)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,3.367976164873463,mouse_mic_cl,train,train
317,1090,CCNC(=O)c1ccc(Oc2c(C)cccc2C)c(-c2cn(C)c(=O)c3[nH]c(C(=O)NCC)cc23)c1,2.500606922065987,mouse_mic_cl,train,test
318,1092,CC1CCC(NC(=O)c2cc3c(F)cc(Cl)cc3[nH]2)CC1,1.4471580313422192,mouse_mic_cl,train,train
319,1093,CC1CCC(NC(=O)c2cc3c(Cl)cc(F)cc3[nH]2)CC1,1.8864907251724816,mouse_mic_cl,train,train
320,1094,C[C@H]1CCCC[C@H]1NC(=O)c1cc2c(F)cc(F)cc2[nH]1,2.8195439355418688,mouse_mic_cl,train,train
321,1095,Cc1cc(C)c2cc(C(=O)N[C@@H]3CCCC[C@@H]3C)[nH]c2c1,2.6364878963533656,mouse_mic_cl,train,train
322,1096,CCN1C(=O)[C@@H](NC(=O)c2cccc(C)c2)[C@@H](c2ccc(F)cc2)c2c(C)nn(-c3ccccc3)c21,1.6522463410033232,mouse_mic_cl,test,train
323,1098,C#CCn1c(=O)n(CC#N)c(=O)c2cc(S(=O)(=O)NC3(C)CC3)ccc21,1.7993405494535817,mouse_mic_cl,train,train
324,1102,NCCNc1cc(N2CCOc3ccccc3C2)nc2ccccc12,1.3979400086720375,mouse_mic_cl,train,train
325,1103,Cc1ccc2nc(N3CCCc4cc(F)ccc4C3)cc(NCCN)c2c1,1.4913616938342726,mouse_mic_cl,test,train
326,1120,O/N=C(\NC1CCCCC1)c1ccccc1,1.9795684155851871,mouse_mic_cl,test,train
327,1121,CCCCc1ccc(-c2nc(CNCc3ccc(OC)cc3)co2)cc1,1.2041199826559248,mouse_mic_cl,train,test
328,1122,CCCCCC(C)NCc1coc(-c2cccc(Oc3ccccc3)c2)n1,1.146128035678238,mouse_mic_cl,train,train
329,1123,CCCCCC(C)NCc1coc(-c2ccc(OC3CCCC3)cc2)n1,1.1139433523068367,mouse_mic_cl,train,test
330,1124,CCCCCC(C)NCc1coc(-c2ccc(OCCCC)c(F)c2)n1,1.0413926851582251,mouse_mic_cl,train,train
331,1125,CCOc1ccc(-c2nc(CNC3C[C@@H]4C[C@H]([C@H]3C)C4(C)C)co2)cc1,2.199377857886684,mouse_mic_cl,train,test
332,1126,CCCCCOc1ccc(-c2nc(CNC3CCCCCC3)co2)cc1,0.9030899869919436,mouse_mic_cl,test,train
333,1135,CCCCOc1ccc(-c2nc(CNCCC3CCCN3C)co2)cc1,1.0791812460476249,mouse_mic_cl,train,train
334,1137,Cc1cc(SCc2cc(=O)[nH][nH]2)c(Cl)cc1Cl,2.4653828514484184,mouse_mic_cl,train,train
335,1143,COc1cncc(-c2cccc(-c3cn4ccnc(C(N)=O)c4n3)c2)c1,1.7634279935629371,mouse_mic_cl,test,test
336,1144,COc1cncc(-c2cccc(-c3cn4cccc(C(N)=O)c4n3)c2)c1,2.0530784434834195,mouse_mic_cl,train,train
337,1152,CCCCc1ccc(-c2nc(CNCCC3CCCN3C)co2)cc1,1.3617278360175928,mouse_mic_cl,train,train
338,1153,CC(C)CNC(CCc1ccccc1)c1nc(Cc2ccccc2)c(N2CCCCC2)o1,2.4871383754771865,mouse_mic_cl,train,train
339,1158,COc1ccccc1-c1nc(-c2nc(C)n[nH]2)c(OC)c2ncccc12,0.3010299956639812,mouse_mic_cl,train,train
340,1159,C[C@](O)(Cn1ccc2ccc(F)cc21)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,4.490800952010855,mouse_mic_cl,train,train
341,1162,N[C@@H](c1ccccc1)[C@@H](O)CN(Cc1ccccc1)S(=O)(=O)c1ccc(Cl)c(Cl)c1,-0.6090648928966209,mouse_mic_cl,train,train
342,1163,CC1(C)CCC(C)(C)c2cc(S(=O)(=O)N(C[C@H](O)[C@@H](N)c3ccccc3)C3CCC3)ccc21,-0.6161846340195687,mouse_mic_cl,train,train
343,1165,O=C(Nc1ccccc1Cl)c1cnn2ccc(-c3ccccc3)cc12,0.6020599913279624,mouse_mic_cl,train,train
344,1166,CCCS(=O)(=O)Nc1cccc(Nc2ccc3ncn(C)c(=O)c3c2)c1C#N,1.1139433523068367,mouse_mic_cl,train,train
345,1167,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc2nccnc2c1,3.100025730107862,mouse_mic_cl,train,train
346,1168,Cc1cnc(-c2ccc([C@H]3[C@H](C(=O)NO)[C@@H]3c3ccccc3)cc2)[nH]1,1.869231719730976,mouse_mic_cl,train,train
347,1169,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc(-c2cccnn2)cc1,2.509202522331103,mouse_mic_cl,train,train
348,1190,C[C@H](NC(=O)CC(F)(F)F)c1ccc(NC(=O)[C@H]2C[C@@H]2c2cccnc2)cc1,1.92272545799326,mouse_mic_cl,train,train
349,1193,COc1cc2[nH]c(=O)c([C@H](C)Nc3ncc(C#N)c(OC)n3)cc2cc1Cl,3.845098040014257,mouse_mic_cl,train,train
350,1195,Cc1[nH]ncc1-c1cncc(-c2ccc(C(N)=O)c(OC(C)C)c2)c1,2.399673721481038,mouse_mic_cl,train,train
351,1198,O=C(NO)C(c1ccc(-c2cncs2)cc1)c1ccccc1F,2.4771212547196626,mouse_mic_cl,test,train
352,1202,CC(C)(C)C1CCc2c(sc3nc(SCc4ccc([N+](=O)[O-])cc4)nc(N)c23)C1,1.3031960574204888,mouse_mic_cl,train,train
353,1234,COCCOc1ccc2nc(C3(NC(=O)C[C@H](N)Cc4cc(Cl)ccc4F)CCOCC3)sc2c1,1.4563660331290431,mouse_mic_cl,train,train
354,1235,CC1(C)CCC(NC(=O)c2cc3c(Cl)cc(Cl)cc3[nH]2)CC1,1.1139433523068367,mouse_mic_cl,train,train
355,1237,CN(c1ccc(Cl)cc1)S(=O)(=O)c1cccc(NC(=O)c2ccc(C#N)cc2)c1,1.8394780473741985,mouse_mic_cl,train,train
356,1245,O=C(NO)C(c1ccc(-c2cnco2)cc1)c1ccccc1F,2.0453229787866576,mouse_mic_cl,train,test
357,1252,Cc1cc(C(F)(F)F)c2cccc(OCc3c(Cl)ccc(S(=O)(=O)N4CCCC4)c3Cl)c2n1,2.9852782407438907,mouse_mic_cl,train,test
