,Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Document ChEMBL ID,Source Description,Document Journal,Document Year
517,CHEMBL4648671,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4ccccc24)C3)C[C@@H]1CC#N,PPB,'=',95.0,%,CHEMBL4612367,Protein binding in mouse plasma,A,BAO_0000366,cell-free format,CHEMBL4610106,Scientific Literature,J Med Chem,2020.0
518,CHEMBL4594350,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,PPB,'=',99.0,%,CHEMBL4612367,Protein binding in mouse plasma,A,BAO_0000366,cell-free format,CHEMBL4610106,Scientific Literature,J Med Chem,2020.0
519,CHEMBL4633059,Cc1c(C(F)(F)F)oc2ncnc(SCC(=O)N3CC(=O)N(C)C3)c12,PPB,'=',78.1,%,CHEMBL4610960,Protein binding in mouse plasma,A,BAO_0000366,cell-free format,CHEMBL4610015,Scientific Literature,Bioorg Med Chem Lett,2020.0
520,CHEMBL4577549,CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@@H]3C)c3c(n2)C(C)(C)S(=O)(=O)C3)cc1,PPB,'=',89.0,%,CHEMBL4432882,Protein binding in mouse plasma,A,BAO_0000366,cell-free format,CHEMBL4431376,Scientific Literature,ACS Med Chem Lett,2016.0
521,CHEMBL475813,Cc1cc(Nc2ccc3ccccc3c2)n2ncnc2n1,PPB,'=',93.8,%,CHEMBL4481158,Protein binding in human plasma by ultracentrifugation method,A,BAO_0000366,cell-free format,CHEMBL4480398,Scientific Literature,Eur J Med Chem,2019.0
522,CHEMBL4647906,COC(=O)OCOc1c2n(ccc1=O)N(C(c1ccccc1)c1ccccc1)[C@@H]1COCCN1C2=O,PPB,'=',99.0,%,CHEMBL4626811,Protein binding in human plasma at 1 uM measured after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4622979,Scientific Literature,J Med Chem,2020.0
523,CHEMBL4741974,CCC[C@H]1C(=O)N[C@@H](C2CCCCCC2)C(=O)N[C@@H](CN)C(=O)N[C@@H](COCCCNCCCN)C(=O)N[C@H](C)CO[C@H](CC2CC3(CCC3)C2)[C@@H](C)C(=O)N1C,PPB,'=',97.5,%,CHEMBL4669467,Protein binding in rat plasma,A,BAO_0000366,cell-free format,CHEMBL4665734,Scientific Literature,Bioorg Med Chem Lett,2020.0
524,CHEMBL4750699,CCCC[C@H]1C(=O)N(C)[C@@H](CCC)C(=O)N[C@@H](C2CCCCC2)C(=O)N[C@@H](CN)C(=O)N[C@@H](CO[C@H]2C[C@H](N)C2)C(=O)N[C@H](C)CN1CCCC,PPB,'=',95.3,%,CHEMBL4669467,Protein binding in rat plasma,A,BAO_0000366,cell-free format,CHEMBL4665734,Scientific Literature,Bioorg Med Chem Lett,2020.0
525,CHEMBL4558749,CCC#CC[C@H](C)[C@H](O)/C=C/[C@H]1CCC(=O)N1CCCCCCC(=O)O,PPB,'=',44.2,%,CHEMBL4386424,Protein binding in human plasma at 10 uM after 4 hrs by HPLC-MS/MS-based equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4385611,Scientific Literature,J Med Chem,2019.0
526,CHEMBL3918816,CCC#CC[C@H](C)[C@H](O)/C=C/[C@H]1CC(F)(F)C(=O)N1CCCCCCC(=O)O,PPB,'=',58.4,%,CHEMBL4386424,Protein binding in human plasma at 10 uM after 4 hrs by HPLC-MS/MS-based equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4385611,Scientific Literature,J Med Chem,2019.0
527,CHEMBL4639567,O=C(COCCCc1ccccc1)N[C@H]1CC[C@H](O)CC1,PPB,'=',55.2,%,CHEMBL4618560,Protein binding in human plasma at 2 uM by equilibrium dialysis relative to control,A,BAO_0000366,cell-free format,CHEMBL4616675,Scientific Literature,J Med Chem,2020.0
528,CHEMBL4638810,O=C(CCCCOc1ccccc1)N[C@H]1CC[C@H](O)CC1,PPB,'=',81.8,%,CHEMBL4618561,Protein binding in mouse plasma at 2 uM by equilibrium dialysis relative to control,A,BAO_0000366,cell-free format,CHEMBL4616675,Scientific Literature,J Med Chem,2020.0
529,CHEMBL4241824,Cc1cc(C)n(-c2cccc([C@H](CC(=O)O)CN3CC[C@@H](CCc4ccc5c(n4)NCCC5)C3)c2)n1,PPB,'=',77.2,%,CHEMBL4236962,Protein binding in dog blood at 1 ug/ml after 4 hrs by rapid equilibrium dialysis and LC-MS/MS analysis,A,BAO_0000221,tissue-based format,CHEMBL4229566,Scientific Literature,J Med Chem,2018.0
530,CHEMBL4473988,CNC(=O)C(=O)NCCCC/C=C\CCCCCCCOCC(=O)O,PPB,'=',99.37,%,CHEMBL4416910,Protein binding in human plasma at 10 uM incubated for 60 mins by LC-ESI-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4414645,Scientific Literature,J Med Chem,2019.0
531,CHEMBL4537182,COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)c1ncn(-c3cccc(Cl)c3F)c1C)c1cc-2ccn1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,PPB,'=',95.7,%,CHEMBL4357388,Protein binding in dog,A,BAO_0000019,assay format,CHEMBL4354834,Scientific Literature,J Med Chem,2020.0
532,CHEMBL3317462,O=C(c1ccc(-c2ccc(Cl)cc2)cc1)N1CCN(c2ncccn2)CC1,PPB,'=',97.8,%,CHEMBL3370233,Protein binding in plasma (unknown origin) by equilibrium dialysis assay,A,BAO_0000366,cell-free format,CHEMBL3352673,Scientific Literature,Bioorg Med Chem Lett,2014.0
533,CHEMBL1464,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,PPB,'=',99.7,%,CHEMBL3240403,Protein binding in plasma (unknown origin) at 5 uM after 4 hrs,A,BAO_0000366,cell-free format,CHEMBL3232865,Scientific Literature,Eur J Med Chem,2014.0
534,CHEMBL4541705,CNc1[nH]c(=O)n(O)c(=O)c1C(=O)NCc1ccccc1,PPB,'=',99.2,%,CHEMBL4478458,Plasma protein binding in human,A,BAO_0000366,cell-free format,CHEMBL4477212,Scientific Literature,J Med Chem,2016.0
535,CHEMBL4518369,C[C@@H]1COCCN1c1nc(N2CCOC[C@@H]2C)nc2sc(-c3cc[nH]n3)nc12,PPB,'=',99.6,%,CHEMBL4381601,Protein binding in Sprague-Dawley rat brain homogenate at 5 uM incubated for 4 hrs by LC-MS/MS analysis,A,BAO_0000221,tissue-based format,CHEMBL4376889,Scientific Literature,J Med Chem,2020.0
536,CHEMBL1627,CNC(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,PPB,'=',95.7,%,CHEMBL4184692,Protein binding to human plasma at 30 to 1000 ng/ml after 2 to 6 hrs by LC-MS/MS based rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4184096,Scientific Literature,Bioorg Med Chem Lett,2018.0
537,CHEMBL841,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,PPB,'=',95.0,%,CHEMBL4184692,Protein binding to human plasma at 30 to 1000 ng/ml after 2 to 6 hrs by LC-MS/MS based rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4184096,Scientific Literature,Bioorg Med Chem Lett,2018.0
538,CHEMBL4215754,COCCOc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5nccs5)nc43)CC2)cc1F,PPB,'=',51.0,%,CHEMBL4193750,Protein binding in mouse plasma,A,BAO_0000366,cell-free format,CHEMBL4190330,Scientific Literature,ACS Med Chem Lett,2017.0
539,CHEMBL4520045,CN1CC(C#CC#Cc2cc3n(c2)C(=O)N(CC[C@](C)(C(=O)NO)S(C)(=O)=O)C3)C1,PPB,'=',63.3,%,CHEMBL4325037,Protein binding in mouse plasma at 1 uM by rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4321867,Scientific Literature,J Med Chem,2020.0
540,CHEMBL4438243,C[C@@](CCN1Cc2cc(C#CC#C[C@H]3C[C@@H]3CO)cn2C1=O)(C(=O)NO)S(C)(=O)=O,PPB,'=',99.1,%,CHEMBL4325037,Protein binding in mouse plasma at 1 uM by rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4321867,Scientific Literature,J Med Chem,2020.0
541,CHEMBL3754389,C[C@@](CCN1Cc2cc(C#CC#C[C@@H]3C[C@@]3(F)CO)cn2C1=O)(C(=O)NO)S(C)(=O)=O,PPB,'=',98.6,%,CHEMBL4325037,Protein binding in mouse plasma at 1 uM by rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4321867,Scientific Literature,J Med Chem,2020.0
542,CHEMBL4125752,Cn1cc(-c2ccc(-c3ccc(C4=NC5(CC5)C(=O)N4C[C@@H]4CCN(C(=O)C5CC5)C4)cc3)cc2)cn1,PPB,'=',96.6,%,CHEMBL4123639,Protein binding in mouse plasma,A,BAO_0000366,cell-free format,CHEMBL4118196,Scientific Literature,Bioorg Med Chem Lett,2018.0
543,CHEMBL4212323,O=C(Nc1ccc2ncsc2c1)c1ccc(OC(F)F)c(OCC2CC2)c1,PPB,'=',96.39,%,CHEMBL4197732,Protein binding in human plasma after 5 hrs by equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4196041,Scientific Literature,Eur J Med Chem,2018.0
544,CHEMBL3353347,CN(C)Cc1ccc(/C=C/c2n[nH]c3cc([C@@H]4C[C@@]45C(=O)Nc4ccccc45)ccc23)cc1,PPB,'=',94.7,%,CHEMBL3364621,Protein binding in plasma (unknown origin),A,BAO_0000366,cell-free format,CHEMBL3351767,Scientific Literature,J Med Chem,2015.0
545,CHEMBL3947537,Cc1cc([C@H](C)Nc2nccc(N3C(=O)OC[C@@H]3[C@H](C)F)n2)ncc1-c1ccnc(C(F)(F)F)c1,PPB,'=',83.0,%,CHEMBL4135764,Protein binding in rat plasma at 5 uM after 4 hrs by LC-MS/MS based equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4130531,Scientific Literature,ACS Med Chem Lett,2017.0
546,CHEMBL4553256,COc1cccc(Nc2nccc(-c3cnn4nc(N5CCOCC5)ccc34)n2)c1,PPB,'=',99.0,%,CHEMBL4325182,Protein binding in human plasma after 18 hrs by LC/MS/MS based rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4321871,Scientific Literature,J Med Chem,2020.0
547,CHEMBL4445914,COc1ccc2c(-c3ccnc(Nc4cccc(C#N)c4)n3)c(CO)nn2n1,PPB,'=',99.0,%,CHEMBL4325182,Protein binding in human plasma after 18 hrs by LC/MS/MS based rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4321871,Scientific Literature,J Med Chem,2020.0
548,CHEMBL4436700,COc1ncc(-c2ccc(-c3cnc4c(c3)CN(C)C4=O)s2)cc1NS(=O)(=O)c1ccccc1[N+](=O)[O-],PPB,'=',99.91,%,CHEMBL4343125,Protein binding in CD1 mouse plasma at 10 uM incubated for 6 hrs by LC-MS/MS analysis and equilibrium dialysis,A,BAO_0000366,cell-free format,CHEMBL4342415,Scientific Literature,J Med Chem,2020.0
549,CHEMBL4514678,Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(C(N)=O)cc3)CC2)nc2c1COC2,PPB,'=',91.8,%,CHEMBL4370115,Protein binding in rat plasma at 2 uM after 5 hrs by LC/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4368909,Scientific Literature,J Med Chem,2019.0
550,CHEMBL4214282,CC[Si](CC)(CC)c1ccc(N2[C@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)CC[C@H]2c2ccc(NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)OC)C(C)C)cc2)cc1,PPB,'=',99.99,%,CHEMBL4196943,Protein binding in mouse plasma at 1 uM after 6 hrs by UPLC-MS/MS based equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4196017,Scientific Literature,Eur J Med Chem,2018.0
551,CHEMBL3127326,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C,PPB,'=',100.0,%,CHEMBL4196943,Protein binding in mouse plasma at 1 uM after 6 hrs by UPLC-MS/MS based equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4196017,Scientific Literature,Eur J Med Chem,2018.0
552,CHEMBL4281310,Cc1cc(-c2ccc3c(c2)CC[C@H]3N2CCC(N(C)C(=O)N[C@@H](C)c3ccc(C#CC4CC4)c(Cl)c3Cl)CC2)ncn1,PPB,'=',99.99,%,CHEMBL4260372,Protein binding in human plasma at 1 uM after 6 hrs by equilibrium dialysis,A,BAO_0000366,cell-free format,CHEMBL4257564,Scientific Literature,J Med Chem,2018.0
554,CHEMBL4173715,O=C(O)C[C@]1(CC(F)(F)F)CCc2cc(-c3cnc(NC(=O)Nc4ccc(F)c(F)c4)cn3)ccc2C1=O,PPB,'=',99.95,%,CHEMBL4144978,Protein binding in rat plasma,A,BAO_0000366,cell-free format,CHEMBL4138301,Scientific Literature,ACS Med Chem Lett,2018.0
555,CHEMBL4285790,CS(=O)(=O)Nc1nnc2cc(COc3cc(Cl)cc(Cl)c3)c(C3CC3)cn12,PPB,'=',99.0,%,CHEMBL4256609,Protein binding in CD1 mouse plasma at 5 uM after 4 hrs by equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4251746,Scientific Literature,J Med Chem,2018.0
556,CHEMBL4566932,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)C2)n1,PPB,'=',99.8,%,CHEMBL4426349,Plasma protein binding in mouse,A,BAO_0000366,cell-free format,CHEMBL4425119,Scientific Literature,ACS Med Chem Lett,2016.0
557,CHEMBL4560730,CN1CCN(c2nc3c(F)cccc3c(=O)n2-c2ccc(OC(F)(F)F)cc2)CC1,PPB,'=',17.6,%,CHEMBL4400628,Protein binding in plasma (unknown origin),A,BAO_0000366,cell-free format,CHEMBL4400507,Scientific Literature,J Med Chem,2019.0
558,CHEMBL4530828,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(C)c(Cl)c3)C2)n1,PPB,'=',98.6,%,CHEMBL4426349,Plasma protein binding in mouse,A,BAO_0000366,cell-free format,CHEMBL4425119,Scientific Literature,ACS Med Chem Lett,2016.0
559,CHEMBL4462162,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)N[C@H]1CCN(c2ccc(C(F)(F)F)nc2)C1,PPB,'=',99.9,%,CHEMBL4426348,Plasma protein binding in rat,A,BAO_0000366,cell-free format,CHEMBL4425119,Scientific Literature,ACS Med Chem Lett,2016.0
560,CHEMBL4474518,CC(C)[C@@H]1NC(=O)[C@H](Cc2cccs2)NC(=O)[C@H](Cc2ccc(Cl)cc2)NC(=O)CCSCC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CO)CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC1=O,PPB,'=',89.0,%,CHEMBL4397510,Protein binding in rat plasma at 200 to 1000 ng/ml measured after 15 mins by UC-LC/MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4396873,Scientific Literature,J Med Chem,2019.0
561,CHEMBL4533159,CCNC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CSCN1C(=O)[C@@H]1CSCCCC(=O)N[C@@H](Cc2ccc(Cl)cc2)C(=O)N[C@@H](Cc2cccs2)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N1,PPB,'=',93.0,%,CHEMBL4397510,Protein binding in rat plasma at 200 to 1000 ng/ml measured after 15 mins by UC-LC/MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4396873,Scientific Literature,J Med Chem,2019.0
562,CHEMBL4539370,CCN(CC)C(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSCCCC(=O)N[C@@H](Cc2ccc(Cl)cc2)C(=O)N[C@@H](Cc2cccs2)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N1,PPB,'=',92.0,%,CHEMBL4397510,Protein binding in rat plasma at 200 to 1000 ng/ml measured after 15 mins by UC-LC/MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4396873,Scientific Literature,J Med Chem,2019.0
563,CHEMBL4455496,CCCNC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CSCN1C(=O)[C@@H]1CSCCCC(=O)N[C@@H](Cc2ccc(Cl)cc2)C(=O)N[C@@H](Cc2cccs2)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N1,PPB,'=',83.0,%,CHEMBL4397510,Protein binding in rat plasma at 200 to 1000 ng/ml measured after 15 mins by UC-LC/MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4396873,Scientific Literature,J Med Chem,2019.0
564,CHEMBL4468523,CC(C)[C@@H]1NC(=O)[C@H](Cc2cccs2)NC(=O)[C@H](Cc2ccc(Cl)cc2)NC(=O)CCCSC[C@@H](C(=O)N2CCC[C@H]2C(=O)NCCCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC1=O,PPB,'=',85.0,%,CHEMBL4397510,Protein binding in rat plasma at 200 to 1000 ng/ml measured after 15 mins by UC-LC/MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4396873,Scientific Literature,J Med Chem,2019.0
565,CHEMBL3545369,NS(=O)(=O)NCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,PPB,'=',98.5,%,CHEMBL4679842,Protein binding in human plasma by rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4673401,Scientific Literature,ACS Med Chem Lett,2021.0
566,CHEMBL4781037,NS(=O)(=O)N1CCC(C(=O)/C(=N/O)Nc2ccc(F)c(Br)c2)CC1,PPB,'=',92.4,%,CHEMBL4679844,Protein binding in rat plasma by rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4673401,Scientific Literature,ACS Med Chem Lett,2021.0
567,CHEMBL3787482,CCOc1ccc(S(=O)(=O)CC)cc1-c1cn(C)c(=O)c2ccc(-c3cnn(C)c3)cc12,PPB,'=',86.0,%,CHEMBL4223768,Protein binding in mouse plasma,A,BAO_0000366,cell-free format,CHEMBL4219230,Scientific Literature,Bioorg Med Chem Lett,2018.0
568,CHEMBL2147474,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](O)C1CC1,PPB,'=',99.8,%,CHEMBL4430449,Protein binding in rat serum,A,BAO_0000366,cell-free format,CHEMBL4428095,Scientific Literature,Bioorg Med Chem Lett,2016.0
569,CHEMBL2147474,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](O)C1CC1,PPB,'=',99.3,%,CHEMBL4430450,Protein binding in monkey serum,A,BAO_0000366,cell-free format,CHEMBL4428095,Scientific Literature,Bioorg Med Chem Lett,2016.0
570,CHEMBL4638046,Cc1ccc(-n2nccn2)c(C(=O)N2CCCO[C@H]2Cn2ccc(-c3ccc(F)cn3)n2)c1,PPB,'=',88.0,%,CHEMBL4624045,Plasma protein binding in Sprague-Dawley rat at 2 ug/mL,A,BAO_0000366,cell-free format,CHEMBL4622874,Scientific Literature,Bioorg Med Chem,2020.0
571,CHEMBL4751920,Cc1cc(N[C@H]2CCc3ccc(Cl)cc3C2)n2nc(C(C)(F)F)nc2n1,PPB,'=',97.4,%,CHEMBL4706907,"Protein binding in Swiss mouse plasma at 20 mg/kg, po administered as single dose via gavage measured over 24 hrs by LC-MS analysis",A,BAO_0000218,organism-based format,CHEMBL4706474,Scientific Literature,J Med Chem,2016.0
572,CHEMBL4761666,Cc1cc(NC2CCc3cc(Cl)ccc3C2)n2nc(C(C)(F)F)nc2n1,PPB,'=',99.2,%,CHEMBL4706912,"Protein binding in Sprague-Dawley rat plasma at 1.9 mg/kg, iv administered as infusion for 10 mins by LC-MS analysis",A,BAO_0000218,organism-based format,CHEMBL4706474,Scientific Literature,J Med Chem,2016.0
573,CHEMBL4127830,O=C([O-])CNC(=O)C1=C(O)CCN(Cc2ccc(Oc3ccc(Cl)cc3)nc2)C1=O.[Na+],PPB,'=',98.9,%,CHEMBL4122068,Protein binding in Sprague-Dawley rat plasma at 0.3 ug/ml after 8 hrs by equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4118138,Scientific Literature,Bioorg Med Chem Lett,2018.0
574,CHEMBL38434,Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,PPB,'=',98.83,%,CHEMBL4137394,Protein binding in human serum at 37 degC after 1 hr by RP-HPLC analysis,A,BAO_0000366,cell-free format,CHEMBL4130632,Scientific Literature,J Med Chem,2018.0
575,CHEMBL3104376,O=C(C(c1ccc(Cl)cc1)c1cccnc1)N1CCN(c2ccc(C(F)(F)F)cc2)CC1,PPB,'=',97.3,%,CHEMBL3137430,DNDI: Protein binding in rat plasma,A,BAO_0000219,cell-based format,CHEMBL3137386,Drugs for Neglected Diseases Initiative (DNDi),,
576,CHEMBL3526802,O=C(CBr)N1CC([N+](=O)[O-])([N+](=O)[O-])C1,PPB,'=',22.0,%,CHEMBL3540167,Binding affinity to human hemoglobin assessed as protein bound compound level at 20 uM,A,BAO_0000019,assay format,CHEMBL3526110,Scientific Literature,Drug Metab Dispos,2012.0
577,CHEMBL3526802,O=C(CBr)N1CC([N+](=O)[O-])([N+](=O)[O-])C1,PPB,'=',69.0,%,CHEMBL3537212,Binding affinity to rat hemoglobin assessed as protein bound compound level at 1 uM,A,BAO_0000019,assay format,CHEMBL3526110,Scientific Literature,Drug Metab Dispos,2012.0
578,CHEMBL4279819,CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=O)CC#N)CC12CC2,PPB,'=',18.7,%,CHEMBL4258476,Protein binding in rat plasma at 10 uM after 4 hrs by rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4257478,Scientific Literature,Medchemcomm,2018.0
579,CHEMBL4475824,CCn1ncc(-c2nc3c(O[C@H]4CCN(C(=O)C5CC5)C4)ncnc3n2C)c1C,PPB,'=',41.0,%,CHEMBL4348861,Protein binding in Beagle dog plasma,A,BAO_0000366,cell-free format,CHEMBL4346703,Scientific Literature,J Med Chem,2019.0
580,CHEMBL608112,COc1ccc(Cn2cc(C(=O)O)c(=O)c3ccccc32)cc1,PPB,'=',95.7,%,CHEMBL4309927,Protein binding in rat plasma,A,BAO_0000366,cell-free format,CHEMBL4308844,Scientific Literature,J Med Chem,2018.0
581,CHEMBL4174581,CCC[C@H](C)[C@H]1OC(=O)[C@H](C)N(C)C(=O)[C@H]([C@@H](C)CC)NC(=O)CN(C)C(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](C)NC(=O)[C@@H]([C@@H](C)CC)OC(=O)/C(C)=C/C[C@H](OC)[C@@H]1C,PPB,'=',97.2,%,CHEMBL4149334,Protein binding in 10% fetal bovine serum at 1 uM after 4 hrs in presence of cell culture medium by rapid equilibrium dialysis based LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4145558,Scientific Literature,ACS Med Chem Lett,2018.0
582,CHEMBL4211506,COc1cc(F)c2c(Nc3ccc(NC(=O)Cn4cc(C(C)C)nn4)cc3)ncnc2c1,PPB,'=',99.7,%,CHEMBL4201687,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4196201,Scientific Literature,J Med Chem,2018.0
583,CHEMBL250447,CCN(CC)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,PPB,'=',66.6,%,CHEMBL4325785,Protein binding in plasma (unknown origin),A,BAO_0000366,cell-free format,CHEMBL4321884,Scientific Literature,J Med Chem,2020.0
584,CHEMBL2146753,O=[N+]([O-])c1ccc2nc(COCc3nc4ccc([N+](=O)[O-])cc4[nH]3)[nH]c2c1,PPB,'=',99.14,%,CHEMBL4322072,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4321786,Scientific Literature,J Med Chem,2019.0
585,CHEMBL4461851,Cc1cccc(Nc2nc(N[C@@H]3CCCC[C@@H]3N)c(C#N)c3cn[nH]c(=O)c23)c1,PPB,'=',99.0,%,CHEMBL4305539,Protein binding in BALB/c mouse serum at 10 ug/mL incubated for 4 hrs under shaking condition by LC/MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4304751,Scientific Literature,ACS Med Chem Lett,2019.0
586,CHEMBL4288258,COc1ncc(-c2ccc3ncc(Cl)c(=O)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,PPB,'=',99.2,%,CHEMBL4255951,Protein binding in rat plasma,A,BAO_0000366,cell-free format,CHEMBL4251704,Scientific Literature,ACS Med Chem Lett,2018.0
587,CHEMBL4764485,COc1cc(-c2ncc(COc3cccc([C@@H](CC(=O)O)C4CC4)c3)nc2CC(C)C)c(F)cn1,PPB,'=',99.91,%,CHEMBL4673992,Protein binding in rat plasma,A,BAO_0000366,cell-free format,CHEMBL4673209,Scientific Literature,Bioorg Med Chem Lett,2018.0
588,CHEMBL4475648,CN1CCCN(c2ncc(-c3ccc4c(N(C)c5cnccn5)ccnc4c3)cn2)CC1,PPB,'=',67.0,%,CHEMBL4373163,Protein binding in human plasma after 18 hrs by rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4371073,Scientific Literature,J Med Chem,2019.0
589,CHEMBL4471839,CN1CCCN(c2ncc(-c3ccc4/c(=N/c5cnccn5)ccn(C)c4c3)cn2)CC1,PPB,'=',15.0,%,CHEMBL4373163,Protein binding in human plasma after 18 hrs by rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4371073,Scientific Literature,J Med Chem,2019.0
590,CHEMBL4443828,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cc(F)ccc4F)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,PPB,'=',99.1,%,CHEMBL4371492,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4371006,Scientific Literature,J Med Chem,2018.0
591,CHEMBL1779811,C/C=C/C[C@H](C)[C@@H](OC)[C@@H](C)[C@H](O)C[C@H]1OC(=O)C=C[C@H]1CC,PPB,'=',98.0,%,CHEMBL4370485,Protein binding in mouse plasma,A,BAO_0000366,cell-free format,CHEMBL4368919,Scientific Literature,J Med Chem,2019.0
592,CHEMBL4854094,NC(=O)c1cnn(-c2ccc(NCC3(c4ncccc4F)CCC3)nn2)c1,PPB,'=',45.0,%,CHEMBL4845168,Plasma protein binding in human at 5 uM by HPLC analysis,A,BAO_0000366,cell-free format,CHEMBL4842386,Scientific Literature,J Med Chem,2021.0
593,CHEMBL4636930,COc1ccc(CCO)c(O)c1C(=O)O,PPB,'=',100.0,%,CHEMBL4617775,Protein binding in serum (unknown origin),A,BAO_0000366,cell-free format,CHEMBL4616632,Scientific Literature,J Med Chem,2020.0
