Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Document ChEMBL ID,Source Description,Document Journal,Document Year,Comment,Concentration/Dosage Levels,Temperature Range,Time Duration,Metabolic Activation Presence,Cell/Tissue Type or Organism Used,Ames experiment
CHEMBL259181,OC[C@H](Cc1ccccc1)Nc1nc(Oc2ccc3c(c2)CCC3)nc2c1ncn2Cc1ccc(-c2ccccc2)cc1,Activity,,,,CHEMBL931213,Inhibition of ADP-ribosylation factor 1 activity in mouse NIH3T3 cells assessed as increase in endogenous ARF1-GTP level at 2.5 uM relative to control,B,BAO_0000219,cell-based format,CHEMBL1142220,Scientific Literature,Proc Natl Acad Sci U S A,2007.0,Active,,,,,,
CHEMBL4169525,O=C(/C=C/c1ccc2ccccc2c1)c1c(O)ccc2ccccc12,Activity,,,,CHEMBL4130658,Genotoxicity in human HK2 cells assessed as induction of DNA strand breakage at 20 uM after 6 hrs by DAPI staining based alkaline comet assay,T,BAO_0000219,cell-based format,CHEMBL4130341,Scientific Literature,Medchemcomm,2016.0,Non-Toxic,20 uM,,6 hrs,,human HK2 cells,False
CHEMBL4166739,O=C(/C=C/c1cncc(Br)c1)c1ccc2ccccc2c1O,Activity,,,,CHEMBL4130658,Genotoxicity in human HK2 cells assessed as induction of DNA strand breakage at 20 uM after 6 hrs by DAPI staining based alkaline comet assay,T,BAO_0000219,cell-based format,CHEMBL4130341,Scientific Literature,Medchemcomm,2016.0,Non-Toxic,20 uM,,6 hrs,,human HK2 cells,False
CHEMBL1766307,O=NN1C2c3ccccc3C1C(C(F)(F)F)C2C(F)(F)F,Activity,,,,CHEMBL1768511,Mutagenic activity in Salmonella Typhimurium TA98 assessed as number of revertants after 44 hrs by Ames test in presence of rat liver S9 fraction,T,BAO_0000218,organism-based format,CHEMBL1764971,Scientific Literature,Bioorg Med Chem,2011.0,Non-toxic,,,44 hrs,rat liver S9 fraction,Salmonella Typhimurium TA98,True
CHEMBL1766314,O=NN1C2CC(O)C1c1ccccc12,Activity,,,,CHEMBL1768510,Mutagenic activity in Salmonella Typhimurium TA100 assessed as number of revertants after 44 hrs by Ames test,T,BAO_0000218,organism-based format,CHEMBL1764971,Scientific Literature,Bioorg Med Chem,2011.0,Non-toxic,,,44 hrs,,Salmonella Typhimurium TA100,True
CHEMBL3634345,C[C@]1(c2cc(N)ccc2F)N=C(N)CO[C@H]1C(F)(F)F,Activity,,,,CHEMBL4137069,Mutagenicity in Salmonella typhimurium TA98 up to 500 ug/ml in absence of rat liver S9 fraction by Ames 2 assay,T,BAO_0000218,organism-based format,CHEMBL4130624,Scientific Literature,J Med Chem,2018.0,Non-Toxic,up to 500 ug/ml,,,absence of rat liver S9 fraction,Salmonella typhimurium TA98,True
CHEMBL4165225,C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)CO[C@H]1C(F)(F)F,Activity,,,,CHEMBL4137073,Genotoxicity in human TK6 cells at 188 ug/ml after 4 hrs in presence of rat liver S9 fraction by micronucleus assay,T,BAO_0000219,cell-based format,CHEMBL4130624,Scientific Literature,J Med Chem,2018.0,Non-Toxic,,,,,,
CHEMBL1770667,CC(=O)O[C@H]1C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@]2(C)[C@H]1[C@H](C)/C=C/[C@H](C)C(C)C)[C@@]1(C)CC[C@H](O)CC1=C[C@@H]3O,Activity,,,,CHEMBL1772814,Antifungal activity against Aspergillus niger assessed as diameter of the zone of inhibition at 20 ug/disk by disk diffusion method,F,BAO_0000218,organism-based format,CHEMBL1770064,Scientific Literature,Bioorg Med Chem Lett,2011.0,Not Active,20 ug/disk,,,,Aspergillus niger,False
CHEMBL3683287,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1Cl,Activity,,,,CHEMBL3853463,Mutagenicity in Salmonella typhi by Ames test in presence of S4 fraction,T,BAO_0000019,assay format,CHEMBL3853264,Scientific Literature,Medchemcomm,2016.0,Non-Toxic,,,,presence of S4 fraction,Salmonella typhi,True
CHEMBL2370145,CC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCc2ccccc2[C@H]1C(=O)N1C2CCCCC2C[C@H]1C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCc2ccccc2[C@H]1C(=O)N1C2CCCCC2C[C@H]1C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCc2ccccc2[C@H]1C(=O)N1C2CCCCC2C[C@H]1C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCc2ccccc2[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O,Activity,,,,CHEMBL2186950,Binding affinity to 1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine/1-palmitoyl- 2-oleoyl-sn-glycero-3-[phospho-rac-(1-glycerol)] (sodium salt) large unilamellar vesicle at 200 uM by isothermal titration calorimetry analysis,P,BAO_0000100,small-molecule physicochemical format,CHEMBL2177070,Scientific Literature,Bioorg Med Chem,2011.0,Active,200 uM,,,,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine/1-palmitoyl-2-oleoyl-sn-glycero-3-[phospho-rac-(1-glycerol)] (sodium salt) LUV,False
CHEMBL1802062,CC(=O)NC1=NN(C(C)=O)C(c2cc3cccc(C)c3nc2Cl)S1,Activity,,,,CHEMBL3055362,Mutagenicity in Salmonella enterica subsp. enterica serovar Typhimurium,T,BAO_0000218,organism-based format,CHEMBL3045514,Scientific Literature,Med Chem Res,2012.0,Non-toxic,,,,,Salmonella enterica subsp. enterica serovar Typhimurium,False
CHEMBL2386599,CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@H]4C[C@@H](NCCCNCCCCN)CC[C@]4(C)[C@H]3CC[C@]12C)OS(=O)(=O)O.O=C(O)C(F)(F)F,Activity,,,,CHEMBL2388070,Binding affinity to DOPG large unilamellar vesicle assessed as release of calcein at 1 mg/mL measured for 1 min by spectrophotometric analysis,B,BAO_0000019,assay format,CHEMBL2384955,Scientific Literature,Bioorg Med Chem Lett,2013.0,Not Active,1 mg/mL,,measured for 1 min,,DOPG large unilamellar vesicle,False
CHEMBL1708370,C/C(=C\c1ccccc1F)C(=O)c1c(C)cc(C)nc1O,Activity,'>',40.0,um,CHEMBL1738021,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (Ba/F3 cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,inactive,,,,,Ba/F3 cells,False
CHEMBL1332689,CCN(CC)S(=O)(=O)c1cccc(N2C(=O)/C(=C\Nc3ccccc3C(=O)O)c3ccccc3C2=O)c1,Activity,'>',40.0,um,CHEMBL1738021,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (Ba/F3 cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,inactive,,,,,Ba/F3 cells,False
CHEMBL1712300,Cc1[nH]c(=O)c(C(=O)C=Cc2ccc(C(C)C)cc2)c2c1CCCC2,Activity,'=',0.84,um,CHEMBL1738021,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (Ba/F3 cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active,,,,,Ba/F3 cells,False
CHEMBL1701027,COCCOc1cc2ncnc(Nc3cccc(C#Cc4ccc(O)cc4)c3)c2cc1OCCOC,Activity,'=',3.679,um,CHEMBL1738022,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: Ba/F3 Cytotoxicity",T,BAO_0000019,assay format,CHEMBL1201862,PubChem BioAssays,,,Active,,,,,Ba/F3,False
CHEMBL1462611,Cc1cccc(OCC(=O)Nc2cccc(O)c2)c1,Activity,'>',40.0,um,CHEMBL1738022,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: Ba/F3 Cytotoxicity",T,BAO_0000019,assay format,CHEMBL1201862,PubChem BioAssays,,,inactive,,,,,Ba/F3,False
CHEMBL1424870,Cc1nnc(NC(=O)COc2ccccc2)s1,Activity,'>',40.0,um,CHEMBL1738022,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: Ba/F3 Cytotoxicity",T,BAO_0000019,assay format,CHEMBL1201862,PubChem BioAssays,,,inactive,,,,,Ba/F3,False
CHEMBL2380648,CC(C)(C)N1CCN(c2ccc(N3CCN(C(=O)N[C@H]4C5CC6CC4C[C@](C(N)=O)(C6)C5)c4ccccc43)nc2)CC1,Activity,,,,CHEMBL2383263,Genotoxicity in Salmonella typhimurium by Ames test,T,BAO_0000218,organism-based format,CHEMBL2380292,Scientific Literature,Bioorg Med Chem Lett,2013.0,Non-toxic,,,,,Salmonella typhimurium,True
CHEMBL469706,CC(C)=C[C@H]1C[C@H](C)[C@]2(CC[C@]3(C)C[C@@H]4C(C)=CC(=O)[C@H]4/C(CO)=C\C[C@H]32)O1,Activity,,,,CHEMBL3066900,Herbicidal activity against Digitaria sanguinalis (hairy crabgrass) assessed as diameter of leaf necrosis at 50 ug/ml measured after 2 days post compound treatment by leaf puncture assay,F,BAO_0000218,organism-based format,CHEMBL3046406,Scientific Literature,J Agric Food Chem,2006.0,Not Active,50 ug/ml,,after 2 days,,Cynodon dactylon,False
CHEMBL469706,CC(C)=C[C@H]1C[C@H](C)[C@]2(CC[C@]3(C)C[C@@H]4C(C)=CC(=O)[C@H]4/C(CO)=C\C[C@H]32)O1,Activity,,,,CHEMBL3066489,Herbicidal activity against Bromus sterilis assessed as diameter of leaf necrosis at 250 ug/ml measured after 2 days post compound treatment by leaf puncture assay,F,BAO_0000218,organism-based format,CHEMBL3046406,Scientific Literature,J Agric Food Chem,2006.0,Not Active,,,,,,
CHEMBL469706,CC(C)=C[C@H]1C[C@H](C)[C@]2(CC[C@]3(C)C[C@@H]4C(C)=CC(=O)[C@H]4/C(CO)=C\C[C@H]32)O1,Activity,,,,CHEMBL3066492,Herbicidal activity against Avena sterilis subsp. ludoviciana assessed as diameter of leaf necrosis at 250 ug/ml measured after 2 days post compound treatment by leaf puncture assay,F,BAO_0000218,organism-based format,CHEMBL3046406,Scientific Literature,J Agric Food Chem,2006.0,Not Active,250 ug/ml,,after 2 days,,Avena sterilis subsp. ludoviciana,False
CHEMBL2203821,CCS(=O)(=O)Nc1ccc(-c2ccc(C#N)n2C)cc1,Activity,,,,CHEMBL2216246,Mutagenicity in Salmonella typhimurium in absence of liver S9 fraction by non-GLP Ames test,T,BAO_0000218,organism-based format,CHEMBL2203135,Scientific Literature,Bioorg Med Chem Lett,2012.0,Non-toxic,,,,absence of liver S9 fraction,Salmonella typhimurium,True
CHEMBL2398386,CC(=O)O[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,Activity,,,,CHEMBL2401486,Antiviral activity against Bovine viral diarrhea virus Oregon C24V genotype 1 subgenotype b assessed as reduction in viral RNA release at 50 uM by RT-PCR analysis,F,BAO_0000019,assay format,CHEMBL2396627,Scientific Literature,Bioorg Med Chem,2013.0,Active,50 uM,,,,Bovine viral diarrhea virus Oregon C24V,False
CHEMBL2348002,O=C1c2ccccc2-n2c1nc1c(c2=O)CCCC1,Activity,,,,CHEMBL2352760,Mutagenicity in Salmonella typhimurium TA100 assessed as mean revertant colonies at 0.25 to 240 ug/well in presence of rat liver S9 fraction,T,BAO_0000218,organism-based format,CHEMBL2346548,Scientific Literature,J Nat Prod,2013.0,Non-toxic,0.25 to 240 ug/well,,after 48 hrs,presence of rat liver S9 fraction,Salmonella Typhimurium TA100,True
CHEMBL1765400,C/C1=C\[C@H](C)C[C@H](C)OC(=O)C[C@H](c2ccc(O)cc2)NC(=O)[C@@H](Cc2c(Br)[nH]c3cc(Br)ccc23)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)C1,Activity,,,,CHEMBL1769381,Antimicrofilament activity in human HCT116 cells assessed as loss of microfilament at 0.01 uM by rhodamine-phalloidin staining,F,BAO_0000219,cell-based format,CHEMBL1765004,Scientific Literature,J Nat Prod,2011.0,Not Active,0.01 uM,,,,human HCT116 cells,False
CHEMBL1765406,C/C1=C\[C@H](C)C[C@H](C)OC(=O)/C=C(/c2ccc(O)c(O)c2)NC(=O)[C@@H](Cc2c(Br)[nH]c3ccccc23)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)C1,Activity,,,,CHEMBL1769381,Antimicrofilament activity in human HCT116 cells assessed as loss of microfilament at 0.01 uM by rhodamine-phalloidin staining,F,BAO_0000219,cell-based format,CHEMBL1765004,Scientific Literature,J Nat Prod,2011.0,Not Active,0.01 uM,,,,human HCT116 cells,False
CHEMBL1765401,C/C(=C\[C@H](C)C[C@H](C)O)C[C@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc1c(Br)[nH]c2ccccc12)C(=O)N[C@H](CC(=O)O)c1ccc(O)cc1,Activity,,,,CHEMBL1769541,Antimicrofilament activity in human HCT116 cells assessed as loss of microfilament at 1 uM by rhodamine-phalloidin staining,F,BAO_0000219,cell-based format,CHEMBL1765004,Scientific Literature,J Nat Prod,2011.0,Not Active,1 uM,,,,human HCT116 cells,False
CHEMBL1765406,C/C1=C\[C@H](C)C[C@H](C)OC(=O)/C=C(/c2ccc(O)c(O)c2)NC(=O)[C@@H](Cc2c(Br)[nH]c3ccccc23)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)C1,Activity,,,,CHEMBL1769542,Antimicrofilament activity in human HCT116 cells assessed as loss of microfilament at 5 uM by rhodamine-phalloidin staining,F,BAO_0000219,cell-based format,CHEMBL1765004,Scientific Literature,J Nat Prod,2011.0,Not Active,5 uM,,,,human HCT116 cells,False
CHEMBL1765407,C/C(=C\[C@H](C)C[C@H](C)OC(=O)CC(=O)c1ccc(O)c(O)c1)C[C@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc1c(Br)[nH]c2ccccc12)C(N)=O,Activity,,,,CHEMBL1769542,Antimicrofilament activity in human HCT116 cells assessed as loss of microfilament at 5 uM by rhodamine-phalloidin staining,F,BAO_0000219,cell-based format,CHEMBL1765004,Scientific Literature,J Nat Prod,2011.0,Not Active,5 uM,,,,human HCT116 cells,False
CHEMBL1765402,COC(=O)C[C@@H](NC(=O)[C@@H](Cc1c(Br)[nH]c2ccccc12)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)C/C(C)=C/[C@H](C)C[C@H](C)O)c1ccc(O)cc1,Activity,,,,CHEMBL1769519,Antimicrofilament activity in human HCT116 cells assessed as loss of microfilament network at 0.5 uM by rhodamine-phalloidin staining,F,BAO_0000219,cell-based format,CHEMBL1765004,Scientific Literature,J Nat Prod,2011.0,Active,0.5 uM,,,,human HCT116 cells,False
CHEMBL474061,CCCCCCCCCCCCCCCCCC(=O)C[C@H]1OC[C@]23O[C@H]2[C@@H]2CC(C)(C)C[C@@H]2[C@@]2(C)C[C@@]132,Activity,,,,CHEMBL1030054,Mutagenic activity in Salmonella TA 98 by microsome assay in presence of rat liver S9 fraction,T,BAO_0000218,organism-based format,CHEMBL1151648,Scientific Literature,J Nat Prod,1985.0,Not Active,,,,presence of rat liver S9 fraction,Salmonella TA 98,True
CHEMBL1524240,Cl.c1ccc2c(CN3CCCCCC3)c[nH]c2c1,Activity,'=',15.9,um,CHEMBL1738019,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (HEL cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active,,,,,HEL cells,False
CHEMBL1683004,O=C(Nc1ccc2ccccc2n1)c1ccc2nc(-c3c(Cl)cc(CCCP(=O)(O)O)cc3Cl)[nH]c2c1,Activity,,,,CHEMBL1685314,Mutagenic activity in Salmonella Typhimurium TA100 assessed as fold increase in maximum revertant at 1000 ug by Ames test in presence of S9 fraction,F,BAO_0000218,organism-based format,CHEMBL1681662,Scientific Literature,Bioorg Med Chem Lett,2011.0,Not Active,,,,,,
CHEMBL2322875,COc1cc(N2CCN(C(=O)Cn3nc(C(F)(F)F)c(Cl)c3C)CC2)ccc1Cl,Activity,,,,CHEMBL2328651,Genotoxicity in Salmonella typhimurium by Ames test in absence of S9 fractions,T,BAO_0000218,organism-based format,CHEMBL2321873,Scientific Literature,Bioorg Med Chem Lett,2013.0,Non-toxic,,,,,,
CHEMBL15564,CCCN(CCC)CCc1ccc(O)c(O)c1,Activity,,,,CHEMBL3256870,Induction of hyperactivity in Sprague-Dawley rat administered into caudate putamen in presence of 5 mg/kg aceperone,F,BAO_0000218,organism-based format,CHEMBL3244265,Scientific Literature,J Med Chem,1978.0,Active,,,,,,
CHEMBL309490,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,Activity,,,,CHEMBL3243004,Binding affinity DPPC multilamellar vesicles assessed as chemical shift at 1:5 compound/lipid ratio at 333 K by nuclear magnetic resonance analysis,U,BAO_0000019,assay format,CHEMBL3232812,Scientific Literature,Eur J Med Chem,2014.0,Active,1:5 compound/lipid ratio,333 K,,,DPPC multilamellar vesicles,False
CHEMBL472220,COC(=O)N1c2c(OC)cccc2[C@@]23CCN4[C@H]5CC[C@]6(CC[C@]12[C@](O)(C(=O)OC)[C@@H]6O5)[C@H]43,Activity,,,,CHEMBL1023301,"Antihypertensive activity in anesthetized SHR rat assessed as decrease in basal mean arterial blood pressure at 10 mg/kg, iv pretreated with hexamethonium for 10 mins",F,BAO_0000218,organism-based format,CHEMBL1141733,Scientific Literature,J Nat Prod,1998.0,Active,10 mg/kg,,10 mins,,anesthetized SHR rat,False
CHEMBL3237556,CCc1cccc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(N)=O)n1,Activity,,,,CHEMBL3241039,Mutagenicity in Salmonella typhi by Ames test,T,BAO_0000218,organism-based format,CHEMBL3232975,Scientific Literature,J Med Chem,2014.0,Non-toxic,,,,,Salmonella typhi,True
CHEMBL448114,CC[C@H](C)[C@@H]1OC(=O)[C@@H](C)[C@@H](CC)NC(=O)[C@H](C)N(C)C(=O)C(C)(C)C(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)CNC(=O)[C@H](CC(C)C)N(C)C(=O)CNC1=O,Activity,,,,CHEMBL1006838,"Necrosis in iv dosed mouse assessed as inflamed, bloody, upper GI tract with pancreatic damage and hemorrhage in lungs",A,BAO_0000218,organism-based format,CHEMBL1150960,Scientific Literature,J Nat Prod,1998.0,Toxic,,,,,Salmonella typhimurium TA1535,False
CHEMBL4761013,O=C(NO)c1ccc(CN2C(=O)c3ccccc3S2(=O)=O)cc1-c1ccccc1,Activity,,,,CHEMBL4737702,Antiinflammatory activity in human monocytes-derived macrophages assessed as inhibition of LPS-induced CCL2 secretion at 30 uM pretreated for 1 hr followed by LPS stimulation and measured after 24 hrs by homogenous time-resolved fluorescence assay,F,BAO_0000219,cell-based format,CHEMBL4732198,Scientific Literature,J Med Chem,2021.0,Active,,,,,,
CHEMBL3916243,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1,Activity,,,,CHEMBL4811959,"Toxicity in rat assessed as decrease in blood cell parameter at 200 mg/kg/day, po administered as repeated dose for 1 month",T,BAO_0000218,organism-based format,CHEMBL4811232,Scientific Literature,J Med Chem,2021.0,Toxic,,,,,,
CHEMBL471718,CC1=CC[C@@H]([C@@H](C)[C@H]2CC[C@@]3(C)[C@@H]4CC[C@H]5[C@](C)(C(=O)O)[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)CC[C@@]56C[C@@]46CC[C@]23C)OC1=O,Activity,,,,CHEMBL1011207,Mutagenic activity in Salmonella Typhimurium TM677 at 2.5 to 5.0 mg/mL in absence of Aroclor 1254 pretreated rat S9 liver homogenate by forward mutation assay,T,BAO_0000218,organism-based format,CHEMBL1147313,Scientific Literature,J Nat Prod,1989.0,Not Active,2.5 to 5.0 mg/mL,,,absence of Aroclor 1254 pretreated rat S9 liver homogenate,Salmonella Typhimurium TM677,False
CHEMBL503532,CC1=CC[C@@H]([C@@H](C)[C@H]2CC[C@@]3(C)[C@@H]4CC[C@H]5[C@](C)(C(=O)O)[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)CC[C@@]56C[C@@]46CC[C@]23C)OC1=O,Activity,,,,CHEMBL1011206,Mutagenic activity in Salmonella Typhimurium TM677 at 2.5 to 5.0 mg/mL in presence of Aroclor 1254 pretreated rat S9 liver homogenate by forward mutation assay,T,BAO_0000218,organism-based format,CHEMBL1147313,Scientific Literature,J Nat Prod,1989.0,Not Active,2.5 to 5.0 mg/mL,,,presence of Aroclor 1254 pretreated rat S9 liver homogenate,Salmonella Typhimurium TM677,False
CHEMBL503532,CC1=CC[C@@H]([C@@H](C)[C@H]2CC[C@@]3(C)[C@@H]4CC[C@H]5[C@](C)(C(=O)O)[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)CC[C@@]56C[C@@]46CC[C@]23C)OC1=O,Activity,,,,CHEMBL1011207,Mutagenic activity in Salmonella Typhimurium TM677 at 2.5 to 5.0 mg/mL in absence of Aroclor 1254 pretreated rat S9 liver homogenate by forward mutation assay,T,BAO_0000218,organism-based format,CHEMBL1147313,Scientific Literature,J Nat Prod,1989.0,Not Active,2.5 to 5.0 mg/mL,,,absence of Aroclor 1254 pretreated rat S9 liver homogenate,Salmonella Typhimurium TM677,False
CHEMBL485052,CC1=C[C@@H]2C[C@@H](C)[C@]3(C)C[C@@H]([C@@]4(C)CC[C@@H]([C@@H](C)C(=O)O)OO4)O[C@]3(C)[C@@H]2CC1,Activity,,,,CHEMBL1016461,Antifungal activity against Candida albicans in presence of 100 ppm exogenous ergosterol by agar disk diffusion assay,F,BAO_0000218,organism-based format,CHEMBL1147327,Scientific Literature,J Nat Prod,1993.0,Active,,,,,,
CHEMBL4072137,CC(=O)OC[C@H]1O[C@@H](S[C@@H]2C/C(=N/C(N)=S)[C@@H]3OC[C@H]2O3)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,Activity,,,,CHEMBL4022217,Genotoxicity in human A2780 cells assessed as induction of DNA damage after 1 hr under alkaline condition by comet assay,F,BAO_0000219,cell-based format,CHEMBL4020779,Scientific Literature,Bioorg Med Chem Lett,2017.0,Dose-dependent effect,,,after 1 hr,,human A2780 cells,False
CHEMBL170,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,Activity,,,,CHEMBL956122,Genotoxicity in CHO cells assessed as chromosomal aberrations at 50 ppm after 60 mins in dark followed by 5 W/m'2 UV irradiation for 30 mins,T,BAO_0000219,cell-based format,CHEMBL1148993,Scientific Literature,J Nat Prod,1983.0,Toxic,50 ppm,,after 60 mins in dark followed by UV irradiation for 30 mins,,CHO cells,False
CHEMBL500286,Cc1ncc(C2CCCN2C)c2c1[nH]c1ccccc12,Activity,,,,CHEMBL956950,Genotoxicity in CHO cells assessed as chromosomal aberrations at 6.25 ppm after 60 mins in dark followed by 5 W/m'2 UV irradiation for 30 mins,T,BAO_0000219,cell-based format,CHEMBL1148993,Scientific Literature,J Nat Prod,1983.0,Toxic,,,,,,
CHEMBL340807,COc1ccc2c3c([nH]c2c1)C(C)=NCC3,Activity,,,,CHEMBL956143,Genotoxicity in CHO cells assessed as mitotic inhibition at 1.25 ppm after 60 mins in dark followed by 5 W/m'2 UV irradiation for 30 mins,T,BAO_0000219,cell-based format,CHEMBL1148993,Scientific Literature,J Nat Prod,1983.0,Active,,,,,,
CHEMBL508649,COc1cc2nccc3c4ccccc4n(c1=O)c23,Activity,,,,CHEMBL956936,Genotoxicity in CHO cells assessed as chromosomal aberrations at 83.5 ppm after 60 mins in dark followed by 5 W/m'2 UV irradiation for 30 mins,T,BAO_0000219,cell-based format,CHEMBL1148993,Scientific Literature,J Nat Prod,1983.0,Toxic,,,,,,
CHEMBL458851,CC(C)[C@@H]1NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](C)NC(=O)CCCCCNC1=O,Activity,,,,CHEMBL965077,Effect on cell morphology in rat A10 cells assessed as microfilaments depolymerization by immunofluorescence assay,F,BAO_0000219,cell-based format,CHEMBL1148199,Scientific Literature,J Nat Prod,2004.0,Not Active,,,,,rat A10 cells,False
CHEMBL1667967,O=c1[nH]ccc2cc(O[C@H]3CCCNC3)ccc12,Activity,,,,CHEMBL1670488,Genotoxicity in Salmonella Typhimurium by vitotox assay in presence of S9 liver extract,T,BAO_0000220,subcellular format,CHEMBL1667835,Scientific Literature,Bioorg Med Chem Lett,2011.0,Non-toxic,,,,,,
CHEMBL4208555,O=C(NC[C@@H](Cc1ccccc1)N1CCC(O)(C(F)(F)F)CC1)C1(c2ccc(Cl)cc2)CCCC1,Activity,,,,CHEMBL4190642,Genotoxicity in Salmonella typhimurium by Ames test,T,BAO_0000218,organism-based format,CHEMBL4190175,Scientific Literature,Medchemcomm,2016.0,Non-Toxic,,,,,Salmonella typhimurium,True
CHEMBL4788708,CC(=O)NC[C@@H]1OC(=O)N2c3cc(F)c(N4CC[S+]([O-])CC4)cc3OC[C@@H]12,Activity,,,,CHEMBL4726744,Mutagenicity in Salmonella typhimurium TA98 up to 1000 ug measured after 48 to 72 hrs in presence of S9 fraction by Ames test,T,BAO_0000220,subcellular format,CHEMBL4725282,Scientific Literature,J Med Chem,2020.0,Non-Toxic,,,,,,
CHEMBL4788708,CC(=O)NC[C@@H]1OC(=O)N2c3cc(F)c(N4CC[S+]([O-])CC4)cc3OC[C@@H]12,Activity,,,,CHEMBL4726746,Genotoxicity in CHO-WBL cells assessed as chromosome aberration at 90 to 397.1 ug/ml incubated for 3 hrs followed by compound washout and measured after 17 hrs in presence of S9 fraction by Giemsa staining based,T,BAO_0000220,subcellular format,CHEMBL4725282,Scientific Literature,J Med Chem,2020.0,Non-Toxic,,,,,,
