Smiles_unify,Smiles,value,source,ph,property
O=c1ncn(Cc2c(F)cc(F)cc2F)c2ccc(Oc3ccccc3C(F)(F)F)cc12,O=c1ncn(Cc2c(F)cc(F)cc2F)c2ccc(Oc3ccccc3C(F)(F)F)cc12,4.2,CHEMBL2405551,7.4,logd
CC(=O)Nc1cc(Nc2cc(NC3COC3)n3ncc(C#N)c3n2)ccc1Cl,CC(=O)Nc1cc(Nc2cc(NC3COC3)n3ncc(C#N)c3n2)ccc1Cl,2.2,CHEMBL2411103,7.4,logd
CC(=O)Nc1cc(Nc2cc(Nc3cn(CCO)cn3)n3ncc(C#N)c3n2)ccc1C,CC(=O)Nc1cc(Nc2cc(Nc3cn(CCO)cn3)n3ncc(C#N)c3n2)ccc1C,1.6,CHEMBL2411103,7.4,logd
CC(=O)Nc1cc(Nc2cc(Nc3ccn(CCO)n3)n3ncc(C#N)c3n2)ccc1C,CC(=O)Nc1cc(Nc2cc(Nc3ccn(CCO)n3)n3ncc(C#N)c3n2)ccc1C,1.8,CHEMBL2411103,7.4,logd
CC(=O)Nc1cc(Nc2cc(Nc3ccn(C)n3)n3ncc(C#N)c3n2)ccc1C,CC(=O)Nc1cc(Nc2cc(Nc3ccn(C)n3)n3ncc(C#N)c3n2)ccc1C,2.1,CHEMBL2411103,7.4,logd
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ncc1C,CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ncc1C,2.1,CHEMBL2411103,7.4,logd
Cc1c(CC(=O)O)c(-c2ccccc2)nn1Cc1ccccc1S(=O)(=O)c1ccccc1,Cc1c(CC(=O)O)c(-c2ccccc2)nn1Cc1ccccc1S(=O)(=O)c1ccccc1,0.7,CHEMBL2390614,7.4,logd
CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H]2CCCN2C[C@H]1C(=O)N[C@@H]1CCOc2ccccc21)C1CCC(F)(F)CC1,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H]2CCCN2C[C@H]1C(=O)N[C@@H]1CCOc2ccccc21)C1CCC(F)(F)CC1.Cl.Cl,1.94,CHEMBL2318319,7.4,logd
CCC[C@@H](Oc1cc(C)c(-n2cc(C(F)(F)F)cn2)c(C)c1)c1ccc(C(=O)NCCC(=O)O)cc1,CCC[C@@H](Oc1cc(C)c(-n2cc(C(F)(F)F)cn2)c(C)c1)c1ccc(C(=O)NCCC(=O)O)cc1,2.7,CHEMBL2382752,7.4,logd
CCCC(Oc1ccc(-n2cc(OC)cn2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1,CCCC(Oc1ccc(-n2cc(OC)cn2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1,1.4,CHEMBL2382752,7.4,logd
CCC(Oc1ccc(-n2cc(C(F)(F)F)cn2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1,CCC(Oc1ccc(-n2cc(C(F)(F)F)cn2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1,1.9,CHEMBL2382752,7.4,logd
O=C(O)CCNC(=O)c1ccc(C(Oc2ccc(-n3cc(C(F)(F)F)cn3)cc2)C2CCC2)cc1,O=C(O)CCNC(=O)c1ccc(C(Oc2ccc(-n3cc(C(F)(F)F)cn3)cc2)C2CCC2)cc1,2.6,CHEMBL2382752,7.4,logd
CCCC(Oc1cnc(-n2cc(C(F)(F)F)cn2)nc1)c1ccc(C(=O)NCCC(=O)O)cc1,CCCC(Oc1cnc(-n2cc(C(F)(F)F)cn2)nc1)c1ccc(C(=O)NCCC(=O)O)cc1,1.5,CHEMBL2382752,7.4,logd
CCCC(Oc1ccc(-n2cc(C(F)(F)F)cn2)nc1)c1ccc(C(=O)NCCC(=O)O)cc1,CCCC(Oc1ccc(-n2cc(C(F)(F)F)cn2)nc1)c1ccc(C(=O)NCCC(=O)O)cc1,2.6,CHEMBL2382752,7.4,logd
CCCC(Oc1ccc(-n2cnc(C(F)(F)F)c2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1,CCCC(Oc1ccc(-n2cnc(C(F)(F)F)c2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1,1.6,CHEMBL2382752,7.4,logd
O=C(O)c1cc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)ccc1O,O=C(O)c1cc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)ccc1O,3.0,CHEMBL4382057,7.4,logd
CNS(=O)(=O)c1ccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2)cc1,CNS(=O)(=O)c1ccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2)cc1,0.7,CHEMBL3419534,7.4,logd
CNC(=S)N/N=C/c1ncccc1N,CNC(=S)N/N=C/c1ncccc1N,1.2,CHEMBL4426599,7.4,logd
Cc1cnc2c(C(=O)NCCO)cn(Cc3ncnc(N(C)C)c3C)c2c1,Cc1cnc2c(C(=O)NCCO)cn(Cc3ncnc(N(C)C)c3C)c2c1,1.8,CHEMBL3291857,7.4,logd
O=C(c1ccc(F)cc1)N1CCC(c2cc3ncccc3[nH]2)C1,O=C(c1ccc(F)cc1)N1CCC(c2cc3ncccc3[nH]2)C1,2.62,CHEMBL4343666,7.4,logd
O=C(Cc1ccccc1)N1CCN(c2nc3ccccc3s2)CC1,O=C(Cc1ccccc1)N1CCN(c2nc3ccccc3s2)CC1,3.65,CHEMBL4343666,7.4,logd
O=C(c1ccccc1)N1CCN(c2nc3ccccc3s2)CC1,O=C(c1ccccc1)N1CCN(c2nc3ccccc3s2)CC1,3.4,CHEMBL4343666,7.4,logd
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,-1.7,CHEMBL3134703,7.4,logd
CC(C)c1cc(C(=O)N2CC=C(c3cc4ncccc4[nH]3)CC2)on1,CC(C)c1cc(C(=O)N2CC=C(c3cc4ncccc4[nH]3)CC2)on1,3.23,CHEMBL4343666,7.4,logd
O=C(c1cc(C(F)(F)F)no1)N1CCC(c2cc3ncccc3[nH]2)C1,O=C(c1cc(C(F)(F)F)no1)N1CCC(c2cc3ncccc3[nH]2)C1,3.12,CHEMBL4343666,7.4,logd
Nc1cc(C2CCCN(C(=O)c3cc(C(F)(F)F)no3)C2)[nH]n1,Nc1cc(C2CCCN(C(=O)c3cc(C(F)(F)F)no3)C2)[nH]n1,1.77,CHEMBL4343666,7.4,logd
CO[C@@H]1/C=C/c2cc3cc(ccc3cn2)[C@@H](C)OC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]1C,CO[C@@H]1/C=C/c2cc3cc(ccc3cn2)[C@@H](C)OC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]1C,2.1,CHEMBL4157522,7.4,logd
CN(C)C(=S)N/N=C/c1ncccc1N,CN(C)C(=S)N/N=C/c1ncccc1N,1.3,CHEMBL4426599,7.4,logd
O=C(O)CCn1c(=O)oc2cc(Cl)c(Cl)cc21,O=C(O)CCn1c(=O)oc2cc(Cl)c(Cl)cc21,1.61,CHEMBL4051436,7.4,logd
C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](OC)C1,C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](OC)C1,2.5,CHEMBL3790963,7.4,logd
CC(C)CN(C(=O)N(CCCl)N=O)C1CCCCC1,CC(C)CN(C(=O)N(CCCl)N=O)C1CCCCC1,2.23,CHEMBL628291,7.4,logd
CCN(C(=O)NCCCl)C1CCCCC1,CCN(C(=O)NCCCl)C1CCCCC1,0.84,CHEMBL628291,7.4,logd
CC(C)CN(C(=O)NCCCl)C1CCCCC1,CC(C)CN(C(=O)NCCCl)C1CCCCC1,1.93,CHEMBL628291,7.4,logd
CC(C)=CCC12OC[C@@H]3C[C@@H](C=C4C(=O)c5c(O)cc6c(c5O[C@]431)C=CC(C)(C)O6)C2=O,CC(C)=CCC12OC[C@@H]3C[C@@H](C=C4C(=O)c5c(O)cc6c(c5O[C@]431)C=CC(C)(C)O6)C2=O,4.3,CHEMBL2342437,7.4,logd
CC(C)=CCC12OC[C@@H]3[C@@H](CN4CCNCC4)[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O,CC(C)=CCC12OC[C@@H]3[C@@H](CN4CCNCC4)[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O,0.44,CHEMBL2342437,7.4,logd
O=C(NCC1CCN(Cc2ccc(NS(=O)(=O)C3CCCCC3)cc2)CC1)c1cccc2c1OCCO2,O=C(NCC1CCN(Cc2ccc(NS(=O)(=O)C3CCCCC3)cc2)CC1)c1cccc2c1OCCO2,2.5,CHEMBL3367330,7.4,logd
O=C(NCC1CCN(Cc2ccc(NS(=O)(=O)Cc3ccccc3)cc2)CC1)c1c[nH]c2ccccc12,O=C(NCC1CCN(Cc2ccc(NS(=O)(=O)Cc3ccccc3)cc2)CC1)c1c[nH]c2ccccc12,1.2,CHEMBL3367330,7.4,logd
O=c1c2c([nH]c3c(C(F)(F)F)cccc13)CCCC2,O=c1c2c([nH]c3c(C(F)(F)F)cccc13)CCCC2,2.6,CHEMBL1804800,7.4,logd
CC(C)c1ccc2[nH]c3c(c(=O)c2c1)CCCC3,CC(C)c1ccc2[nH]c3c(c(=O)c2c1)CCCC3,2.2,CHEMBL1804800,7.4,logd
O=c1c2c([nH]c3c(Cl)cc(Cl)cc13)CCCC2,O=c1c2c([nH]c3c(Cl)cc(Cl)cc13)CCCC2,3.0,CHEMBL1804800,7.4,logd
CCN(CC)CCNc1cc(-c2ccccc2)c(C#N)c2nc3ccccc3n12,CCN(CC)CCNc1cc(-c2ccccc2)c(C#N)c2nc3ccccc3n12,1.89,CHEMBL1803241,7.4,logd
COc1cccc2c(=O)c3c([nH]c12)CC(C)(C)CC3,COc1cccc2c(=O)c3c([nH]c12)CC(C)(C)CC3,2.4,CHEMBL1804800,7.4,logd
CCN(CC)CCNC(=O)c1cc(I)ccc1OC,CCN(CC)CCNC(=O)c1cc(I)ccc1OC,1.26,CHEMBL638174,7.4,logd
Cc1cc([C@@H](C)Nc2ccccc2C(=O)NS(C)(=O)=O)c2nc(N3CCOCC3)cc(=O)n2c1,Cc1cc([C@@H](C)Nc2ccccc2C(=O)NS(C)(=O)=O)c2nc(N3CCOCC3)cc(=O)n2c1,0.9,CHEMBL3368178,7.4,logd
CC(Nc1ccccc1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,CC(Nc1ccccc1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,2.7,CHEMBL3368178,7.4,logd
CCN(CC)CCOc1ncc2c(n1)CCN(C(=O)c1cc(C(C)C)c(O)cc1O)C2,CCN(CC)CCOc1ncc2c(n1)CCN(C(=O)c1cc(C(C)C)c(O)cc1O)C2,1.17,CHEMBL4706997,7.4,logd
CC(C)c1cc(C(=O)N2CCc3nc(OCCN4CCOCC4)ncc3C2)c(O)cc1O,CC(C)c1cc(C(=O)N2CCc3nc(OCCN4CCOCC4)ncc3C2)c(O)cc1O,1.48,CHEMBL4706997,7.4,logd
COCCOc1nc2c(c(NC(C)C)n1)CN(C(=O)c1cc(C(C)C)c(O)cc1O)CC2,COCCOc1nc2c(c(NC(C)C)n1)CN(C(=O)c1cc(C(C)C)c(O)cc1O)CC2,2.98,CHEMBL4706997,7.4,logd
Cc1c(-c2ccc(N)cc2F)ccc2c3ocnc3c(=O)n(C3CC3)c12,Cc1c(-c2ccc(N)cc2F)ccc2c3ocnc3c(=O)n(C3CC3)c12,3.05,CHEMBL4700461,7.4,logd
Cc1c(-c2ccc3[nH]c(N)nc3c2)ccc2c3ocnc3c(=O)n(C3CC3)c12,Cc1c(-c2ccc3[nH]c(N)nc3c2)ccc2c3ocnc3c(=O)n(C3CC3)c12,2.52,CHEMBL4700461,7.4,logd
CC(C)(N)CNC(=O)CC1CCC2(CC1)COC1(OO2)C2CC3CC(C2)CC1C3,CC(C)(N)CNC(=O)CC1CCC2(CC1)COC1(OO2)C2CC3CC(C2)CC1C3,1.05,CHEMBL2329851,7.4,logd
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,3.31,CHEMBL895152,7.4,logd
O=c1c2c([nH]c3cc(F)ccc13)CCCC2,O=c1c2c([nH]c3cc(F)ccc13)CCCC2,1.7,CHEMBL1804800,7.4,logd
Nc1cc(C(F)F)c(-c2nc(N3C4CCC3COC4)nc(N3C4CCC3COC4)n2)cn1,Nc1cc(C(F)F)c(-c2nc(N3C4CCC3COC4)nc(N3C4CCC3COC4)n2)cn1,3.47,CHEMBL4276472,7.4,logd
COc1cc(Cl)c(C(=O)Nc2cc(C(N)=O)nn2-c2ccccc2)cc1-c1ccccn1,COc1cc(Cl)c(C(=O)Nc2cc(C(N)=O)nn2-c2ccccc2)cc1-c1ccccn1,2.4,CHEMBL4309210,7.4,logd
Cc1cc([C@](C)(O)C#Cc2cc3c(cc2F)C2CC(C2)n2cc(C(N)=O)nc2-3)no1,Cc1cc([C@](C)(O)C#Cc2cc3c(cc2F)C2CC(C2)n2cc(C(N)=O)nc2-3)no1,3.3,CHEMBL4307637,7.4,logd
Cc1ccnn1CCCOc1cc(N2CCOC(c3ccccc3)C2)ncn1,Cc1ccnn1CCCOc1cc(N2CCOC(c3ccccc3)C2)ncn1,3.8,CHEMBL5036134,7.4,logd
c1ccc([C@H]2CN(c3cc(O[C@H]4C[C@@H](n5cccn5)C4)ncn3)CCO2)cc1,c1ccc([C@H]2CN(c3cc(O[C@H]4C[C@@H](n5cccn5)C4)ncn3)CCO2)cc1,3.3,CHEMBL5036134,7.4,logd
c1ccc([C@H]2CN(c3cc(O[C@H]4C[C@@H](n5ccnn5)C4)ncn3)CCO2)cc1,c1ccc([C@H]2CN(c3cc(O[C@H]4C[C@@H](n5ccnn5)C4)ncn3)CCO2)cc1,2.9,CHEMBL5036134,7.4,logd
C[C@H]1[C@H](O)CN1c1nc(N2C[C@@H]3[C@@H](CC(=O)O)[C@@H]3C2)cc(C(F)(F)F)c1C#N,C[C@H]1[C@H](O)CN1c1nc(N2C[C@@H]3[C@@H](CC(=O)O)[C@@H]3C2)cc(C(F)(F)F)c1C#N,1.0,CHEMBL4676056,7.4,logd
CNc1nc(NCCCN(C)C)c2sc(-c3ccc(NS(C)(=O)=O)cc3)cc2n1,CNc1nc(NCCCN(C)C)c2sc(-c3ccc(NS(C)(=O)=O)cc3)cc2n1,2.1,CHEMBL3123459,7.4,logd
CNc1nc(NCCCN(C)C)c2sc(-c3cccc(C#N)c3)cc2n1,CNc1nc(NCCCN(C)C)c2sc(-c3cccc(C#N)c3)cc2n1,2.9,CHEMBL3123459,7.4,logd
O=C(c1ccc(Cl)cc1Cl)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,O=C(c1ccc(Cl)cc1Cl)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,2.5,CHEMBL3598615,7.4,logd
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2nc(-c3ncccc3F)ccc2N)C[C@@H](O)[C@]1(C)O,C[C@H]1C[C@@H](c2ccncc2NC(=O)c2nc(-c3ncccc3F)ccc2N)C[C@@H](O)[C@]1(C)O,2.3,CHEMBL4723887,7.4,logd
COc1cccc(CC(=O)N2Cc3ccc(S(=O)(=O)Nc4cnn(-c5ccc(F)cc5)n4)cc3C2)c1,COc1cccc(CC(=O)N2Cc3ccc(S(=O)(=O)Nc4cnn(-c5ccc(F)cc5)n4)cc3C2)c1,2.5,CHEMBL3616244,7.4,logd
COc1cccc(CC(=O)N2Cc3ccc(S(=O)(=O)Nc4cnn(C(C)C)n4)cc3C2)c1,COc1cccc(CC(=O)N2Cc3ccc(S(=O)(=O)Nc4cnn(C(C)C)n4)cc3C2)c1,1.4,CHEMBL3616244,7.4,logd
O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C(F)(F)F)n3c2CCCC3)c(F)c1,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C(F)(F)F)n3c2CCCC3)c(F)c1,1.3,CHEMBL3599865,7.4,logd
O=C(O)c1ccc(-c2nc(C(=O)c3ccccc3C(F)(F)F)n3c2CCCC3)c(F)c1,O=C(O)c1ccc(-c2nc(C(=O)c3ccccc3C(F)(F)F)n3c2CCCC3)c(F)c1,1.4,CHEMBL3599865,7.4,logd
O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3Cl)n3c2CCCC3)c(F)c1,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3Cl)n3c2CCCC3)c(F)c1,1.5,CHEMBL3599865,7.4,logd
O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C3CC3)n3c2CCCC3)c(F)c1,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C3CC3)n3c2CCCC3)c(F)c1,1.6,CHEMBL3599865,7.4,logd
N#Cc1cccc(C(F)(F)F)c1C(=O)c1nc(-c2ccc(C(=O)O)cc2F)c2n1CCCC2,N#Cc1cccc(C(F)(F)F)c1C(=O)c1nc(-c2ccc(C(=O)O)cc2F)c2n1CCCC2,0.7,CHEMBL3599865,7.4,logd
CN1CCN(c2cc(NCCC(C)(C)C)ncn2)CC1,CN1CCN(c2cc(NCCC(C)(C)C)ncn2)CC1,2.6,CHEMBL1918045,7.4,logd
NCc1csc(NC(=O)c2ccccn2)n1,NCc1csc(NC(=O)c2ccccn2)n1,0.7,CHEMBL1919567,7.4,logd
CNCC(=O)N[C@H](c1cccc(F)c1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2OC)CC1)C(C)C,CNCC(=O)N[C@H](c1cccc(F)c1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2OC)CC1)C(C)C,3.1,CHEMBL963795,7.4,logd
Cc1ccccc1C#Cc1ccc(CCC(=O)O)cc1,Cc1ccccc1C#Cc1ccc(CCC(=O)O)cc1,2.34,CHEMBL1833488,7.4,logd
O=C(O)CCc1ccc(C#Cc2cc(Cl)nc(Cl)c2)cc1,O=C(O)CCc1ccc(C#Cc2cc(Cl)nc(Cl)c2)cc1,1.97,CHEMBL1833488,7.4,logd
CCN(CCNC(=O)c1cnc2cc(I)ccc2n1)CCOCCOCCOCC[18F],CCN(CCNC(=O)c1cnc2cc(I)ccc2n1)CCOCCOCCOCC[18F],1.52,CHEMBL2444197,7.4,logd
CC(=O)N1c2ccccc2N(Cc2ccccc2CC(=O)O)CC1C1CC1,CC(=O)N1c2ccccc2N(Cc2ccccc2CC(=O)O)CC1C1CC1,2.4,CHEMBL4189287,7.4,logd
O=C(CN1CCCC1)Nc1ccc(OC2CCN(C3CCC3)CC2)cc1,Cl.Cl.O=C(CN1CCCC1)Nc1ccc(OC2CCN(C3CCC3)CC2)cc1,1.2,CHEMBL4370209,7.4,logd
COc1cc(/C=C/c2ccc(C(=O)Nc3cc(C(=O)Nc4nc(C(=O)NCCCN(C)C)c(CCC(C)C)s4)n(C)c3)cn2)ccc1F,COc1cc(/C=C/c2ccc(C(=O)Nc3cc(C(=O)Nc4nc(C(=O)NCCCN(C)C)c(CCC(C)C)s4)n(C)c3)cn2)ccc1F,3.98,CHEMBL4374543,7.4,logd
O=c1c2c3n(c(=O)cc2[nH]n1-c1ccccc1Cl)CCCN(Cc1ccccc1Cl)C3,Cl.O=c1c2c3n(c(=O)cc2[nH]n1-c1ccccc1Cl)CCCN(Cc1ccccc1Cl)C3,2.76,CHEMBL1932800,7.4,logd
CC(C)(C)c1cc(C(=O)Nc2ccccn2)n(Cc2ccccc2)n1,CC(C)(C)c1cc(C(=O)Nc2ccccn2)n(Cc2ccccc2)n1,4.5,CHEMBL1919567,7.4,logd
Cc1ccc(CNc2cnn(C)c(=O)c2Cl)cc1,Cc1ccc(CNc2cnn(C)c(=O)c2Cl)cc1,4.0,CHEMBL4615390,7.4,logd
C=C[C@H](C)c1c(NCc2ccccc2N2CCN(C)CC2)cnn(C)c1=O,C=C[C@H](C)c1c(NCc2ccccc2N2CCN(C)CC2)cnn(C)c1=O,3.1,CHEMBL4615390,7.4,logd
Cc1ccc(-n2nccn2)c(C(=O)N2CCCO[C@H]2Cn2ncn(-c3ccc(F)cn3)c2=O)c1,Cc1ccc(-n2nccn2)c(C(=O)N2CCCO[C@H]2Cn2ncn(-c3ccc(F)cn3)c2=O)c1,2.52,CHEMBL4624032,7.4,logd
CCCCCc1nc2cc(OC)ccc2n2cccc12,CCCCCc1nc2cc(OC)ccc2n2cccc12,4.38,CHEMBL919185,7.4,logd
CCn1c(C)cc(=O)c2ccc(Cl)cc21,CCn1c(C)cc(=O)c2ccc(Cl)cc21,1.8,CHEMBL948522,7.4,logd
c1ccc2nocc2c1,c1ccc2nocc2c1,1.49,CHEMBL948522,7.4,logd
c1ccc2[nH]ccc2c1,c1ccc2[nH]ccc2c1,2.24,CHEMBL948522,7.4,logd
[O-][S+](CC1CCCCC1)c1ccccc1,[O-][S+](CC1CCCCC1)c1ccccc1,2.81,CHEMBL948522,7.4,logd
O=c1ccc2ccccc2o1,O=c1ccc2ccccc2o1,1.44,CHEMBL948522,7.4,logd
Clc1ccc2c(c1-c1cn[nH]c1)CCC2c1ncc[nH]1,Clc1ccc2c(c1-c1cn[nH]c1)CCC2c1ncc[nH]1,2.6,CHEMBL947752,7.4,logd
Fc1ccn(Cc2cccc3c2CCC3c2ncc[nH]2)n1,Fc1ccn(Cc2cccc3c2CCC3c2ncc[nH]2)n1,2.4,CHEMBL947752,7.4,logd
CC(=O)Nc1c(F)cc(C(=O)N[C@H]2CC[C@H](O)CC2)cc1O[C@@H](C)c1ccccc1,CC(=O)Nc1c(F)cc(C(=O)N[C@H]2CC[C@H](O)CC2)cc1O[C@@H](C)c1ccccc1,2.8,CHEMBL4809909,7.4,logd
C[C@@H]1NC(c2cnccn2)=NC1(c1ccc(F)cc1)c1ccc(F)cc1,C[C@@H]1NC(c2cnccn2)=NC1(c1ccc(F)cc1)c1ccc(F)cc1.Cl,3.7,CHEMBL1021967,7.4,logd
C[C@@H]1NC(c2cccc(S(C)(=O)=O)c2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,C[C@@H]1NC(c2cccc(S(C)(=O)=O)c2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,2.9,CHEMBL1021967,7.4,logd
C[C@@H]1NC(c2cccc(C#N)n2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,C[C@@H]1NC(c2cccc(C#N)n2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1,3.3,CHEMBL1021967,7.4,logd
C[C@H]1[C@H](F)C[C@@H](C(=O)NCc2cc(-c3ccc(C(F)(F)F)nc3)ncn2)N1S(=O)(=O)c1ccc(F)cc1,C[C@H]1[C@H](F)C[C@@H](C(=O)NCc2cc(-c3ccc(C(F)(F)F)nc3)ncn2)N1S(=O)(=O)c1ccc(F)cc1,2.7,CHEMBL4828023,7.4,logd
Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(Cl)c6)C[C@@H]54)no3)c(=O)c21,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(Cl)c6)C[C@@H]54)no3)c(=O)c21,2.9,CHEMBL4828023,7.4,logd
Cc1cc(=O)n(CCCOc2ccccc2F)c(N2CCNCC2)n1,Cc1cc(=O)n(CCCOc2ccccc2F)c(N2CCNCC2)n1,0.45,CHEMBL1049774,7.4,logd
Cn1c(COc2ccc(Cl)cc2)nc(N2CCNCC2)cc1=O,Cn1c(COc2ccc(Cl)cc2)nc(N2CCNCC2)cc1=O,0.8,CHEMBL1049774,7.4,logd
CCN1Cc2cc(-c3nnn(-c4cccnc4F)c3C)ccc2C1=O,CCN1Cc2cc(-c3nnn(-c4cccnc4F)c3C)ccc2C1=O,1.8,CHEMBL1038285,7.4,logd
Cc1nc2ccnn2c(NCc2ccccn2)c1C,Cc1nc2ccnn2c(NCc2ccccn2)c1C,2.0,CHEMBL4828384,7.4,logd
O=c1[nH]n(Cc2ccccc2)c2c1CCNCC2,O=c1[nH]n(Cc2ccccc2)c2c1CCNCC2,-0.1,CHEMBL1041019,7.4,logd
CC(OC(=O)c1sc2c([N+](=O)[O-])c(O)c(O)cc2c1Cl)OC(=O)C(C)C,CC(OC(=O)c1sc2c([N+](=O)[O-])c(O)c(O)cc2c1Cl)OC(=O)C(C)C,3.02,CHEMBL1116970,7.4,logd
Cc1nc2c(-c3ccccc3)cnn2c(NCc2ccccn2)c1C,Cc1nc2c(-c3ccccc3)cnn2c(NCc2ccccn2)c1C,4.0,CHEMBL4828384,7.4,logd
CN(Cc1ccc2nccn2c1)c1nnc(-c2ccc(-c3ccccc3Cl)cc2)o1,CN(Cc1ccc2nccn2c1)c1nnc(-c2ccc(-c3ccccc3Cl)cc2)o1,4.7,CHEMBL4828163,7.4,logd
CCc1oc(CCc2cc(N3CCOCC3)cc(NC(C)C)n2)nc1C,CCc1oc(CCc2cc(N3CCOCC3)cc(NC(C)C)n2)nc1C,2.4,CHEMBL1055594,7.4,logd
CCOC(=O)CNc1cc(N2CCOCC2)cc(CCc2nc(C)c(CC)o2)n1,CCOC(=O)CNc1cc(N2CCOCC2)cc(CCc2nc(C)c(CC)o2)n1,2.8,CHEMBL1055594,7.4,logd
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,0.85,CHEMBL1112765,7.4,logd
CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H]2C[C@@H](O)CN2C[C@H]1C(=O)N[C@@H]1CCOc2ccccc21)C1CCC(F)(F)CC1,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H]2C[C@@H](O)CN2C[C@H]1C(=O)N[C@@H]1CCOc2ccccc21)C1CCC(F)(F)CC1.Cl.Cl,1.6,CHEMBL2318319,7.4,logd
Cn1ccc(Nc2ncnc3ccc(Oc4ccc(F)cc4F)cc23)n1,Cn1ccc(Nc2ncnc3ccc(Oc4ccc(F)cc4F)cc23)n1,3.6,CHEMBL1056165,7.4,logd
Cn1ccc(Nc2ncnc3ccc(Oc4c(Cl)cccc4S(C)(=O)=O)cc23)n1,Cn1ccc(Nc2ncnc3ccc(Oc4c(Cl)cccc4S(C)(=O)=O)cc23)n1,2.3,CHEMBL1056165,7.4,logd
CS(=O)(=O)c1cccc(F)c1Oc1ccc2ncnc(Nc3cccnn3)c2c1,CS(=O)(=O)c1cccc(F)c1Oc1ccc2ncnc(Nc3cccnn3)c2c1,2.0,CHEMBL1056165,7.4,logd
O=c1cc2c(nn1CCOc1ccccc1)CCNCC2,O=c1cc2c(nn1CCOc1ccccc1)CCNCC2,0.4,CHEMBL1041019,7.4,logd
O=c1cc2c(nn1Cc1ccc(Cl)cc1)CCNCC2,O=c1cc2c(nn1Cc1ccc(Cl)cc1)CCNCC2,1.1,CHEMBL1041019,7.4,logd
O=c1cc2c(nn1Cc1ccccc1OC(F)(F)F)CCNCC2,O=c1cc2c(nn1Cc1ccccc1OC(F)(F)F)CCNCC2,1.2,CHEMBL1041019,7.4,logd
