Smiles_unify,Smiles,value,source,property,cell_type,s9
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1,0,Benchmark,ames,,-1
CC1C=Cc2ccc3ccc4ccccc4c3c21,CC1C=Cc2ccc3ccc4ccccc4c3c21,0,Benchmark,ames,,-1
Cn1cccc1,Cn1cccc1,0,Benchmark,ames,,-1
Cc1cc(O)nc(S)n1,Cc1cc(O)nc(S)n1,0,Benchmark,ames,,-1
O=C1CCc2c3c(c4c(ccc5ccccc54)c21)CCC3,O=C1CCc2c3c(c4c(ccc5ccccc54)c21)CCC3,0,Benchmark,ames,,-1
CCC(C)c1cccc(C(C)CC(CC)c2ccc(C[N+](C)(C)C)cc2)c1,CCC(C)c1cccc(C(C)CC(CC)c2ccc(C[N+](C)(C)C)cc2)c1,0,Benchmark,ames,,-1
COC(O)=C1C(C)=NC(C)=C(C(=O)OC/C=C/c2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1,COC(O)=C1C(C)=NC(C)=C(C(=O)OC/C=C/c2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1,0,Benchmark,ames,,-1
O=C(n1ccnc1)n1ccnc1,O=C(n1ccnc1)n1ccnc1,0,Benchmark,ames,,-1
Nc1nc2cc(Cl)ccc2[nH]1,Nc1nc2cc(Cl)ccc2[nH]1,0,Benchmark,ames,,-1
CCC(=O)OCc1cccc([N+](=O)[O-])c1,CCC(=O)OCc1cccc([N+](=O)[O-])c1,0,Benchmark,ames,,-1
CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0,Benchmark,ames,,-1
CC(=O)Oc1ccc(CO)cc1,CC(=O)Oc1ccc(CO)cc1,0,Benchmark,ames,,-1
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)I,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)I,0,Benchmark,ames,,-1
CC(=O)c1ccccc1,CC(=O)c1ccccc1,0,Benchmark,ames,,-1
Oc1nsc2ccccc12,Oc1nsc2ccccc12,0,Benchmark,ames,,-1
O=c1ccc2ccc3occc3c2o1,O=c1ccc2ccc3occc3c2o1,0,Benchmark,ames,,-1
C#CCNC(=NCCSCc1nc[nH]c1C)NC#N,C#CCNC(=NCCSCc1nc[nH]c1C)NC#N,0,Benchmark,ames,,-1
CNC(=O)c1cccc(NCC(=O)NCCc2ccc(OC)c(OC)c2)c1,CNC(=O)c1cccc(NCC(=O)NCCc2ccc(OC)c(OC)c2)c1,0,Benchmark,ames,,-1
Cc1ccc2c(CO)c3ccc4ccccc4c3nc2c1,Cc1ccc2c(CO)c3ccc4ccccc4c3nc2c1,0,Benchmark,ames,,-1
OCC1CCCO1,OCC1CCCO1,0,Benchmark,ames,,-1
CC12CCNC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)/C=C/c3cccc(N(CCCl)CCCl)c3)CCC12,CC12CCNC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)/C=C/c3cccc(N(CCCl)CCCl)c3)CCC12,0,Benchmark,ames,,-1
CC(=O)c1ccc2c(c1)C(=O)C1(CC1)O2,CC(=O)c1ccc2c(c1)C(=O)C1(CC1)O2,0,Benchmark,ames,,-1
CC(C)Nc1nc(N)nc(Cl)n1,CC(C)Nc1nc(N)nc(Cl)n1,0,Benchmark,ames,,-1
OC1C=Cc2ncccc2C1O,OC1C=Cc2ncccc2C1O,0,Benchmark,ames,,-1
CC(=O)O[C@H]1[C@H](O)[C@@H]2O[C@H]3C=C(C)C(=O)[C@H](O)[C@@]3(CO)[C@@]1(C)[C@@]21CO1,CC(=O)O[C@H]1[C@H](O)[C@@H]2O[C@H]3C=C(C)C(=O)[C@H](O)[C@@]3(CO)[C@@]1(C)[C@@]21CO1,0,Benchmark,ames,,-1
CN(C)c1ccc(C2CC3(C)C(CCC3(O)/C=C/CO)C3CCC4=CC(=O)CCC4=C23)cc1,CN(C)c1ccc(C2CC3(C)C(CCC3(O)/C=C/CO)C3CCC4=CC(=O)CCC4=C23)cc1,0,Benchmark,ames,,-1
CC(C)CC(NC(=O)COc1ccc(Cl)cc1Cl)C(=O)O,CC(C)CC(NC(=O)COc1ccc(Cl)cc1Cl)C(=O)O,0,Benchmark,ames,,-1
CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,0,Benchmark,ames,,-1
N#CC(C#N)=C(C#N)C#N,N#CC(C#N)=C(C#N)C#N,0,Benchmark,ames,,-1
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,0,Benchmark,ames,,-1
CC(C)CC(NC(=O)COc1cc(Cl)c(Cl)cc1Cl)C(=O)O,CC(C)CC(NC(=O)COc1cc(Cl)c(Cl)cc1Cl)C(=O)O,0,Benchmark,ames,,-1
CN(C)CCO,CN(C)CCO,0,Benchmark,ames,,-1
O=P(OCCC(Br)CBr)(OCCC(Br)CBr)OCCC(Br)CBr,O=P(OCCC(Br)CBr)(OCCC(Br)CBr)OCCC(Br)CBr,0,Benchmark,ames,,-1
CCCCSCCC(N)C(=O)O,CCCCSCCC(N)C(=O)O,0,Benchmark,ames,,-1
CCC1(C(C)O)OC1(C(N)=O)C(=O)OC,CCC1(C(C)O)OC1(C(N)=O)C(=O)OC,0,Benchmark,ames,,-1
c1ccc(-c2nc3ccccc3o2)cc1,c1ccc(-c2nc3ccccc3o2)cc1,0,Benchmark,ames,,-1
CC/C=C\C#N,CC/C=C\C#N,0,Benchmark,ames,,-1
N=C(N)c1ccccc1,N=C(N)c1ccccc1,0,Benchmark,ames,,-1
c1ccc2cnccc2c1,c1ccc2cnccc2c1,0,Benchmark,ames,,-1
O=C1CC2SCC=CN12,O=C1CC2SCC=CN12,0,Benchmark,ames,,-1
N#CC1=C(C#N)SCCS1,N#CC1=C(C#N)SCCS1,0,Benchmark,ames,,-1
CCOC(=O)CC(C)C,CCOC(=O)CC(C)C,0,Benchmark,ames,,-1
O=C(c1ccccc1)[C@@H]1O[C@H]1c1ccc([N+](=O)[O-])cc1,O=C(c1ccccc1)[C@@H]1O[C@H]1c1ccc([N+](=O)[O-])cc1,0,Benchmark,ames,,-1
C1COCO1,C1COCO1,0,Benchmark,ames,,-1
CCc1cccc2c(CCO)c[nH]c12,CCc1cccc2c(CCO)c[nH]c12,0,Benchmark,ames,,-1
COc1cc(C(C)=O)cc(OC)c1O,COc1cc(C(C)=O)cc(OC)c1O,0,Benchmark,ames,,-1
CCCCO,CCCCO,0,Benchmark,ames,,-1
Nc1ccc(Cc2cc(O)c(N)c(Cl)c2)cc1Cl,Nc1ccc(Cc2cc(O)c(N)c(Cl)c2)cc1Cl,0,Benchmark,ames,,-1
C=CCCCCCCCCC,C=CCCCCCCCCC,0,Benchmark,ames,,-1
O=C(COc1cc(Cl)c(Cl)cc1Cl)NC(Cc1c[nH]c2ccccc12)C(=O)O,O=C(COc1cc(Cl)c(Cl)cc1Cl)NC(Cc1c[nH]c2ccccc12)C(=O)O,0,Benchmark,ames,,-1
CCCCCC(=O)OCC,CCCCCC(=O)OCC,0,Benchmark,ames,,-1
FC(Cl)C(F)(F)F,FC(Cl)C(F)(F)F,0,Benchmark,ames,,-1
CSCCC(N)C(=O)O,CSCCC(N)C(=O)O,0,Benchmark,ames,,-1
Cc1ccc(C(C)C)cc1O,Cc1ccc(C(C)C)cc1O,0,Benchmark,ames,,-1
CCOC(=O)C[C@H](S[P@@](=O)(OC)SC)C(=O)OCC,CCOC(=O)C[C@H](S[P@@](=O)(OC)SC)C(=O)OCC,0,Benchmark,ames,,-1
Cc1cccc(N=Nc2c(O)ccc3ccccc23)c1C,Cc1cccc(N=Nc2c(O)ccc3ccccc23)c1C,0,Benchmark,ames,,-1
CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CCC12C,CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CCC12C,0,Benchmark,ames,,-1
CC(C)(c1ccc(OCC(O)CO)cc1)c1ccc(OCC(O)CO)cc1,CC(C)(c1ccc(OCC(O)CO)cc1)c1ccc(OCC(O)CO)cc1,0,Benchmark,ames,,-1
Nc1nc(-c2cccnc2)cs1,Nc1nc(-c2cccnc2)cs1,0,Benchmark,ames,,-1
O=S(=O)(O)C1C(O)c2c(cc3ccc4cccc5ccc2c3c45)C(O)C1O,O=S(=O)(O)C1C(O)c2c(cc3ccc4cccc5ccc2c3c45)C(O)C1O,0,Benchmark,ames,,-1
Oc1nc2ccccc2o1,Oc1nc2ccccc2o1,0,Benchmark,ames,,-1
C=C(C)C(=O)OCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOC(=O)C(=C)C,0,Benchmark,ames,,-1
CN(C)C(=N)N(C)C,CN(C)C(=N)N(C)C,0,Benchmark,ames,,-1
N#CCCC(=O)/C=C/c1ccc(C(=O)O)cc1,N#CCCC(=O)/C=C/c1ccc(C(=O)O)cc1,0,Benchmark,ames,,-1
CC(C)(Br)C(=O)Nc1ccccc1,CC(C)(Br)C(=O)Nc1ccccc1,0,Benchmark,ames,,-1
C=CCOc1ccccc1OCC(O)CNC(C)C,C=CCOc1ccccc1OCC(O)CNC(C)C,0,Benchmark,ames,,-1
Cc1c(/C=N/OCc2ccc(Cl)cc2Cl)c2cc([N+](=O)[O-])ccc2n1Cc1ccc(Cl)cc1,Cc1c(/C=N/OCc2ccc(Cl)cc2Cl)c2cc([N+](=O)[O-])ccc2n1Cc1ccc(Cl)cc1,0,Benchmark,ames,,-1
O=NN(CC(=O)O)CC1(O)CCC(O)C(O)C1O,O=NN(CC(=O)O)CC1(O)CCC(O)C(O)C1O,0,Benchmark,ames,,-1
Clc1nncc2cnccc12,Clc1nncc2cnccc12,0,Benchmark,ames,,-1
CC(=O)c1cc2c(cc1C)C(C)(C)C(C)C2C(C)C,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)C2C(C)C,0,Benchmark,ames,,-1
COc1nncc2cnccc12,COc1nncc2cnccc12,0,Benchmark,ames,,-1
CC(=O)Nc1ccc(S(N)(=O)=O)cc1,CC(=O)Nc1ccc(S(N)(=O)=O)cc1,0,Benchmark,ames,,-1
CCN(CC)CC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1,CCN(CC)CC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1,0,Benchmark,ames,,-1
NC(CSC(F)(F)C(Cl)Cl)C(=O)O,NC(CSC(F)(F)C(Cl)Cl)C(=O)O,0,Benchmark,ames,,-1
[O-][n+]1c2ccc3ccccc3c2cc2c3ccccc3ccc21,[O-][n+]1c2ccc3ccccc3c2cc2c3ccccc3ccc21,0,Benchmark,ames,,-1
N=C(N)c1cc2ccc(Br)cc2[nH]1,N=C(N)c1cc2ccc(Br)cc2[nH]1,0,Benchmark,ames,,-1
C=C[C@@H](O)c1ccc2c(c1)OCO2,C=C[C@@H](O)c1ccc2c(c1)OCO2,0,Benchmark,ames,,-1
CCN(N)CC,CCN(N)CC,0,Benchmark,ames,,-1
CCCCCCCCCCCl,CCCCCCCCCCCl,0,Benchmark,ames,,-1
COP(=O)(SC)SC,COP(=O)(SC)SC,0,Benchmark,ames,,-1
CC(C)C(=O)Nc1snc2ccccc12,CC(C)C(=O)Nc1snc2ccccc12,0,Benchmark,ames,,-1
O=C1c2ccccc2-c2ccc3ccc4ccccc4c3c21,O=C1c2ccccc2-c2ccc3ccc4ccccc4c3c21,0,Benchmark,ames,,-1
Cc1cc(C)cc(N=Nc2c(O)ccc3ccccc23)c1,Cc1cc(C)cc(N=Nc2c(O)ccc3ccccc23)c1,0,Benchmark,ames,,-1
CSCCC(NC=O)C(=O)NC(Cc1ccccc1)C(=O)O,CSCCC(NC=O)C(=O)NC(Cc1ccccc1)C(=O)O,0,Benchmark,ames,,-1
COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],0,Benchmark,ames,,-1
CCc1ccccc1[N+](=O)[O-],CCc1ccccc1[N+](=O)[O-],0,Benchmark,ames,,-1
O=S(=O)(O)c1ccc2c(N=Nc3ccccc3)c(O)ccc2c1,O=S(=O)(O)c1ccc2c(N=Nc3ccccc3)c(O)ccc2c1,0,Benchmark,ames,,-1
O=c1[nH][nH]c(=O)c2ccccc12,O=c1[nH][nH]c(=O)c2ccccc12,0,Benchmark,ames,,-1
OCCN1CCNCC1,OCCN1CCNCC1,0,Benchmark,ames,,-1
Oc1ncc2ccc3cccc4ccc1c2c34,Oc1ncc2ccc3cccc4ccc1c2c34,0,Benchmark,ames,,-1
Cn1c(NS(=O)(=O)O)nc2c3nc(CO)cnc3ccc21,Cn1c(NS(=O)(=O)O)nc2c3nc(CO)cnc3ccc21,0,Benchmark,ames,,-1
CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,0,Benchmark,ames,,-1
CCCOC(=O)c1ccc(O)cc1,CCCOC(=O)c1ccc(O)cc1,0,Benchmark,ames,,-1
FCC(F)(F)F,FCC(F)(F)F,0,Benchmark,ames,,-1
COc1cc(O)c2c(c1)C1=CC(O)C(O)CC1(C)OC2=O,COc1cc(O)c2c(c1)C1=CC(O)C(O)CC1(C)OC2=O,0,Benchmark,ames,,-1
CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,0,Benchmark,ames,,-1
O=C(O)c1ccc(O[PH]2(OC3=CCC(C(=O)O)C=C3)N[PH](Oc3ccc(C(=O)O)cc3)(Oc3ccc(C(=O)O)cc3)N[PH](Oc3ccc(C(=O)O)cc3)(Oc3ccc(C(=O)O)cc3)N2)cc1,O=C(O)c1ccc(O[PH]2(OC3=CCC(C(=O)O)C=C3)N[PH](Oc3ccc(C(=O)O)cc3)(Oc3ccc(C(=O)O)cc3)N[PH](Oc3ccc(C(=O)O)cc3)(Oc3ccc(C(=O)O)cc3)N2)cc1,0,Benchmark,ames,,-1
O=S(=O)(O)c1cc(S(=O)(=O)O)c2cc(O)ccc2c1,O=S(=O)(O)c1cc(S(=O)(=O)O)c2cc(O)ccc2c1,0,Benchmark,ames,,-1
O=C1NC(=O)C(c2ccccc2)(c2ccc(O)cc2)N1,O=C1NC(=O)C(c2ccccc2)(c2ccc(O)cc2)N1,0,Benchmark,ames,,-1
C=CC(=O)OCCCCCOC(=O)C=C,C=CC(=O)OCCCCCOC(=O)C=C,0,Benchmark,ames,,-1
O=C1c2ccccc2CN2C(=O)c3ccccc3CN12,O=C1c2ccccc2CN2C(=O)c3ccccc3CN12,0,Benchmark,ames,,-1
CCCCCC(=O)O,CCCCCC(=O)O,0,Benchmark,ames,,-1
Cc1ccc2c(c1)C(=O)c1ccccc1C2=O,Cc1ccc2c(c1)C(=O)c1ccccc1C2=O,0,Benchmark,ames,,-1
CN(C)CCNS(=O)(=O)c1cccc2cccnc12,CN(C)CCNS(=O)(=O)c1cccc2cccnc12,0,Benchmark,ames,,-1
Cc1ccc(C(C)(C)C)c(O)c1C(O)c1ncc([N+](=O)[O-])n1C,Cc1ccc(C(C)(C)C)c(O)c1C(O)c1ncc([N+](=O)[O-])n1C,0,Benchmark,ames,,-1
Cc1oc(=O)oc1COC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C,Cc1oc(=O)oc1COC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C,0,Benchmark,ames,,-1
O=C(O)Cc1cccc([N+](=O)[O-])c1,O=C(O)Cc1cccc([N+](=O)[O-])c1,0,Benchmark,ames,,-1
Cc1cc(S(=O)(=O)O)ccc1N,Cc1cc(S(=O)(=O)O)ccc1N,0,Benchmark,ames,,-1
O=C1c2ccccc2C(=O)c2c1cc(O)c(C(=O)O)c2O,O=C1c2ccccc2C(=O)c2c1cc(O)c(C(=O)O)c2O,0,Benchmark,ames,,-1
CC1(C)SSCC(C(=O)O)NC1=O,CC1(C)SSCC(C(=O)O)NC1=O,0,Benchmark,ames,,-1
CC/C=C/CC/C=C/C=O,CC/C=C/CC/C=C/C=O,0,Benchmark,ames,,-1
CCN=[N+](C)[O-],CCN=[N+](C)[O-],0,Benchmark,ames,,-1
CCNC(=O)CCC(N)C(=O)O,CCNC(=O)CCC(N)C(=O)O,0,Benchmark,ames,,-1
C1COCCOCCOCCOCCOCCO1,C1COCCOCCOCCOCCOCCO1,0,Benchmark,ames,,-1
COc1nncc2cccnc12,COc1nncc2cccnc12,0,Benchmark,ames,,-1
O=S(=O)(O)c1ccc(N=NNc2ccc(S(=O)(=O)O)cc2)cc1,O=S(=O)(O)c1ccc(N=NNc2ccc(S(=O)(=O)O)cc2)cc1,0,Benchmark,ames,,-1
O=[N+]([O-])c1cc(-c2ccccc2)ccc1O,O=[N+]([O-])c1cc(-c2ccccc2)ccc1O,0,Benchmark,ames,,-1
CC1=CC(=O)C(C)=CC1=O,CC1=CC(=O)C(C)=CC1=O,0,Benchmark,ames,,-1
CN1CC=C(c2ccccc2)CC1,CN1CC=C(c2ccccc2)CC1,0,Benchmark,ames,,-1
COc1ccc2c3c([nH]c2c1)C(C)=NCC3,COc1ccc2c3c([nH]c2c1)C(C)=NCC3,0,Benchmark,ames,,-1
Oc1ncnc2ccccc12,Oc1ncnc2ccccc12,0,Benchmark,ames,,-1
Sc1nc2ccccc2s1,Sc1nc2ccccc2s1,0,Benchmark,ames,,-1
CC(O)C1C(=O)N2C(C(=O)O)=C(C3CCCO3)SC12,CC(O)C1C(=O)N2C(C(=O)O)=C(C3CCCO3)SC12,0,Benchmark,ames,,-1
CCCCCOc1cccc(NC(=O)OC2CCCCC2N2CCCC2)c1,CCCCCOc1cccc(NC(=O)OC2CCCCC2N2CCCC2)c1,0,Benchmark,ames,,-1
C=CCOC(=O)CCCCC,C=CCOC(=O)CCCCC,0,Benchmark,ames,,-1
Cc1cc2ccccc2cc1[N+](=O)[O-],Cc1cc2ccccc2cc1[N+](=O)[O-],0,Benchmark,ames,,-1
CC(C)CCCC(C)C1CCC2C3CC=C4CCCCC4(C)C3CCC12C,CC(C)CCCC(C)C1CCC2C3CC=C4CCCCC4(C)C3CCC12C,0,Benchmark,ames,,-1
CC(=O)Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,CC(=O)Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0,Benchmark,ames,,-1
CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3ccn4ncccc43)CSC12)c1nsc(N)n1,CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3ccn4ncccc43)CSC12)c1nsc(N)n1,0,Benchmark,ames,,-1
CC(C)N1C(=O)c2ccccc2NS1(=O)=O,CC(C)N1C(=O)c2ccccc2NS1(=O)=O,0,Benchmark,ames,,-1
O=[N+]([O-])C(Br)(CO)CO,O=[N+]([O-])C(Br)(CO)CO,0,Benchmark,ames,,-1
Cc1c(N=O)cccc1[N+](=O)[O-],Cc1c(N=O)cccc1[N+](=O)[O-],0,Benchmark,ames,,-1
Nc1nnc(S)s1,Nc1nnc(S)s1,0,Benchmark,ames,,-1
O=C(O)CCc1ccccc1,O=C(O)CCc1ccccc1,0,Benchmark,ames,,-1
CCN=[N+]([O-])CC,CCN=[N+]([O-])CC,0,Benchmark,ames,,-1
CCCC(=O)Nc1snc2ccc(Cl)cc12,CCCC(=O)Nc1snc2ccc(Cl)cc12,0,Benchmark,ames,,-1
CCOCOCC,CCOCOCC,0,Benchmark,ames,,-1
CC(C)(C)N(CCO)CCO,CC(C)(C)N(CCO)CCO,0,Benchmark,ames,,-1
CSCCC(NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,CSCCC(NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,0,Benchmark,ames,,-1
CCC1(CC(=O)O)OCCc2c1[nH]c1c(C(C)O)cccc21,CCC1(CC(=O)O)OCCc2c1[nH]c1c(C(C)O)cccc21,0,Benchmark,ames,,-1
O=C(CBr)c1ccccc1,O=C(CBr)c1ccccc1,0,Benchmark,ames,,-1
COc1cc(/C=C/C(=O)O)ccc1O,COc1cc(/C=C/C(=O)O)ccc1O,0,Benchmark,ames,,-1
C=C1C(=O)OC2C1CCC(C)C1C=CC(=O)C12C,C=C1C(=O)OC2C1CCC(C)C1C=CC(=O)C12C,0,Benchmark,ames,,-1
COc1cc2c(c(OC)c1CO)C(=O)c1ccccc1C2=O,COc1cc2c(c(OC)c1CO)C(=O)c1ccccc1C2=O,0,Benchmark,ames,,-1
O=C(O)CC(NC(=O)COc1cc(Cl)c(Cl)cc1Cl)C(=O)O,O=C(O)CC(NC(=O)COc1cc(Cl)c(Cl)cc1Cl)C(=O)O,0,Benchmark,ames,,-1
N#Cc1c(Cl)cccc1Cl,N#Cc1c(Cl)cccc1Cl,0,Benchmark,ames,,-1
CC(C)OC(=O)CC(=O)OC(C)C,CC(C)OC(=O)CC(=O)OC(C)C,0,Benchmark,ames,,-1
O=C(C(=O)c1ccccc1)c1ccccc1,O=C(C(=O)c1ccccc1)c1ccccc1,0,Benchmark,ames,,-1
C=COC(=O)C=C,C=COC(=O)C=C,0,Benchmark,ames,,-1
O=S(=O)(O)c1ccc(N=Nc2c(O)ccc3ccccc23)cc1,O=S(=O)(O)c1ccc(N=Nc2c(O)ccc3ccccc23)cc1,0,Benchmark,ames,,-1
OC1c2ccc3nc4c(ccc5ccccc54)cc3c2C2OC2C1O,OC1c2ccc3nc4c(ccc5ccccc54)cc3c2C2OC2C1O,0,Benchmark,ames,,-1
Cc1cc(N(CCO)CCO)ccc1N=Nc1ccc(N)cc1,Cc1cc(N(CCO)CCO)ccc1N=Nc1ccc(N)cc1,0,Benchmark,ames,,-1
OCc1ccc2c3c(cccc13)-c1ccccc1-2,OCc1ccc2c3c(cccc13)-c1ccccc1-2,0,Benchmark,ames,,-1
CN1C(=O)CCC1c1ccc[n+]([O-])c1,CN1C(=O)CCC1c1ccc[n+]([O-])c1,0,Benchmark,ames,,-1
O=C(c1ccccc1)n1ncc(Cl)c(Cl)c1=O,O=C(c1ccccc1)n1ncc(Cl)c(Cl)c1=O,0,Benchmark,ames,,-1
ClCCC(Br)CBr,ClCCC(Br)CBr,0,Benchmark,ames,,-1
C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)C3,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)C3,0,Benchmark,ames,,-1
CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,0,Benchmark,ames,,-1
CCCCCCCC/C=C/CCCCCCCC(=O)OCCOCC1(OCCOC)OCC(OCCOC)C1OCCOC,CCCCCCCC/C=C/CCCCCCCC(=O)OCCOCC1(OCCOC)OCC(OCCOC)C1OCCOC,0,Benchmark,ames,,-1
O=C(Nc1ccccc1)Nc1ccccc1,O=C(Nc1ccccc1)Nc1ccccc1,0,Benchmark,ames,,-1
CN1CCN(c2ccc3[nH]c(-c4ccc5[nH]c(-c6ccc(N(CCCl)CCCl)cc6)nc5c4)nc3c2)CC1,CN1CCN(c2ccc3[nH]c(-c4ccc5[nH]c(-c6ccc(N(CCCl)CCCl)cc6)nc5c4)nc3c2)CC1,0,Benchmark,ames,,-1
CC(NC(=O)COc1ccc(Cl)cc1Cl)C(=O)O,CC(NC(=O)COc1ccc(Cl)cc1Cl)C(=O)O,0,Benchmark,ames,,-1
OCC(CO)(CO)CO,OCC(CO)(CO)CO,0,Benchmark,ames,,-1
COc1c2ccoc2nc2c(OC)c(OCC3OC3(C)C)ccc12,COc1c2ccoc2nc2c(OC)c(OCC3OC3(C)C)ccc12,0,Benchmark,ames,,-1
C=C1C(=O)OC2CC3(C)C(CCC(C)=O)C3CC12,C=C1C(=O)OC2CC3(C)C(CCC(C)=O)C3CC12,0,Benchmark,ames,,-1
CC(=O)OC1(C(C)=O)CCC2C3C4CC4(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,CC(=O)OC1(C(C)=O)CCC2C3C4CC4(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,0,Benchmark,ames,,-1
Cc1ccc2nc3c(cc2c1)-c1cccc2cccc-3c12,Cc1ccc2nc3c(cc2c1)-c1cccc2cccc-3c12,0,Benchmark,ames,,-1
O=c1oc2cc(-n3nc4ccc5ccccc5c4n3)ccc2cc1-c1ccccc1,O=c1oc2cc(-n3nc4ccc5ccccc5c4n3)ccc2cc1-c1ccccc1,0,Benchmark,ames,,-1
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,0,Benchmark,ames,,-1
C[N+]1(C)CCOCC1,C[N+]1(C)CCOCC1,0,Benchmark,ames,,-1
C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,0,Benchmark,ames,,-1
O=C(CBr)Nc1ccccc1,O=C(CBr)Nc1ccccc1,0,Benchmark,ames,,-1
C=C(C)C(=O)OCC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COC(=O)C(=C)C)cc2)cc1,C=C(C)C(=O)OCC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COC(=O)C(=C)C)cc2)cc1,0,Benchmark,ames,,-1
CCOCC=O,CCOCC=O,0,Benchmark,ames,,-1
O=C(O)c1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,O=C(O)c1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,0,Benchmark,ames,,-1
CC(=O)c1cc(C(C)(C)C)cc2c1CCC2(C)C,CC(=O)c1cc(C(C)(C)C)cc2c1CCC2(C)C,0,Benchmark,ames,,-1
O=C(O)c1cc(Br)cc2cccnc12,O=C(O)c1cc(Br)cc2cccnc12,0,Benchmark,ames,,-1
CNC(=O)c1c(N(C)N=O)ncn1C,CNC(=O)c1c(N(C)N=O)ncn1C,0,Benchmark,ames,,-1
CC(CC=O)c1ccc(C(C)(C)C)cc1,CC(CC=O)c1ccc(C(C)(C)C)cc1,0,Benchmark,ames,,-1
Nc1nc(-c2ccccc2)c(CCO)c2ncnn12,Nc1nc(-c2ccccc2)c(CCO)c2ncnn12,0,Benchmark,ames,,-1
