Smiles_unify,Smiles,value_nM,value_nM_log,ref,source,Temperature,pH,property
CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1.CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1.O=S(=O)(O)O,0.0014023056052945447,-2.8532,,Cuietal,25,,solubility
C=C1CCCC(C)(C)[C@@H]1CC/C(C)=C/CCC1[C@@]2(C)CCCC(C)(C)C2CC[C@@]1(C)O,C=C1CCCC(C)(C)[C@@H]1CC/C(C)=C/CCC1[C@@]2(C)CCCC(C)(C)C2CC[C@@]1(C)O,0.0016093482051737235,-2.7933,,Cuietal,25,,solubility
Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,0.002398832919019495,-2.62,,Cuietal,25,,solubility
CCCCCCCOc1ccc(C(=N)[NH+](CCCCCC)CCCCCC)c2ccccc12,CCCCCCCOc1ccc(C(=N)[NH+](CCCCCC)CCCCCC)c2ccccc12.[Cl-],0.0029232294815070433,-2.5341,,Cuietal,25,,solubility
O=C1c2ccccc2-c2cccc3c(-c4ccc5c6c(cccc46)-c4ccccc4C5=O)ccc1c23,O=C1c2ccccc2-c2cccc3c(-c4ccc5c6c(cccc46)-c4ccccc4C5=O)ccc1c23,0.0029442811600799428,-2.531,,Cuietal,25,,solubility
O=C1c2ccccc2-c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)C(=O)c1ccccc1-5,O=C1c2ccccc2-c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)C(=O)c1ccccc1-5,0.003066812678476918,-2.5133,,Cuietal,25,,solubility
CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC(=O)OC/C=C(\C)CCC=C(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC(=O)OC/C=C(\C)CCC=C(C)C,0.0033445901006420964,-2.4757,,Cuietal,25,,solubility
CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0.004353352757535307,-2.3612,,Cuietal,25,,solubility
CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0.004376641055712619,-2.3589,,Cuietal,25,,solubility
Clc1ccc2c(c1)/C(=C/CCN1CCCCC1)c1ccccc1S2,Br.Clc1ccc2c(c1)/C(=C/CCN1CCCCC1)c1ccccc1S2,0.004761512294049963,-2.3223,,Cuietal,25,,solubility
CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,0.004786676529048015,-2.32,,Cuietal,25,,solubility
CCCCCCCCCCCCCCCCCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,CCCCCCCCCCCCCCCCCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,0.005139121198584757,-2.2891,,Cuietal,25,,solubility
O=C(CCOCCOCCOCCOCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,O=C(CCOCCOCCOCCOCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,0.006180484050321227,-2.209,,Cuietal,25,,solubility
CC(C)=CCN(CC=C(C)C)CCC(CCN(CC=C(C)C)CC=C(C)C)(C(N)=O)c1cccc2ccccc12,CC(C)=CCN(CC=C(C)C)CCC(CCN(CC=C(C)C)CC=C(C)C)(C(N)=O)c1cccc2ccccc12,0.009377757541012118,-2.0279,,Cuietal,25,,solubility
CC(C)=CCN(CC=C(C)C)CCC(C#N)(CCN(CC=C(C)C)CC=C(C)C)c1cccc2ccccc12,CC(C)=CCN(CC=C(C)C)CCC(C#N)(CCN(CC=C(C)C)CC=C(C)C)c1cccc2ccccc12,0.009508866934583792,-2.0219,,Cuietal,25,,solubility
CCCCCCOc1ccc(C(=N)[NH+](CCCCCC)CCCCCC)c2ccccc12,CCCCCCOc1ccc(C(=N)[NH+](CCCCCC)CCCCCC)c2ccccc12.[Cl-],0.009659944917316567,-2.015,,Cuietal,25,,solubility
CCCCCCCCCCOc1ccc(C(=N)[NH+](CCCC)CCCC)c2ccccc12,CCCCCCCCCCOc1ccc(C(=N)[NH+](CCCC)CCCC)c2ccccc12.[Cl-],0.009659944917316567,-2.015,,Cuietal,25,,solubility
CC[C@@H]1/C=C/C=C/C[C@H](C)[C@@H](O)[C@](C)(O)C(=O)[C@H](C)[C@@H](O)[C@H](C)C(=O)[C@H](C)[C@@H](O)[C@H](C)/C=C/C(=O)O[C@H]2[C@@H](C)[C@@H](CC1)O[C@@]1(CC[C@@H](C)[C@@H](C[C@H](C)O)O1)[C@H]2C,CC[C@@H]1/C=C/C=C/C[C@H](C)[C@@H](O)[C@](C)(O)C(=O)[C@H](C)[C@@H](O)[C@H](C)C(=O)[C@H](C)[C@@H](O)[C@H](C)/C=C/C(=O)O[C@H]2[C@@H](C)[C@@H](CC1)O[C@@]1(CC[C@@H](C)[C@@H](C[C@H](C)O)O1)[C@H]2C,0.01198367797044235,-1.9214,,Cuietal,25,,solubility
O=C(COCCOCCOCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,O=C(COCCOCCOCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,0.01225512372075015,-1.9117,,Cuietal,25,,solubility
C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.014294786719521644,-1.8448,,Cuietal,25,,solubility
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,0.025354424658252595,-1.5959,,Cuietal,25,,solubility
CCCCCCCCCOc1ccc(C(=N)[NH+](CCCC)CCCC)c2ccccc12,CCCCCCCCCOc1ccc(C(=N)[NH+](CCCC)CCCC)c2ccccc12.[Cl-],0.032095000737514756,-1.4936,,Cuietal,25,,solubility
CCCCCCC[NH+](CCCCCCC)C(=N)c1ccc(OCCC)c2ccccc12,CCCCCCC[NH+](CCCCCCC)C(=N)c1ccc(OCCC)c2ccccc12.[Cl-],0.032095000737514756,-1.4936,,Cuietal,25,,solubility
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl,0.03890451449942804,-1.41,,Cuietal,25,,solubility
Brc1ccc(OCCCCCCNCCSSCCNCCCCCCOc2ccc(Br)cn2)nc1,Brc1ccc(OCCCCCCNCCSSCCNCCCCCCOc2ccc(Br)cn2)nc1.Cl.Cl,0.041492875219378944,-1.382,,Cuietal,25,,solubility
Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,0.04494212465549291,-1.3473,,Cuietal,25,,solubility
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,0.04692409982233609,-1.3286,,Cuietal,25,,solubility
Clc1cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,Clc1cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,0.054954087385762476,-1.26,,Cuietal,25,,solubility
CCC(c1ccc(OCCN(CC)CC)cc1)C(CC)c1ccc(OCCN(CC)CC)cc1,CCC(c1ccc(OCCN(CC)CC)cc1)C(CC)c1ccc(OCCN(CC)CC)cc1,0.0561095376403984,-1.251,,Cuietal,25,,solubility
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0.08901924775176528,-1.0505,,Cuietal,25,,solubility
CC(C)=CCc1c2c(c(O)c3c1O[C@]14C(=C[C@@H]5C[C@H]1C(C)(C)O[C@@]4(C/C=C(/C)C=O)C5=O)C3=O)C=CC(C)(C)O2,CC(C)=CCc1c2c(c(O)c3c1O[C@]14C(=C[C@@H]5C[C@H]1C(C)(C)O[C@@]4(C/C=C(/C)C=O)C5=O)C3=O)C=CC(C)(C)O2,0.08904899655559283,-1.0504,,Cuietal,25,,solubility
CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,0.09773492184264629,-1.01,,Cuietal,25,,solubility
CC(C)=CCC/C(C)=C\CNCC1CCC(CNC/C=C(/C)CCC=C(C)C)CC1,CC(C)=CCC/C(C)=C\CNCC1CCC(CNC/C=C(/C)CCC=C(C)C)CC1.Cl.Cl,0.0998691652801287,-1.0006,,Cuietal,25,,solubility
CCCCCCOc1ccc(C(=N)[NH+](CCCCC)CCCCC)c2ccccc12,CCCCCCOc1ccc(C(=N)[NH+](CCCCC)CCCCC)c2ccccc12.[Cl-],0.10601560253898547,-0.9746,,Cuietal,25,,solubility
CCCCCC[NH+](CCCCCC)C(=N)c1ccc(OCCCC)c2ccccc12,CCCCCC[NH+](CCCCCC)C(=N)c1ccc(OCCCC)c2ccccc12.[Cl-],0.10601560253898547,-0.9746,,Cuietal,25,,solubility
CCCCCCCCOc1ccc(C(=N)[NH+](CCCC)CCCC)c2ccccc12,CCCCCCCCOc1ccc(C(=N)[NH+](CCCC)CCCC)c2ccccc12.[Cl-],0.10601560253898547,-0.9746,,Cuietal,25,,solubility
CCCCCCC[NH+](CCCCCCC)C(=N)c1ccc(OCC)c2ccccc12,CCCCCCC[NH+](CCCCCCC)C(=N)c1ccc(OCC)c2ccccc12.[Cl-],0.10601560253898547,-0.9746,,Cuietal,25,,solubility
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.1186746104994772,-0.9256,,Cuietal,25,,solubility
Clc1cnc(OCCCCCNCCSSCCNCCCCCOc2ncc(Cl)cc2Cl)c(Cl)c1,Cl.Cl.Clc1cnc(OCCCCCNCCSSCCNCCCCCOc2ncc(Cl)cc2Cl)c(Cl)c1,0.13228932880940317,-0.8785,,Cuietal,25,,solubility
CC(C)c1cc(Cc2cc(C(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,CC(C)c1cc(Cc2cc(C(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,0.13539579012599975,-0.8684,,Cuietal,25,,solubility
COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,0.136649309339806,-0.8644,,Cuietal,25,,solubility
CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0.1606339434080605,-0.7942,,Cuietal,25,,solubility
O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)C2.O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,0.16169543126238936,-0.7913,,Cuietal,25,,solubility
c1ccc2c(c1)CCNC2CC12CCC(CC3NCCc4ccccc43)(CC1)CC2,c1ccc2c(c1)CCNC2CC12CCC(CC3NCCc4ccccc43)(CC1)CC2,0.18297097402483395,-0.7376,,Cuietal,25,,solubility
Cc1ccccc1/N=N/c1ccc(N/N=C2\C(=O)C=Cc3ccccc32)c(C)c1,Cc1ccccc1/N=N/c1ccc(N/N=C2\C(=O)C=Cc3ccccc32)c(C)c1,0.18478069914776887,-0.7333,,Cuietal,25,,solubility
CC1(C)C2CC[C@]3(C)[C@H](C(=O)C=C4[C@H]5C[C@](C)(C(=O)O)CC[C@]5(C)CC[C@]43C)[C@@]2(C)CC[C@@H]1OC(=O)CCC(=O)O,CC1(C)C2CC[C@]3(C)[C@H](C(=O)C=C4[C@H]5C[C@](C)(C(=O)O)CC[C@]5(C)CC[C@]43C)[C@@]2(C)CC[C@@H]1OC(=O)CCC(=O)O,0.20428650197045847,-0.6898,,Cuietal,25,,solubility
OC(Cc1ccccc1)(Cc1ccccc1)c1cccc(C(O)(Cc2ccccc2)Cc2ccccc2)n1,OC(Cc1ccccc1)(Cc1ccccc1)c1cccc(C(O)(Cc2ccccc2)Cc2ccccc2)n1,0.23416204486380637,-0.6305,,Cuietal,25,,solubility
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl,0.26401555138635885,-0.5784,,Cuietal,25,,solubility
O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1,O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1,0.3102301172593993,-0.5083,,Cuietal,25,,solubility
CCOc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCCCC2)cc1OCC,CCOc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCCCC2)cc1OCC.[Br-],0.3174052983318111,-0.4984,,Cuietal,25,,solubility
CCCCCC(C)C(C)c1cc(O)c2c(c1)OC(C)(C)C1=C2CC(C)CC1,CCCCCC(C)C(C)c1cc(O)c2c(c1)OC(C)(C)C1=C2CC(C)CC1,0.33731181386488845,-0.472,,Cuietal,25,,solubility
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,0.3402170582108502,-0.4682,,Cuietal,25,,solubility
CCCCCCC[NH+](CCCCCCC)C(=N)c1ccc(OC)c2ccccc12,CCCCCCC[NH+](CCCCCCC)C(=N)c1ccc(OC)c2ccccc12.[Cl-],0.35097684686251174,-0.4547,,Cuietal,25,,solubility
CCCCCOc1ccc(C(=N)[NH+](CCCCC)CCCCC)c2ccccc12,CCCCCOc1ccc(C(=N)[NH+](CCCCC)CCCCC)c2ccccc12.[Cl-],0.35097684686251174,-0.4547,,Cuietal,25,,solubility
CCCCCCCCCOc1ccc(C(=N)[NH+](CCC)CCC)c2ccccc12,CCCCCCCCCOc1ccc(C(=N)[NH+](CCC)CCC)c2ccccc12.[Cl-],0.35097684686251174,-0.4547,,Cuietal,25,,solubility
CCCCCCCOc1ccc(C(=N)[NH+](CCCC)CCCC)c2ccccc12,CCCCCCCOc1ccc(C(=N)[NH+](CCCC)CCCC)c2ccccc12.[Cl-],0.35097684686251174,-0.4547,,Cuietal,25,,solubility
CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCC,0.3577800521235332,-0.4464,,Cuietal,25,,solubility
CCC(C)CCC(C)C[NH2+]C(C)CCCCC(C)[NH2+]CC(C)CCC(C)CC,CCC(C)CCC(C)C[NH2+]C(C)CCCCC(C)[NH2+]CC(C)CCC(C)CC.[Cl-].[Cl-],0.3789943451052692,-0.4214,,Cuietal,25,,solubility
c1ccc(C(c2ccccc2)N2CCN(CC3COC4(O3)c3ccccc3CCc3ccccc34)CC2)cc1,O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O.c1ccc(C(c2ccccc2)N2CCN(CC3COC4(O3)c3ccccc3CCc3ccccc34)CC2)cc1,0.3912775919216464,-0.4075,,Cuietal,25,,solubility
CNc1ccc2oc(C[C@H]3O[C@@]4(CC[C@H]3C)O[C@H]([C@H](C)C(=O)c3ccc[nH]3)[C@H](C)C[C@H]4C)nc2c1C(=O)O,CNc1ccc2oc(C[C@H]3O[C@@]4(CC[C@H]3C)O[C@H]([C@H](C)C(=O)c3ccc[nH]3)[C@H](C)C[C@H]4C)nc2c1C(=O)O,0.39321658398536435,-0.4054,,Cuietal,25,,solubility
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,0.4377673021638466,-0.3588,,Cuietal,25,,solubility
Brc1cccnc1OCCCCCNCCSSCCNCCCCCOc1ncccc1Br,Brc1cccnc1OCCCCCNCCSSCCNCCCCCOc1ncccc1Br.Cl.Cl,0.4553002303177008,-0.3417,,Cuietal,25,,solubility
Brc1ccc(OCCCCCNCCSSCCNCCCCCOc2ccc(Br)cn2)nc1,Brc1ccc(OCCCCCNCCSSCCNCCCCCOc2ccc(Br)cn2)nc1.Cl.Cl,0.4553002303177008,-0.3417,,Cuietal,25,,solubility
c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,0.46773524898720625,-0.33,,Cuietal,25,,solubility
Clc1ccc(OCCCCCCNCCSSCCNCCCCCCOc2ccc(Cl)cn2)nc1,Cl.Cl.Clc1ccc(OCCCCCCNCCSSCCNCCCCCCOc2ccc(Cl)cn2)nc1,0.47643424387750316,-0.322,,Cuietal,25,,solubility
COc1ccc2c(c1)c(CC(=O)Oc1ccccc1C(=O)Oc1ccccc1C(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,COc1ccc2c(c1)c(CC(=O)Oc1ccccc1C(=O)Oc1ccccc1C(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,0.5401301397723983,-0.2675,,Cuietal,25,,solubility
Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,CC(=O)[O-].CC(=O)[O-].Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,0.5584881594000437,-0.253,,Cuietal,25,,solubility
C[C@@H]1C[C@H]2CC[C@H](O2)[C@H](C)C(=O)O[C@@H](C)C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)O[C@H](C)C[C@H]2CC[C@H](O2)[C@H](C)C(=O)O[C@@H](C)C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)O1,C[C@@H]1C[C@H]2CC[C@H](O2)[C@H](C)C(=O)O[C@@H](C)C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)O[C@H](C)C[C@H]2CC[C@H](O2)[C@H](C)C(=O)O[C@@H](C)C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)O1,0.5654463044175442,-0.2476,,Cuietal,25,,solubility
CC1(C)[C@@H](OC(=O)CCC(=O)[O-])CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)[O-])CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,CC1(C)[C@@H](OC(=O)CCC(=O)[O-])CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)[O-])CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12.[Na+].[Na+],0.5693547077556707,-0.2446,,Cuietal,25,,solubility
CC[N+](CC)(CCCCCC[N+](CC)(CC)CCN1c2ccccc2Sc2ccccc21)CCN1c2ccccc2Sc2ccccc21,CC[N+](CC)(CCCCCC[N+](CC)(CC)CCN1c2ccccc2Sc2ccccc21)CCN1c2ccccc2Sc2ccccc21.[Br-].[Br-],0.5803540426355815,-0.2363,,Cuietal,25,,solubility
O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)[O-])c1I)Nc1c(I)cc(I)c(C(=O)[O-])c1I,O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)[O-])c1I)Nc1c(I)cc(I)c(C(=O)[O-])c1I.[Na+].[Na+],0.6031780889987072,-0.2196,,Cuietal,25,,solubility
FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,0.6405803449631755,-0.1934,,Cuietal,25,,solubility
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,0.6687536678966699,-0.1747,,Cuietal,25,,solubility
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,0.6918312895189467,-0.16,,Cuietal,25,,solubility
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,0.7079464364266033,-0.15,,Cuietal,25,,solubility
CCCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C,CCCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C,0.762622736507033,-0.1177,,Cuietal,25,,solubility
c1ccc2c(CNCC3CCC(CNCc4cccc5ccccc45)CC3)cccc2c1,Cl.Cl.c1ccc2c(CNCC3CCC(CNCc4cccc5ccccc45)CC3)cccc2c1,0.8213394725884803,-0.0855,,Cuietal,25,,solubility
c1ccc2cc(CNCC3CCC(CNCc4ccc5ccccc5c4)CC3)ccc2c1,Cl.Cl.c1ccc2cc(CNCC3CCC(CNCc4ccc5ccccc5c4)CC3)ccc2c1,0.8213394725884803,-0.0855,,Cuietal,25,,solubility
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/NN2CCNCC2)C(=C4O)NC(=O)/C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/NN2CCNCC2)C(=C4O)NC(=O)/C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0.8566914331295744,-0.0672,,Cuietal,25,,solubility
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0.9332549454664472,-0.03,,Cuietal,25,,solubility
COc1ccc(C(=Cc2ccc(C(=N)N)cc2)c2ccc(OC)cc2)cc1,COc1ccc(C(=Cc2ccc(C(=N)N)cc2)c2ccc(OC)cc2)cc1.Cl,1.0787568736984048,0.0329,,Cuietal,25,,solubility
C=C[C@@](C)(CCC=C(C)C)c1ccc2c3c(c[nH]c13)C[C@@H](CO)NC(=O)[C@H](C(C)C)N2C,C=C[C@@](C)(CCC=C(C)C)c1ccc2c3c(c[nH]c13)C[C@@H](CO)NC(=O)[C@H](C(C)C)N2C,1.128812624840692,0.0526,,Cuietal,25,,solubility
COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,1.1429254935798367,0.058,,Cuietal,25,,solubility
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,1.1481546789859347,0.06,,Cuietal,25,,solubility
CC(C)=CCN(CC=C(C)C)CCC(CC=C(C)C)(C(N)=O)c1cccc2ccccc12,CC(C)=CCN(CC=C(C)C)CCC(CC=C(C)C)(C(N)=O)c1cccc2ccccc12,1.1602858368085276,0.0646,,Cuietal,25,,solubility
CCCCCCOc1ccc(C(=N)N(CCCC)CCCC)c2ccccc12,CCCCCCOc1ccc(C(=N)N(CCCC)CCCC)c2ccccc12.Cl,1.16453886463201,0.0662,,Cuietal,25,,solubility
CCCCC[NH+](CCCCC)C(=N)c1ccc(OCCCC)c2ccccc12,CCCCC[NH+](CCCCC)C(=N)c1ccc(OCCCC)c2ccccc12.[Cl-],1.16453886463201,0.0662,,Cuietal,25,,solubility
