Smiles_unify,Smiles,value_uM,value_uM_log,ref,source,CYP_type,property
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1cc2c(OCC#CC#CCOc3ncnc4cc(OC)c(NC(=O)[C@@H]5CCCN5C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)cc34)ncnc2cc1OC)C(C)(C)C,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1cc2c(OCC#CC#CCOc3ncnc4cc(OC)c(NC(=O)[C@@H]5CCCN5C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)cc34)ncnc2cc1OC)C(C)(C)C,12.6,1.1004,CHEMBL4715861,ChEMBL,CYP2C9,cyp_IC50
COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(C(C)(C)O)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(C(C)(C)O)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,2.4,0.3802,CHEMBL2424550,ChEMBL,CYP3A4,cyp_IC50
[2H]C([2H])(N[C@H]1C[S@+]([O-])C[C@@H](Cc2cc(F)c(N)c(O[C@H](COC)C(F)(F)F)c2)[C@@H]1O)c1cccc(C(C)(C)C)c1,[2H]C([2H])(N[C@H]1C[S@+]([O-])C[C@@H](Cc2cc(F)c(N)c(O[C@H](COC)C(F)(F)F)c2)[C@@H]1O)c1cccc(C(C)(C)C)c1,0.1,-1.0,CHEMBL2424550,ChEMBL,CYP3A4,cyp_IC50
CN[C@@H](C)C(=O)N[C@@H]1C(=O)N(Cc2c(OC)ccc3ccccc23)c2ccc(C#N)cc2N(C(C)=O)[C@H]1C,CN[C@@H](C)C(=O)N[C@@H]1C(=O)N(Cc2c(OC)ccc3ccccc23)c2ccc(C#N)cc2N(C(C)=O)[C@H]1C.Cl,18.0,1.2553,CHEMBL2434833,ChEMBL,CYP3A4,cyp_IC50
CN(C)C(=O)c1ccc(N(Cc2ccc(O)cc2)C(=O)c2ccc(O)cc2O)cc1,CN(C)C(=O)c1ccc(N(Cc2ccc(O)cc2)C(=O)c2ccc(O)cc2O)cc1,6.47,0.8109,CHEMBL4402524,ChEMBL,CYP3A4,cyp_IC50
CCC(=O)N1CC[C@H](N(Cc2cc(F)ccc2C)c2ccc(C#N)c(Cl)c2)C1,CCC(=O)N1CC[C@H](N(Cc2cc(F)ccc2C)c2ccc(C#N)c(Cl)c2)C1,16.0,1.2041,CHEMBL1153137,ChEMBL,CYP2D6,cyp_IC50
C[C@H](O)C(=O)N1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,C[C@H](O)C(=O)N1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,19.0,1.2788,CHEMBL1153137,ChEMBL,CYP2D6,cyp_IC50
CS(=O)(=O)N1CC[C@H](N(Cc2ccccc2C#N)c2ccc(C#N)c(Cl)c2)C1,CS(=O)(=O)N1CC[C@H](N(Cc2ccccc2C#N)c2ccc(C#N)c(Cl)c2)C1,1.5,0.1761,CHEMBL1153137,ChEMBL,CYP2C9,cyp_IC50
CC(C)C(=O)N1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,CC(C)C(=O)N1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,0.72,-0.1427,CHEMBL1153137,ChEMBL,CYP2C9,cyp_IC50
CCCC1(CNS(=O)(=O)C(F)(F)F)CCN(S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c2ccccc2F)CC1,CCCC1(CNS(=O)(=O)C(F)(F)F)CCN(S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c2ccccc2F)CC1,2.0,0.301,CHEMBL1153236,ChEMBL,CYP2C9,cyp_IC50
O=S(=O)(c1ccccc1F)c1cc(Cl)ccc1S(=O)(=O)N1CCC(F)(CNS(=O)(=O)C(F)(F)F)CC1,O=S(=O)(c1ccccc1F)c1cc(Cl)ccc1S(=O)(=O)N1CCC(F)(CNS(=O)(=O)C(F)(F)F)CC1,7.0,0.8451,CHEMBL1153236,ChEMBL,CYP2C9,cyp_IC50
NCC1(CNS(=O)(=O)C(F)(F)F)CCN(S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c2ccccc2F)CC1,NCC1(CNS(=O)(=O)C(F)(F)F)CCN(S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c2ccccc2F)CC1,23.0,1.3617,CHEMBL1153236,ChEMBL,CYP2C9,cyp_IC50
CCS(=O)(=O)N1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,CCS(=O)(=O)N1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,13.0,1.1139,CHEMBL1153137,ChEMBL,CYP2D6,cyp_IC50
CCC(=O)N1CC[C@H](N(Cc2cc(Cl)ccc2Cl)c2ccc(C#N)c(Cl)c2)C1,CCC(=O)N1CC[C@H](N(Cc2cc(Cl)ccc2Cl)c2ccc(C#N)c(Cl)c2)C1,13.0,1.1139,CHEMBL1153137,ChEMBL,CYP2D6,cyp_IC50
CS(=O)(=O)N1CC[C@H](N(Cc2ccccc2F)c2ccc(C#N)c(Cl)c2)C1,CS(=O)(=O)N1CC[C@H](N(Cc2ccccc2F)c2ccc(C#N)c(Cl)c2)C1,1.7,0.2304,CHEMBL1153137,ChEMBL,CYP2C9,cyp_IC50
Cc1ccc(-c2cc(-c3ccccc3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,Cc1ccc(-c2cc(-c3ccccc3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,16.0,1.2041,CHEMBL1137572,ChEMBL,CYP2C9,cyp_IC50
CCC(=O)N1CC[C@H](N(Cc2cc(F)ccc2C)c2ccc(C#N)c(Cl)c2)C1,CCC(=O)N1CC[C@H](N(Cc2cc(F)ccc2C)c2ccc(C#N)c(Cl)c2)C1,2.9,0.4624,CHEMBL1153137,ChEMBL,CYP2C9,cyp_IC50
COc1cc(N)[nH]c2nc(-c3ccc(F)cc3)c(-c3ccncc3)c1-2,COc1cc(N)[nH]c2nc(-c3ccc(F)cc3)c(-c3ccncc3)c1-2,1.0,0.0,CHEMBL1909046,ChEMBL,CYP2C9,cyp_IC50
O=C(Nc1ccccc1)N1CCC(C(O)CC2c3ccccc3-c3cncn32)CC1,O=C(Nc1ccccc1)N1CCC(C(O)CC2c3ccccc3-c3cncn32)CC1,0.51,-0.2924,CHEMBL4364294,ChEMBL,CYP3A4,cyp_IC50
O=C(NCC1CCOCC1)c1cnc(Nc2cccc(OC(F)(F)F)c2)cc1C1CC1,O=C(NCC1CCOCC1)c1cnc(Nc2cccc(OC(F)(F)F)c2)cc1C1CC1,24.0,1.3802,CHEMBL1139246,ChEMBL,CYP2D6,cyp_IC50
CC(C)Nc1cc2c(cc1NS(=O)(=O)c1ccc(-c3ccc(Cl)cc3)cc1)CCN(C)CC2,CC(C)Nc1cc2c(cc1NS(=O)(=O)c1ccc(-c3ccc(Cl)cc3)cc1)CCN(C)CC2,7.5,0.8751,CHEMBL1143778,ChEMBL,CYP3A4,cyp_IC50
CN(C)CCC1=C(Cc2ccc(F)cc2)c2ccccc2C1,CN(C)CCC1=C(Cc2ccc(F)cc2)c2ccccc2C1,0.3,-0.5229,CHEMBL1153519,ChEMBL,CYP2D6,cyp_IC50
C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,1.0,0.0,CHEMBL1909046,ChEMBL,CYP3A4,cyp_IC50
CN1CCc2ccc(NS(=O)(=O)c3ccc(-c4ccc(Cl)cc4)cc3)cc2CC1,CN1CCc2ccc(NS(=O)(=O)c3ccc(-c4ccc(Cl)cc4)cc3)cc2CC1,1.5,0.1761,CHEMBL1143778,ChEMBL,CYP2D6,cyp_IC50
COc1ccc(Br)cc1-c1csc(Nc2ccc(-n3cnc(C)c3)c(OC)c2)n1,COc1ccc(Br)cc1-c1csc(Nc2ccc(-n3cnc(C)c3)c(OC)c2)n1,2.2,0.3424,CHEMBL1914401,ChEMBL,CYP3A4,cyp_IC50
CCN1CCC(Nc2ccc3c(c2)C(=C(c2ccc(OC)cc2)c2nc4ccccc4[nH]2)C(=O)N3)CC1,CCN1CCC(Nc2ccc3c(c2)C(=C(c2ccc(OC)cc2)c2nc4ccccc4[nH]2)C(=O)N3)CC1,9.0,0.9542,CHEMBL2086224,ChEMBL,CYP3A4,cyp_IC50
O=C(O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cnccc23)c(F)c1,O=C(O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cnccc23)c(F)c1,4.8,0.6812,CHEMBL4334546,ChEMBL,CYP3A4,cyp_IC50
CCNC(=O)CN1C(=O)C(C)(c2cc(F)cc(F)c2)Oc2ccc(-c3c(N)nc(N)nc3CC)cc21,CCNC(=O)CN1C(=O)C(C)(c2cc(F)cc(F)c2)Oc2ccc(-c3c(N)nc(N)nc3CC)cc21,1.89,0.2765,CHEMBL1149625,ChEMBL,CYP2D6,cyp_IC50
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(c1ccc(Cl)cc1)O2,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(c1ccc(Cl)cc1)O2,12.0,1.0792,CHEMBL1149625,ChEMBL,CYP2C9,cyp_IC50
COC[C@@]12CNCC[C@]1(c1ccc3ccccc3c1)C2,COC[C@@]12CNCC[C@]1(c1ccc3ccccc3c1)C2,8.0,0.9031,CHEMBL1177725,ChEMBL,CYP2C9,cyp_IC50
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,0.0296,-1.5287,CHEMBL4190338,ChEMBL,CYP3A4,cyp_IC50
CC(=O)N1CCC(C(=O)N2C[C@H](C(=O)N(C)C(C)(C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H](c3ccc(F)cc3C)C2)CC1,CC(=O)N1CCC(C(=O)N2C[C@H](C(=O)N(C)C(C)(C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H](c3ccc(F)cc3C)C2)CC1,57.0,1.7559,CHEMBL1149712,ChEMBL,CYP2D6,cyp_IC50
CC(=O)N1CCC(C(=O)N2C[C@H](C(=O)N(C)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H](c3ccc(F)cc3C)C2)CC1,CC(=O)N1CCC(C(=O)N2C[C@H](C(=O)N(C)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H](c3ccc(F)cc3C)C2)CC1,92.0,1.9638,CHEMBL1149712,ChEMBL,CYP2D6,cyp_IC50
Cc1cc(C)n(-c2cc(NC(=O)CN3CCN(C)CC3)nc(-c3nccs3)n2)n1,Cc1cc(C)n(-c2cc(NC(=O)CN3CCN(C)CC3)nc(-c3nccs3)n2)n1,13.0,1.1139,CHEMBL1142326,ChEMBL,CYP3A4,cyp_IC50
COc1cc(C[C@@H]2[C@@H](Cc3cc(OC)c4c(c3)OCO4)CO[C@@H]2O)cc(OC)c1OC,COc1cc(C[C@@H]2[C@@H](Cc3cc(OC)c4c(c3)OCO4)CO[C@@H]2O)cc(OC)c1OC,0.83,-0.0809,CHEMBL1158685,ChEMBL,CYP3A4,cyp_IC50
C/C=C/c1cc(OC)c(OC)cc1OC,C/C=C/c1cc(OC)c(OC)cc1OC,92.3,1.9652,CHEMBL1158685,ChEMBL,CYP3A4,cyp_IC50
COc1cc(C[C@H]2COC(=O)[C@@H]2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,COc1cc(C[C@H]2COC(=O)[C@@H]2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,14.9,1.1732,CHEMBL1158685,ChEMBL,CYP3A4,cyp_IC50
CS(=O)(=O)c1ccc(Cn2cc(-c3ccncc3)cn2)cc1,CS(=O)(=O)c1ccc(Cn2cc(-c3ccncc3)cn2)cc1,1.3,0.1139,CHEMBL1144029,ChEMBL,CYP2C9,cyp_IC50
Cc1cc(C(C)(C)NC(=O)C(Br)C(C)(C)C)cc(C)n1,Cc1cc(C(C)(C)NC(=O)C(Br)C(C)(C)C)cc(C)n1,13.0,1.1139,CHEMBL1144029,ChEMBL,CYP3A4,cyp_IC50
Cn1c(NCCc2ccc(-c3ncc(Cl)cn3)cc2)nc2cc(Cl)ccc2c1=O,Cn1c(NCCc2ccc(-c3ncc(Cl)cn3)cc2)nc2cc(Cl)ccc2c1=O,16.0,1.2041,CHEMBL3853353,ChEMBL,CYP3A4,cyp_IC50
CC(C)C[C@H](NCCCN)c1cccc(F)c1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,CC(C)C[C@H](NCCCN)c1cccc(F)c1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,16.0,1.2041,CHEMBL1137470,ChEMBL,CYP3A4,cyp_IC50
CCCC1(C(=O)c2ccc3[nH]ncc3c2)CCCN1,CCCC1(C(=O)c2ccc3[nH]ncc3c2)CCCN1,15.0,1.1761,CHEMBL1221322,ChEMBL,CYP2D6,cyp_IC50
Cc1cc(C(N)=O)nn1-c1cccc(-c2cc(C(F)(F)F)ccc2C(F)(F)F)c1,Cc1cc(C(N)=O)nn1-c1cccc(-c2cc(C(F)(F)F)ccc2C(F)(F)F)c1,33.0,1.5185,CHEMBL1221355,ChEMBL,CYP2D6,cyp_IC50
O=C(NCCN1CCC2(CC1)C(=O)NCN2c1cccc(F)c1)c1ccc(F)c(F)c1,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1cccc(F)c1)c1ccc(F)c(F)c1,7.9,0.8976,CHEMBL2321744,ChEMBL,CYP2D6,cyp_IC50
Fc1ccc(C2CC=CCNC2)cc1Cl,Fc1ccc(C2CC=CCNC2)cc1Cl,6.4,0.8062,CHEMBL2321662,ChEMBL,CYP2D6,cyp_IC50
CN1CC=CCC(c2ccc(Cl)c(Cl)c2)C1,CN1CC=CCC(c2ccc(Cl)c(Cl)c2)C1,10.2,1.0086,CHEMBL2321662,ChEMBL,CYP2D6,cyp_IC50
Cc1cccc2nc(NC(=O)c3ccnc(C(F)(F)F)c3)n([C@@H]3CCCCN(C(=O)/C=C/CN(C)C)C3)c12,Cc1cccc2nc(NC(=O)c3ccnc(C(F)(F)F)c3)n([C@@H]3CCCCN(C(=O)/C=C/CN(C)C)C3)c12,6.1,0.7853,CHEMBL3860038,ChEMBL,CYP2D6,cyp_IC50
CN1CC=CCC(c2cc3ccccc3o2)C1,CN1CC=CCC(c2cc3ccccc3o2)C1,6.7,0.8261,CHEMBL2321662,ChEMBL,CYP2D6,cyp_IC50
CCN1C(=O)COc2ccc(CN3CCN(CCOc4cccc5nc(C)ccc45)CC3)cc21,CCN1C(=O)COc2ccc(CN3CCN(CCOc4cccc5nc(C)ccc45)CC3)cc21,14.0,1.1461,CHEMBL1139760,ChEMBL,CYP2C9,cyp_IC50
COc1ccc2[nH]c(SCc3ccc(I)cc3)nc2c1,COc1ccc2[nH]c(SCc3ccc(I)cc3)nc2c1,0.41,-0.3872,CHEMBL2016494,ChEMBL,CYP2D6,cyp_IC50
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(S(F)(F)(F)(F)F)c3)C2)n1C,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(S(F)(F)(F)(F)F)c3)C2)n1C,2.0,0.301,CHEMBL1208692,ChEMBL,CYP2C9,cyp_IC50
COc1ccc2[nH]c(SCc3ccc(C(C)(C)C)cc3)nc2c1,COc1ccc2[nH]c(SCc3ccc(C(C)(C)C)cc3)nc2c1,12.3,1.0899,CHEMBL2016494,ChEMBL,CYP3A4,cyp_IC50
CCOc1ccc2[nH]c(SCc3ccccn3)nc2c1,CCOc1ccc2[nH]c(SCc3ccccn3)nc2c1,0.4,-0.3979,CHEMBL2016494,ChEMBL,CYP3A4,cyp_IC50
CCCS(=O)(=O)NCc1ccc2c(c1)C[C@H](C(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)O2,CCCS(=O)(=O)NCc1ccc2c(c1)C[C@H](C(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)O2,5.7,0.7559,CHEMBL1141191,ChEMBL,CYP2D6,cyp_IC50
Cc1ccc(NC(=O)c2cc(F)cc(N3CCOCC3)c2)cc1Nc1ncnn2cc(C(=O)c3ccccc3)c(C)c12,Cc1ccc(NC(=O)c2cc(F)cc(N3CCOCC3)c2)cc1Nc1ncnn2cc(C(=O)c3ccccc3)c(C)c12,0.35,-0.4559,CHEMBL1806462,ChEMBL,CYP2C9,cyp_IC50
O=C1COc2ccc(S(=O)(=O)N3c4ccccc4COc4cc(F)ccc43)cc2N1,O=C1COc2ccc(S(=O)(=O)N3c4ccccc4COc4cc(F)ccc43)cc2N1,21.305,1.3285,CHEMBL3774336,ChEMBL,CYP2D6,cyp_IC50
CC1(C)OC(=S)Nc2ccc(S(=O)(=O)N3c4ccccc4COc4cc(F)ccc43)cc21,CC1(C)OC(=S)Nc2ccc(S(=O)(=O)N3c4ccccc4COc4cc(F)ccc43)cc21,4.1,0.6128,CHEMBL3774336,ChEMBL,CYP2D6,cyp_IC50
O=C(Nc1ccc(-c2nnc(NCCCCN3CCOCC3)o2)c(F)c1)c1ccccc1F,O=C(Nc1ccc(-c2nnc(NCCCCN3CCOCC3)o2)c(F)c1)c1ccccc1F,51.0,1.7076,CHEMBL2021786,ChEMBL,CYP2C9,cyp_IC50
CN1CCC2(CC1)C(=O)Nc1cc(/C=C3\c4ccccc4COc4cc(F)ccc43)ccc12,CN1CCC2(CC1)C(=O)Nc1cc(/C=C3\c4ccccc4COc4cc(F)ccc43)ccc12,2.828,0.4515,CHEMBL3774336,ChEMBL,CYP2C9,cyp_IC50
C[N+]1([O-])CCC2(CC1)C(=O)Nc1cc(/C=C3\c4ccccc4COc4cc(F)ccc43)ccc12,C[N+]1([O-])CCC2(CC1)C(=O)Nc1cc(/C=C3\c4ccccc4COc4cc(F)ccc43)ccc12,16.986,1.2301,CHEMBL3774336,ChEMBL,CYP2C9,cyp_IC50
CN(C)CC(=O)N1CCC2(CC1)C(=O)Nc1cc(/C=C3\c4ccccc4COc4cc(F)ccc43)ccc12,CN(C)CC(=O)N1CCC2(CC1)C(=O)Nc1cc(/C=C3\c4ccccc4COc4cc(F)ccc43)ccc12,3.259,0.5131,CHEMBL3774336,ChEMBL,CYP2C9,cyp_IC50
CC1(C)OC(=S)Nc2ccc(S(=O)(=O)N3c4ccccc4COc4cc(F)ccc43)cc21,CC1(C)OC(=S)Nc2ccc(S(=O)(=O)N3c4ccccc4COc4cc(F)ccc43)cc21,0.397,-0.4012,CHEMBL3774336,ChEMBL,CYP2C9,cyp_IC50
O=c1[nH]c2cc(/C=C3\c4ccccc4COc4cc(F)ccc43)ccc2n1[C@@H]1C[C@@H]2COCCN2C1,O=c1[nH]c2cc(/C=C3\c4ccccc4COc4cc(F)ccc43)ccc2n1[C@@H]1C[C@@H]2COCCN2C1,5.81,0.7642,CHEMBL3774336,ChEMBL,CYP3A4,cyp_IC50
O=C(O)CCN1CCC2(CC1)C(=O)Nc1cc(/C=C3\c4ccccc4COc4cc(F)ccc43)ccc12,O=C(O)CCN1CCC2(CC1)C(=O)Nc1cc(/C=C3\c4ccccc4COc4cc(F)ccc43)ccc12,29.88,1.4754,CHEMBL3774336,ChEMBL,CYP2D6,cyp_IC50
CN(C)CC(=O)N1CCC2(CC1)C(=O)Nc1cc(/C=C3\c4ccccc4COc4cc(F)ccc43)ccc12,CN(C)CC(=O)N1CCC2(CC1)C(=O)Nc1cc(/C=C3\c4ccccc4COc4cc(F)ccc43)ccc12,7.754,0.8895,CHEMBL3774336,ChEMBL,CYP2D6,cyp_IC50
O=S1(=O)CCC(COc2ccc3c(c2)CCC2(CCN(C4CCC4)CC2)O3)CC1,O=S1(=O)CCC(COc2ccc3c(c2)CCC2(CCN(C4CCC4)CC2)O3)CC1,11.0,1.0414,CHEMBL1933032,ChEMBL,CYP2D6,cyp_IC50
CCN[C@H]1CC[C@@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc32)CC1,CCN[C@H]1CC[C@@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc32)CC1.Cl,23.1,1.3636,CHEMBL2034871,ChEMBL,CYP3A4,cyp_IC50
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCC(=O)OC)CCC2,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCC(=O)OC)CCC2,10.0,1.0,CHEMBL1145363,ChEMBL,CYP3A4,cyp_IC50
CN1[C@@H]2CC[C@H]1C[C@@H](Oc1ccc(-c3n[nH]c4ccc(C(=O)NC(c5ccccc5)C5CC5)cc34)cc1)C2,CN1[C@@H]2CC[C@H]1C[C@@H](Oc1ccc(-c3n[nH]c4ccc(C(=O)NC(c5ccccc5)C5CC5)cc34)cc1)C2,2.4,0.3802,CHEMBL3421533,ChEMBL,CYP3A4,cyp_IC50
CC(C)C[C@@H](NC(=O)c1ccc2[nH]nc(-c3ccc(N4[C@H]5CC[C@H]4CC(O)C5)cc3)c2c1)c1ccccn1,CC(C)C[C@@H](NC(=O)c1ccc2[nH]nc(-c3ccc(N4[C@H]5CC[C@H]4CC(O)C5)cc3)c2c1)c1ccccn1,0.29,-0.5376,CHEMBL3421533,ChEMBL,CYP3A4,cyp_IC50
O=C(N[C@@H](c1ccccn1)C1CCCC1)c1ccc2[nH]nc(-c3ccc(N4[C@H]5COC[C@H]4CC(O)C5)cc3)c2c1,O=C(N[C@@H](c1ccccn1)C1CCCC1)c1ccc2[nH]nc(-c3ccc(N4[C@H]5COC[C@H]4CC(O)C5)cc3)c2c1,0.33,-0.4815,CHEMBL3421533,ChEMBL,CYP3A4,cyp_IC50
CN[C@H]1CC[C@@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc32)CC1,CN[C@H]1CC[C@@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc32)CC1.Cl,57.3,1.7582,CHEMBL2034871,ChEMBL,CYP3A4,cyp_IC50
O=C(NCc1ccncc1)c1nc(CS(=O)(=O)c2ccccc2)no1,O=C(NCc1ccncc1)c1nc(CS(=O)(=O)c2ccccc2)no1,2.2,0.3424,CHEMBL2069246,ChEMBL,CYP2C9,cyp_IC50
O=C(NC1CCCCC1)c1nnc(CS(=O)(=O)c2ccccc2)o1,O=C(NC1CCCCC1)c1nnc(CS(=O)(=O)c2ccccc2)o1,20.0,1.301,CHEMBL2069246,ChEMBL,CYP2D6,cyp_IC50
c1cc(-c2noc(C3CCCCC3)n2)ccn1,c1cc(-c2noc(C3CCCCC3)n2)ccn1,10.2,1.0086,CHEMBL2069246,ChEMBL,CYP3A4,cyp_IC50
CCc1cccc(C)c1CNc1cc(C(N)=O)cn2c(C)c(C)nc12,CCc1cccc(C)c1CNc1cc(C(N)=O)cn2c(C)c(C)nc12,3.6,0.5563,CHEMBL1154377,ChEMBL,CYP2C9,cyp_IC50
Cc1cccnc1[C@H](C)c1c(CCN(C)C)sc2ccccc12,Cc1cccnc1[C@H](C)c1c(CCN(C)C)sc2ccccc12,5.5,0.7404,CHEMBL1156278,ChEMBL,CYP2D6,cyp_IC50
CCCCCCSc1nc2cc(OC)ccc2[nH]1,CCCCCCSc1nc2cc(OC)ccc2[nH]1,2.92,0.4654,CHEMBL2016494,ChEMBL,CYP2C9,cyp_IC50
COc1ccc2[nH]c(SCc3ccc(OCc4ccccc4)cc3)nc2c1,COc1ccc2[nH]c(SCc3ccc(OCc4ccccc4)cc3)nc2c1,0.88,-0.0555,CHEMBL2016494,ChEMBL,CYP2C9,cyp_IC50
COc1ccc2[nH]c(SCc3ccccn3)nc2c1,COc1ccc2[nH]c(SCc3ccccn3)nc2c1,0.55,-0.2596,CHEMBL2016494,ChEMBL,CYP2C9,cyp_IC50
FC(F)Oc1ccc2[nH]c(SCc3ccccn3)nc2c1,FC(F)Oc1ccc2[nH]c(SCc3ccccn3)nc2c1,22.3,1.3483,CHEMBL2016494,ChEMBL,CYP2C9,cyp_IC50
COc1cc(CSc2nc3ccc(OC)cc3[nH]2)cc(OC)c1,COc1cc(CSc2nc3ccc(OC)cc3[nH]2)cc(OC)c1,9.12,0.96,CHEMBL2016494,ChEMBL,CYP2D6,cyp_IC50
COc1ccc2[nH]c(SCc3ccccn3)nc2c1,COc1ccc2[nH]c(SCc3ccccn3)nc2c1,13.15,1.1189,CHEMBL2016494,ChEMBL,CYP2D6,cyp_IC50
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,5.0,0.699,CHEMBL1909046,ChEMBL,CYP3A4,cyp_IC50
C[C@@H]1Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,C[C@@H]1Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,40.0,1.6021,CHEMBL3112424,ChEMBL,CYP3A4,cyp_IC50
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c(-c3ccncc3)cccc21,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c(-c3ccncc3)cccc21,31.0,1.4914,CHEMBL3112424,ChEMBL,CYP3A4,cyp_IC50
COc1cccc2c1CCN2C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,COc1cccc2c1CCN2C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,40.0,1.6021,CHEMBL3112424,ChEMBL,CYP3A4,cyp_IC50
CCCn1cc(S(=O)(=O)c2ccc(CNC(=O)c3cc4ccncc4o3)cc2)cn1,CCCn1cc(S(=O)(=O)c2ccc(CNC(=O)c3cc4ccncc4o3)cc2)cn1,5.7,0.7559,CHEMBL3393056,ChEMBL,CYP3A4,cyp_IC50
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,0.004,-2.3979,CHEMBL3817843,ChEMBL,CYP3A4,cyp_IC50
