Smiles_unify,Smiles,value,unit,species,conc,Presence of NADPH/NADP,source
O=C(c1ccccn1)N1CCCC(c2cc3ncccc3[nH]2)C1,O=C(c1ccccn1)N1CCCC(c2cc3ncccc3[nH]2)C1,2.7187756314738705,log10(mL.min-1.g-1),mouse,0.5 uM,none,CHEMBL4343665
O=C(c1ccc(C(F)(F)F)nc1)N1CCCC(c2cc3ncccc3[nH]2)C1,O=C(c1ccc(C(F)(F)F)nc1)N1CCCC(c2cc3ncccc3[nH]2)C1,2.121132889998409,log10(mL.min-1.g-1),mouse,0.5 uM,none,CHEMBL4343665
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCN2CCC2)CC1,NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCN2CCC2)CC1,1.0413926851582251,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4825332
Cc1nnc2ccc(C(=O)NC3CN(c4ncc(C#N)cc4Cl)C3)cc2c1C,Cc1nnc2ccc(C(=O)NC3CN(c4ncc(C#N)cc4Cl)C3)cc2c1C,1.2304489213782739,log10(mL.min-1.g-1),rat,none,none,CHEMBL4363895
O=C(c1cc(C(F)(F)F)no1)N1CCCC(c2cc3ncccc3[nH]2)C1,O=C(c1cc(C(F)(F)F)no1)N1CCCC(c2cc3ncccc3[nH]2)C1,2.2639199830557724,log10(mL.min-1.g-1),human,0.5 uM,none,CHEMBL4343664
O=C(c1ccccc1)N1CCCC(c2cc3ncccc3[nH]2)C1,O=C(c1ccccc1)N1CCCC(c2cc3ncccc3[nH]2)C1,1.3925210899319322,log10(mL.min-1.g-1),human,0.5 uM,none,CHEMBL4343664
COc1cc(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)on1,COc1cc(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)on1,1.7621531923035947,log10(mL.min-1.g-1),human,0.5 uM,none,CHEMBL4343664
O=C(c1ccc(F)cc1)N1CCCC(c2cc3nc(C(F)(F)F)ccc3[nH]2)C1,O=C(c1ccc(F)cc1)N1CCCC(c2cc3nc(C(F)(F)F)ccc3[nH]2)C1,1.889917683436206,log10(mL.min-1.g-1),human,0.5 uM,none,CHEMBL4343664
O=C(c1ccc(F)cc1)N1CCCC(c2cc3nc(N4CCCC4)ccc3[nH]2)C1,O=C(c1ccc(F)cc1)N1CCCC(c2cc3nc(N4CCCC4)ccc3[nH]2)C1,2.6447732906740757,log10(mL.min-1.g-1),mouse,0.5 uM,none,CHEMBL4343665
O=C(c1ccc(F)cc1)N1CCCC(c2cc3ncc(Cl)cc3[nH]2)C1,O=C(c1ccc(F)cc1)N1CCCC(c2cc3ncc(Cl)cc3[nH]2)C1,2.9866956141298284,log10(mL.min-1.g-1),mouse,0.5 uM,none,CHEMBL4343665
N#Cc1cnc2cc(C3CCCN(C(=O)c4cc(C(F)(F)F)no4)C3)[nH]c2c1,N#Cc1cnc2cc(C3CCCN(C(=O)c4cc(C(F)(F)F)no4)C3)[nH]c2c1,1.7032913781186614,log10(mL.min-1.g-1),human,0.5 uM,none,CHEMBL4343664
O=C(c1cc(C(F)(F)F)no1)N1CCCC(c2cc3ncc(Br)cc3[nH]2)C1,O=C(c1cc(C(F)(F)F)no1)N1CCCC(c2cc3ncc(Br)cc3[nH]2)C1,2.285939679811787,log10(mL.min-1.g-1),human,0.5 uM,none,CHEMBL4343664
C=CCn1c(=O)c2cnc(Nc3ccc4c(c3)CN(C)CC43CC3)nc2n1-c1cccc(C(C)(C)O)n1,C=CCn1c(=O)c2cnc(Nc3ccc4c(c3)CN(C)CC43CC3)nc2n1-c1cccc(C(C)(C)O)n1,3.0253058652647704,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4844313
CCNC(=O)c1cc2c(-c3cc(C(C)(C)O)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,CCNC(=O)c1cc2c(-c3cc(C(C)(C)O)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,2.3010299956639813,log10(mL.min-1.g-1),rat,none,none,CHEMBL4346340
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(n1)[C@@](C)(O)CO2,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(n1)[C@@](C)(O)CO2,1.2304489213782739,log10(mL.min-1.g-1),human,none,none,CHEMBL4844308
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(c1)[C@@](C)(O)CC2,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(c1)[C@@](C)(O)CC2,1.414973347970818,log10(mL.min-1.g-1),human,none,none,CHEMBL4844308
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(n1)C(O)(CC)CC2,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(n1)C(O)(CC)CC2,1.6020599913279623,log10(mL.min-1.g-1),human,none,none,CHEMBL4844308
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,2.378942698613437,log10(mL.min-1.g-1),human,derived from intrinsic clearance,none,CHEMBL4381390
CCS(=O)(=O)c1ccc2oc(-c3ccc4c(c3)[C@@H](O)[C@H](O)C=C4)nc2c1,CCS(=O)(=O)c1ccc2oc(-c3ccc4c(c3)[C@@H](O)[C@H](O)C=C4)nc2c1,1.1139433523068367,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4378679
COc1cc(-c2nnc3n2CCCC3(Cc2ccc(F)c(F)c2)C(C)(C)O)ccc1-c1cnc(C)o1,COc1cc(-c2nnc3n2CCCC3(Cc2ccc(F)c(F)c2)C(C)(C)O)ccc1-c1cnc(C)o1,1.968482948553935,log10(mL.min-1.g-1),mouse,1 umol/L,none,CHEMBL3815586
COc1ccc(Cl)cc1C(=O)N1CCCC(c2cc3ncccc3[nH]2)C1,COc1ccc(Cl)cc1C(=O)N1CCCC(c2cc3ncccc3[nH]2)C1,4.012837224705172,log10(mL.min-1.g-1),mouse,0.5 uM,none,CHEMBL4343665
O=C(NCC1CCC(F)(F)CC1)c1c(Cl)ccc2nc(N3CC[C@@H](F)C3)ccc12,O=C(NCC1CCC(F)(F)CC1)c1c(Cl)ccc2nc(N3CC[C@@H](F)C3)ccc12,1.0791812460476249,log10(mL.min-1.g-1),human,none,none,CHEMBL4341882
C[C@@H]1CCC[C@@](O)(CNC(=O)c2c(Cl)ccc3nc(N4CCC(N(C)C)C4)ccc23)C1,C[C@@H]1CCC[C@@](O)(CNC(=O)c2c(Cl)ccc3nc(N4CCC(N(C)C)C4)ccc23)C1,1.6434526764861874,log10(mL.min-1.g-1),human,none,none,CHEMBL4341882
C[C@@H]1CCC[C@@](O)(CNC(=O)c2c(Cl)ccc3nc(N4CC[C@@H](C(C)(C)O)C4)ccc23)C1,C[C@@H]1CCC[C@@](O)(CNC(=O)c2c(Cl)ccc3nc(N4CC[C@@H](C(C)(C)O)C4)ccc23)C1,1.0,log10(mL.min-1.g-1),rat,none,none,CHEMBL4341887
CCCC1=Nc2cc(C(=O)NC3CCN(C(=O)OCC)CC3)ccc2Sc2ccccc21,CCCC1=Nc2cc(C(=O)NC3CCN(C(=O)OCC)CC3)ccc2Sc2ccccc21,2.7315887651867388,log10(mL.min-1.g-1),rat,none,none,CHEMBL1002992
O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccc(N3CCOCC3)cc21,O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccc(N3CCOCC3)cc21,1.8920946026904804,log10(mL.min-1.g-1),rat,none,none,CHEMBL4324213
Cc1cccc2nc(NC(=O)c3cccc(C(F)(F)F)c3)n([C@@H]3CCCCN(C(=O)/C=C/CN(C)C)C3)c12,Cc1cccc2nc(NC(=O)c3cccc(C(F)(F)F)c3)n([C@@H]3CCCCN(C(=O)/C=C/CN(C)C)C3)c12,1.6901960800285136,log10(mL.min-1.g-1),human,none,none,CHEMBL3860382
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,1.3283796034387378,log10(mL.min-1.g-1),human,1 uM,UDP-glucuronosyltransferase,CHEMBL3539496
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,1.0718820073061255,log10(mL.min-1.g-1),human,1 uM,UDP-glucuronosyltransferase,CHEMBL3539496
O=C(NCc1cccc(-c2ccc(CS(=O)(=O)Cc3n[nH]c(=O)[nH]3)cc2)c1)c1nc2ccccc2c(=O)[nH]1,O=C(NCc1cccc(-c2ccc(CS(=O)(=O)Cc3n[nH]c(=O)[nH]3)cc2)c1)c1nc2ccccc2c(=O)[nH]1,0.8450980400142568,log10(mL.min-1.g-1),human,none,none,CHEMBL3868410
NCCNc1cc(N2CCCc3ccccc3C2)nc2ccccc12,NCCNc1cc(N2CCCc3ccccc3C2)nc2ccccc12,1.0,log10(mL.min-1.g-1),human,none,none,CHEMBL4158593
Cc1ccc2nc(N3CCCc4ccc(F)cc4C3)cc(NCC3(N)COC3)c2c1,Cc1ccc2nc(N3CCCc4ccc(F)cc4C3)cc(NCC3(N)COC3)c2c1,1.2304489213782739,log10(mL.min-1.g-1),human,none,none,CHEMBL4158593
CCn1cncc1-c1c[nH]c2ccc(OC)cc12,CCn1cncc1-c1c[nH]c2ccc(OC)cc12,0.5670263661590603,log10(mL.min-1.g-1),human,none,none,CHEMBL4199281
COc1ccc([C@@H](Oc2ccc3c(cnn3-c3ccc(F)cc3)c2)[C@H](C)NC(=O)C2CC2)cn1,COc1ccc([C@@H](Oc2ccc3c(cnn3-c3ccc(F)cc3)c2)[C@H](C)NC(=O)C2CC2)cn1,0.8633228601204559,log10(mL.min-1.g-1),human,none,none,CHEMBL3868163
O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc(-c2cnco2)cc1,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc(-c2cnco2)cc1,1.9493900066449128,log10(mL.min-1.g-1),mouse,none,none,CHEMBL3796127
O=C(CF)CNC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnnc2ccccc12,O=C(CF)CNC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnnc2ccccc12,0.9956351945975499,log10(mL.min-1.g-1),human,none,none,CHEMBL4480317
CCCc1nc(C)c2c(C)nc3sc(C)nc3n12,CCCc1nc(C)c2c(C)nc3sc(C)nc3n12,1.2041199826559248,log10(mL.min-1.g-1),human,none,none,CHEMBL4373376
COc1cc(F)cc2c1nnc1c2c(-c2cccnc2C)nn1C,COc1cc(F)cc2c1nnc1c2c(-c2cccnc2C)nn1C,0.6020599913279624,log10(mL.min-1.g-1),human,none,none,CHEMBL4373376
COC(=O)Nc1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,COC(=O)Nc1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,0.22193559982800534,log10(mL.min-1.g-1),rat,1 uM,none,CHEMBL4016794
CC(C)OC(=O)Nc1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,CC(C)OC(=O)Nc1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,1.1760912590556813,log10(mL.min-1.g-1),rat,1 uM,none,CHEMBL4016794
Nc1nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc(N)c1NC(=O)OCC(F)(F)F,Nc1nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc(N)c1NC(=O)OCC(F)(F)F,1.5440680443502757,log10(mL.min-1.g-1),rat,1 uM,none,CHEMBL4016794
C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2C[C@H]3CC[C@@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2C[C@H]3CC[C@@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,1.6127838567197355,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4481395
C=C[C@]1(C)C[C@@H](OC(=O)CSCCN(CC)CC)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,C=C[C@]1(C)C[C@@H](OC(=O)CSCCN(CC)CC)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,2.1172712956557644,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4481395
CC(=O)N[C@@H]1CCN(Cc2nc(-c3cn(CC4CCOCC4)c4c(Cl)cccc34)ns2)C1,CC(=O)N[C@@H]1CCN(Cc2nc(-c3cn(CC4CCOCC4)c4c(Cl)cccc34)ns2)C1,4.2552725051033065,log10(mL.min-1.g-1),mouse,none,none,CHEMBL1686906
Cc1nn(C)c(C)c1NS(=O)(=O)c1c(Cl)cc(-c2ccnc(N3CCNCC3)c2)cc1Cl,Cc1nn(C)c(C)c1NS(=O)(=O)c1c(Cl)cc(-c2ccnc(N3CCNCC3)c2)cc1Cl,-0.2218487496163564,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4032437
Cc1ncccc1COc1c(Cl)cc(CCCCC2CCN(C)CC2)cc1Cl,Cc1ncccc1COc1c(Cl)cc(CCCCC2CCN(C)CC2)cc1Cl,0.8512583487190752,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4032437
N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(F)c(Cl)c1,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(F)c(Cl)c1,2.2121876044039577,log10(mL.min-1.g-1),human,none,none,CHEMBL3853440
O=S(=O)(Nc1cnc2ccccc2c1)c1ccccc1C(F)(F)F,O=S(=O)(Nc1cnc2ccccc2c1)c1ccccc1C(F)(F)F,2.184691430817599,log10(mL.min-1.g-1),human,none,none,CHEMBL3853555
C[C@@H]1C[C@H](N)CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1,C[C@@H]1C[C@H](N)CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1,1.8388490907372552,log10(mL.min-1.g-1),human,1 uM,none,CHEMBL3864810
C[C@@H]1C[C@H](N)CN(c2ccncc2Nc2ncc3ccc(-c4ncccc4F)nn23)C1,C[C@@H]1C[C@H](N)CN(c2ccncc2Nc2ncc3ccc(-c4ncccc4F)nn23)C1,1.5185139398778875,log10(mL.min-1.g-1),human,1 uM,none,CHEMBL3864810
N[C@@H]1CN(c2ccncc2Nc2ncc3ccc(-c4ncccc4F)nn23)C[C@H](N)[C@H]1O,N[C@@H]1CN(c2ccncc2Nc2ncc3ccc(-c4ncccc4F)nn23)C[C@H](N)[C@H]1O,1.3222192947339193,log10(mL.min-1.g-1),human,1 uM,none,CHEMBL3864810
CC1CCC(NC(=O)c2cc3ccc(Cl)c(Cl)c3[nH]2)CC1,CC1CCC(NC(=O)c2cc3ccc(Cl)c(Cl)c3[nH]2)CC1,2.4885507165004443,log10(mL.min-1.g-1),mouse,none,none,CHEMBL3090443
c1cc(-c2nc(CNC3CCCCCC3)co2)ccc1OC1CCCCC1,c1cc(-c2nc(CNC3CCCCCC3)co2)ccc1OC1CCCCC1,1.0413926851582251,log10(mL.min-1.g-1),mouse,1uM,none,CHEMBL1862765
CCCCCC(C)NCc1coc(-c2ccc(CCCC)cc2)n1,CCCCCC(C)NCc1coc(-c2ccc(CCCC)cc2)n1,1.2041199826559248,log10(mL.min-1.g-1),mouse,10uM,none,CHEMBL1862767
CCCCc1ccc(-c2nc(CNCCN3CCCC3)co2)cc1,CCCCc1ccc(-c2nc(CNCCN3CCCC3)co2)cc1,1.5185139398778875,log10(mL.min-1.g-1),mouse,1uM,none,CHEMBL1862765
CCCCCC(C)NCc1coc(-c2ccc(Oc3ccc(Cl)cc3)cc2)n1,CCCCCC(C)NCc1coc(-c2ccc(Oc3ccc(Cl)cc3)cc2)n1,0.47712125471966244,log10(mL.min-1.g-1),mouse,1uM,none,CHEMBL1862765
CCCCCC(C)NCc1coc(-c2ccc(CCCC)cc2)n1,CCCCCC(C)NCc1coc(-c2ccc(CCCC)cc2)n1,1.0413926851582251,log10(mL.min-1.g-1),mouse,1uM,none,CHEMBL1862765
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,1.817234730425498,log10(mL.min-1.g-1),mouse,none,none,CHEMBL3620234
O=C(O)COc1ccc(Cl)cc1C1CCCCCC1,O=C(O)COc1ccc(Cl)cc1C1CCCCCC1,2.311753861055754,log10(mL.min-1.g-1),rat,none,none,CHEMBL888199
N#Cc1cc(NS(=O)(=O)c2ccccc2C(F)(F)F)ccc1C(F)(F)F,N#Cc1cc(NS(=O)(=O)c2ccccc2C(F)(F)F)ccc1C(F)(F)F,1.255272505103306,log10(mL.min-1.g-1),human,none,none,CHEMBL3853555
Cn1c(-c2cc3c(s2)CNCC3)nc2c(C(N)=O)cc(F)cc21,Cn1c(-c2cc3c(s2)CNCC3)nc2c(C(N)=O)cc(F)cc21,2.292256071356476,log10(mL.min-1.g-1),rat,none,none,CHEMBL4254952
N#Cc1cc(F)cc(C(=O)N2CCN([C@@H](C(=O)NCC(F)(F)C3CC3)c3ccccc3)CC2)c1,N#Cc1cc(F)cc(C(=O)N2CCN([C@@H](C(=O)NCC(F)(F)C3CC3)c3ccccc3)CC2)c1,2.1271047983648077,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4251899
Cc1cn(-c2ccc3n(c2=O)CCN(C[C@@]24C[C@@H]2C(C)(C)Oc2ccc(OC(F)(F)F)cc24)C3=O)cn1,Cc1cn(-c2ccc3n(c2=O)CCN(C[C@@]24C[C@@H]2C(C)(C)Oc2ccc(OC(F)(F)F)cc24)C3=O)cn1,1.6273658565927327,log10(mL.min-1.g-1),human,none,none,CHEMBL4251773
O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccc(N3CCOCC3)cc21,O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccc(N3CCOCC3)cc21,1.1139433523068367,log10(mL.min-1.g-1),human,none,none,CHEMBL4324214
Cc1cn(-c2ccc3c(c2)C(=O)Nc2cccc(n2)-c2nncn2CCCCO3)cn1,Cc1cn(-c2ccc3c(c2)C(=O)Nc2cccc(n2)-c2nncn2CCCCO3)cn1,1.0413926851582251,log10(mL.min-1.g-1),human,none,none,CHEMBL4324214
O=C(CN1C[C@H](NC(=O)c2ccc(Cl)s2)C[C@H]1CN1CCCC1)Nc1ccc(-n2ccccc2=O)cc1F,O=C(CN1C[C@H](NC(=O)c2ccc(Cl)s2)C[C@H]1CN1CCCC1)Nc1ccc(-n2ccccc2=O)cc1F,2.062581984228163,log10(mL.min-1.g-1),rat,none,none,CHEMBL1059514
Cc1ccc2nc(N3CCS(=O)(=O)c4ccccc4C3)cc(NCCN)c2c1,Cc1ccc2nc(N3CCS(=O)(=O)c4ccccc4C3)cc(NCCN)c2c1,0.9030899869919435,log10(mL.min-1.g-1),rat,none,none,CHEMBL4158587
Cc1ccc2nc(N3CC(=O)Nc4ccccc4C3)cc(NCCN)c2c1,Cc1ccc2nc(N3CC(=O)Nc4ccccc4C3)cc(NCCN)c2c1,1.3222192947339193,log10(mL.min-1.g-1),rat,none,none,CHEMBL4158587
CC(C)c1cn2c(NS(C)(=O)=O)nnc2cc1OCC12CC3CC(CC(C3)C1)C2,CC(C)c1cn2c(NS(C)(=O)=O)nnc2cc1OCC12CC3CC(CC(C3)C1)C2,1.2304489213782739,log10(mL.min-1.g-1),human,1 uM,none,CHEMBL4256611
O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccc(F)cc2)cc1F,O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccc(F)cc2)cc1F,1.0413926851582251,log10(mL.min-1.g-1),human,none,none,CHEMBL4813112
O=S(=O)(Nc1cscn1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccc(F)c(F)c2)cc1F,O=S(=O)(Nc1cscn1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccc(F)c(F)c2)cc1F,1.146128035678238,log10(mL.min-1.g-1),human,none,none,CHEMBL4813112
O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccc(F)cc2F)cc1F,O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccc(F)cc2F)cc1F,1.6901960800285136,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4813113
CCNC(=O)CC1CN(c2ccc(Cl)cc2)c2ccccc2-n2c(C)nnc21,CCNC(=O)CC1CN(c2ccc(Cl)cc2)c2ccccc2-n2c(C)nnc21,1.8692317197309762,log10(mL.min-1.g-1),rat,none,none,CHEMBL4716985
Cc1nnc2n1-c1ccc(-c3cnn(C)c3)cc1N(c1ccc(Cl)cc1)CC2,Cc1nnc2n1-c1ccc(-c3cnn(C)c3)cc1N(c1ccc(Cl)cc1)CC2,2.187520720836463,log10(mL.min-1.g-1),rat,none,none,CHEMBL4716985
Cc1noc2c1-c1ccc(-c3ccc(=O)n(C)c3)cc1N(c1ccc(C#N)cc1)CC2C,Cc1noc2c1-c1ccc(-c3ccc(=O)n(C)c3)cc1N(c1ccc(C#N)cc1)CC2C,1.8512583487190752,log10(mL.min-1.g-1),rat,none,none,CHEMBL4716985
CCOc1ccc(-c2nc(CNC[C@@H]3CC[C@H]4C[C@@H]3C4(C)C)co2)cc1,CCOc1ccc(-c2nc(CNC[C@@H]3CC[C@H]4C[C@@H]3C4(C)C)co2)cc1,1.9344984512435677,log10(mL.min-1.g-1),mouse,1uM,none,CHEMBL1862765
CCCCNC(=O)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CCCN)NC1=O,CCCCNC(=O)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CCCN)NC1=O,0.22788670461367352,log10(mL.min-1.g-1),human,none,none,CHEMBL4234490
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(n1)[C@@](C)(O)CC2,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(n1)[C@@](C)(O)CC2,1.255272505103306,log10(mL.min-1.g-1),human,none,none,CHEMBL4844308
CNC(=O)Nc1cc(Oc2c(F)cccc2F)c(-c2ccc(OC)nc2)cn1,CNC(=O)Nc1cc(Oc2c(F)cccc2F)c(-c2ccc(OC)nc2)cn1,2.0644579892269186,log10(mL.min-1.g-1),rat,none,none,CHEMBL4427553
CNC(=O)Nc1cc(Oc2ccccc2F)ccn1,CNC(=O)Nc1cc(Oc2ccccc2F)ccn1,1.462397997898956,log10(mL.min-1.g-1),human,none,none,CHEMBL4427554
CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2ccccc2)c1=O,CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2ccccc2)c1=O,0.0,log10(mL.min-1.g-1),rat,0.5 uM,none,CHEMBL4836635
CNC(=O)c1cc(C(=O)NC2CC2)cc2c1OC[C@H]2c1ccccc1,CNC(=O)c1cc(C(=O)NC2CC2)cc2c1OC[C@H]2c1ccccc1,0.3010299956639812,log10(mL.min-1.g-1),rat,0.5 uM,none,CHEMBL4836635
CNC(=O)c1cc(C(=O)N[C@H]2[C@@H]3C[C@@H](O)C[C@@H]32)cc2c1OC[C@H]2c1ccccc1,CNC(=O)c1cc(C(=O)N[C@H]2[C@@H]3C[C@@H](O)C[C@@H]32)cc2c1OC[C@H]2c1ccccc1,0.5185139398778874,log10(mL.min-1.g-1),rat,0.5 uM,none,CHEMBL4836635
N#Cc1cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)ccc1F,N#Cc1cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)ccc1F,1.919078092376074,log10(mL.min-1.g-1),human,none,none,CHEMBL3853440
N[C@H]1CCCN(c2ncncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1,N[C@H]1CCCN(c2ncncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1,2.041392685158225,log10(mL.min-1.g-1),rat,1 uM,none,CHEMBL3864809
N[C@@H]1CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C[C@H](N)[C@H]1O,N[C@@H]1CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C[C@H](N)[C@H]1O,2.0969100130080562,log10(mL.min-1.g-1),rat,1 uM,none,CHEMBL3864809
CN[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1,CN[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1,1.8195439355418688,log10(mL.min-1.g-1),human,1 uM,none,CHEMBL3864810
N[C@@H]1CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)CC[C@H]1F,N[C@@H]1CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)CC[C@H]1F,2.6464037262230695,log10(mL.min-1.g-1),human,1 uM,none,CHEMBL3864810
Cc1cc(C)c(S(=O)(=O)N[C@@H](C)CNc2cccc3c2cnn3-c2ccc(F)cc2)c(C)c1,Cc1cc(C)c(S(=O)(=O)N[C@@H](C)CNc2cccc3c2cnn3-c2ccc(F)cc2)c(C)c1,1.8920946026904804,log10(mL.min-1.g-1),human,none,none,CHEMBL3868163
COc1cc(N2CCN(C(=O)Cn3cnc4cc(C(F)(F)F)ccc43)CC2)ccc1-c1cnc(C)o1,COc1cc(N2CCN(C(=O)Cn3cnc4cc(C(F)(F)F)ccc43)CC2)ccc1-c1cnc(C)o1,1.8195439355418688,log10(mL.min-1.g-1),rat,none,none,CHEMBL3405286
COc1cc(-c2nnc3n2CCCC32Cc3ccccc3N(CC(F)(F)F)C2=O)ccc1-c1cnc(C)o1,COc1cc(-c2nnc3n2CCCC32Cc3ccccc3N(CC(F)(F)F)C2=O)ccc1-c1cnc(C)o1,1.462397997898956,log10(mL.min-1.g-1),mouse,1 umol/L,none,CHEMBL3815586
C[C@H](O)[C@@H](CCc1cccc2ccccc12)n1cnc(C(N)=O)c1,C[C@H](O)[C@@H](CCc1cccc2ccccc12)n1cnc(C(N)=O)c1,2.4871383754771865,log10(mL.min-1.g-1),rat,none,none,CHEMBL828375
