smiles,AZ_LogD7.4,SLogD
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C(CN1CCCC1)c1ccccc1,3.38,3.96691
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H](CN1CCCC1)c1ccccc1,3.42,3.96691
CN(C(=O)Cc1ccc(Cl)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,3.5,4.89106
CN(C(=O)Cc1ccc(O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,3.3,3.95818
CN(C(=O)Cc1ccc(S(=O)(=O)N(C)C)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,3.5,3.51885
CN(C(=O)Cc1ccc(S(C)(=O)=O)c(F)c1)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,3,3.11361
CN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,2.5,2.47551
CN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)[C@H]1CCN(Cc2ccc(C(F)(F)F)cc2)C[C@@H]1F,2.7,3.04934
CN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)[C@H]1CCN(Cc2nc3cc(F)ccc3s2)C[C@@H]1F,2.2,2.59364
CN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)[C@H]1CCN(Cc2nc3ccccc3s2)C[C@@H]1F,2.1,2.31562
CN(C(=O)Cc1ccc(S(C)(=O)=O)cc1F)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,2.7,3.1257
CN(C(=O)Cc1ccc(S(N)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,2.3,2.60807
CN(C(=O)Cc1ccccc1)[C@H]1CC[C@]2(CCCO2)C[C@@H]1N1CCCC1,0.99,2.64612
CN(C(=O)NCc1ccccc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,3.4,3.1409
CN(C(=O)c1ccncc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,2.8,3.02971
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,3.47,4.28766
CN(C)C(=O)C1(N2CCCCC2=O)CCN(CC[C@@H](CN(C)C(=O)c2cc(C#N)cc3ccccc23)c2ccc(Cl)c(Cl)c2)CC1,2.52,4.02257
CN(C)C(=O)CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,2.4,1.89963
CN(C)C(=O)CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21,3.07,2.2489
CN(C)C(=O)N1CCC(C(=O)NCc2cccs2)CC1,1.1,1.10446
CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3ccc(Cl)c(Cl)c3)CC2)CC1,3.15,4.38552
CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3ccc(Cl)cc3)CC2)CC1,2.81,3.38577
CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,3.6,4.24717
CN(C)C(=O)N[C@H]1CC[C@H](CCN2[C@@H]3CC[C@@H]2CC(Oc2cccc(C(N)=O)c2)C3)CC1,0.12,2.2105
CN(C)C(=O)N[C@H]1CC[C@H](CN2[C@@H]3CC[C@@H]2CC(Oc2cccc(C(N)=O)c2)C3)CC1,-0.07,1.84053
CN(C)C(=O)Nc1ccc(Cn2[nH]c(=O)c3[nH]c4cc(Cl)ccc4c(=O)c3c2=O)cc1,1.1,1.50782
CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c1cc2cc(F)ccc2[nH]1,3.5,2.77519
CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c1cc2ccccc2[nH]1,3.4,2.51004
CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c1cc2ccsc2[nH]1,3.1,2.15161
CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c1cc2sccc2[nH]1,3.1,2.20835
CN(C)C(=O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2cc(Cl)ccc2[nH]1,3.6,2.65143
CN(C)C(=O)c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2cccc3cccnc23)cc1,2.3,4.12434
CN(C)C(=O)c1ccc(CN2CCC(c3ccc(C(=O)Nc4ccccc4N)cc3)CC2)cc1,1.53,3.19353
CN(C)C(=O)c1ccc(CN2CCc3cc4nc(N)sc4cc3CC2)cc1,1.72,3.05402
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,3.7,3.05718
CN(C)CC(O)COc1ccc(Nc2cc(N(CC#N)c3cc(Cl)ccc3Cl)ncn2)cc1,2.1,2.87829
CN(C)CC(O)COc1ccc(Nc2cc(N(CCC#N)c3cc(Cl)ccc3Cl)ncn2)cc1,2.1,3.06101
CN(C)CC(O)COc1ccc(Nc2cc(Nc3cc(Cl)ccc3Cl)ncn2)cc1,2.6,3.38094
CN(C)CC(O)COc1ccc(Nc2cc(Nc3ccc(F)cc3F)ncn2)cc1,1.48,2.52209
CN(C)CC(O)COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1,2.25,2.57837
CN(C)CC(O)COc1ccc(Nc2nccc(N(CC#N)c3cc(Cl)ccc3Cl)n2)cc1,2.4,2.78341
CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cc(Cl)ccc3Cl)n2)cc1,2.9,3.34593
CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccc(Cl)cc3)n2)cc1,2.6,2.70791
CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cccc(Cl)c3)n2)cc1,2.5,2.71161
CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3)n2)cc1,1.58,2.02776
CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3C#N)n2)cc1,1.2,1.77861
CN(C)CC/C=C1/c2ccccc2COc2ccccc21,2.15,2.68912
CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,3.42,3.73656
CN(C)CC1CCn2c(c(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c3ccccc32)C1,2.88,3.30157
CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,2.83,3.55934
CN(C)CCCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,1.4,1.37909
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,1.56,1.94908
CN(C)CCCN(C)S(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,2.16,0.342073
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,3.36,4.20979
CN(C)CCCN1c2ccccc2CCc2ccccc21,2.49,3.30461
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,3.59,4.01432
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,3.37,3.83183
CN(C)CCCN1c2ccccc2Sc2ccccc21,2.56,2.85277
CN(C)CCCNC(=O)c1nc(Cl)c(N)nc1N,-1,-0.523441
CN(C)CCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,1.9,0.30648
CN(C)CCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4cccnn34)n2)cc1,1.4,0.059644
CN(C)CCCOc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,0.64,0.76131
CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,2.4,1.95336
CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,1.48,1.94908
CN(C)CCCn1c2c(c3ccccc31)CCCCCC2,2.96,2.9213
CN(C)CCN(Cc1ccccc1)c1ccccn1,1.28,1.72223
CN(C)CCNC(=O)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,2.29,1.83848
CN(C)CCNCc1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,1.4,1.93554
CN(C)CCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,2.7,0.892724
CN(C)CCNc1cc(-c2ccccc2)nc2cc(-c3ccc(F)cc3)nn12,4.5,3.70879
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,-0.2,1.67739
CN(C)CCOc1cc(NS(=O)(=O)c2c(Cl)cc(C(F)(F)F)cc2Cl)ccc1Cl,2.99,4.27926
CN(C)CCOc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,1.16,1.01001
CN(C)CCOc1ccc(-c2oc3ncnc(NC[C@H]4CCCO4)c3c2-c2ccccc2)cc1,3.6,3.74457
CN(C)CCOc1ccccc1Cc1ccccc1,2.53,2.78944
CN(C)C[C@H](O)Cc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,2.19,3.47583
CN(C)N(C)C(=O)[C@]1(Cc2ccccc2)CCCN(C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)C(C)(C)N)C1,2.1,1.55
CN(C)S(=O)(=O)c1ccc2c(C(=O)NC[C@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,3.13,2.29038
CN(C)S(=O)(=O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,0.15,0.105137
CN(C)c1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,1.7,2.82828
CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,-0.88,1.82643
CN(C)c1cccc2c(S(=O)(=O)N(C)CC(=O)O)cccc12,-1.45,-1.58579
CN(C)c1cccc2c(S(=O)(=O)Nc3cnccn3)cccc12,0.9,1.44187
CN(C)c1cccc2c(S(N)(=O)=O)cccc12,1.95,1.84443
CN(C)c1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,1.74,2.70043
CN(C)c1ccnc2sc(C(=O)NCc3ccccc3)c(N)c12,3.62,3.21166
CN(C)c1ccnc2sc(C(N)=O)c(N)c12,1.7,1.31475
CN(C)c1ccnc2sc3c(=O)n(-c4ccccc4)cnc3c12,2.34,2.75691
CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)O,1.46,2.82808
CN(C)c1nc(N(C)C)nc(N(C)C)n1,2.44,2.4532
CN(C)c1nc(N[C@H]2CC[C@H](NC(=O)c3ccc(F)c(F)c3)CC2)nc2ccccc12,3.13,4.44891
CN(C)c1ncnc2nc[nH]c12,0.95,0.759712
CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,2.83,5.42336
CN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2nc(O)sc12,2.44,3.13046
CN(CCCc1ccccc1)S(=O)(=O)c1cc(C(=O)N2CCc3ccc(S(=O)(=O)NCCc4ccccc4)cc3C2)c(O)c(O)c1O,0.75,3.36758
CN(CCNC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,1.21,1.31653
CN(CCO)C(=O)c1ccc([C@H](c2cccc(NC(=O)C3CC3)c2)N2CCN(Cc3ccc(F)cc3)CC2)cc1,3.38,3.00588
CN(CCO)Cc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,0.97,0.617633
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,2.5,2.31025
CN(CCOc1ccc(C[C@@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1ccccn1,2.15,2.94934
CN(CCOc1ccc(C[C@@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1nc2ccccc2o1,2.47,2.35026
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,0.6,1.31484
CN(CCOc1ccccc1-c1cc(C(N)=O)c(NC(N)=O)s1)Cc1ccccc1,3.46,3.04154
CN(CC[C@@H](Oc1ccc(-c2ccccc2)cc1)c1ccc(F)cc1)CC(=O)O,2.86,3.2324
CN(CCc1ccc(O)c2nc(O)sc12)CCN(C)C(=O)CCOCCc1ccccc1,2.59,2.88272
CN(Cc1ccc(Cl)cc1)C(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1,2.8,2.42748
CN(c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1)S(C)(=O)=O,-0.81,-0.414928
CN(c1ccc(-c2cc(F)ccc2OCC(=O)O)c(Cl)c1)S(C)(=O)=O,-1.17,-0.153833
CN(c1cccc(CO)c1)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1,2.6,3.32277
CN(c1ccccc1)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1,3.47,3.99869
CN(c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1)c1cccc2[nH]ncc12,3.23,3.46692
CN(c1ccnc(Nc2cccc(S(C)(=O)=O)c2)n1)c1cccc2[nH]ncc12,3.21,3.06123
CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,2.63,2.479
CN/C(=C/[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,-0.95,0.0931084
CN1C(=O)CC(C)(CCc2cccc(-c3ccccc3)c2)N=C1N,2.03,0.417425
CN1C(=O)CC(c2ccccc2)C1=O,0.68,0.765643
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,2.69,2.80326
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,2.1,2.17561
CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,1.5,1.74529
CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,0.17,1.15193
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,-0.09,-0.0545671
CN1CC(=O)N2[C@@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,2.6,1.59014
CN1CC(n2nccc2-c2cc(Cl)ccc2Oc2cc(F)c(S(=O)(=O)Nc3ncns3)cc2F)C1,1,3.39881
CN1CC=C(c2cccc(O)c2)CC1,0.53,0.766191
CN1CC=CCC(c2cc3ccccc3o2)C1,2.47,2.597
CN1CC=CCC(c2ccc(Cl)c(Cl)c2)C1,3.32,3.34426
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,3.06,3.78355
CN1CCC(C#N)(c2cccc3ccccc23)CC1,2.73,1.99298
CN1CCC(COc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,2.59,3.23252
CN1CCC(NC(=O)c2ccc(Oc3ccc(C#C[C@]4(O)CN5CCC4CC5)cc3)cc2)CC1,1,1.76644
CN1CCC(Oc2cccc3ncnc(Nc4ccc(OCc5cnccn5)c(Cl)c4)c23)CC1,3.21,3.77071
CN1CCC(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)(S(C)(=O)=O)CC1,1.9,0.824722
CN1CCC(n2cc(-c3cnc(N)c(-c4nc5ccc(F)cc5o4)c3)cn2)CC1,3.35,1.96089
CN1CCCC(CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,1.98,2.33707
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,2.46,2.31074
CN1CCCC1CCNC(=O)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,2.01,1.9197
CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,3.04,3.12853
CN1CCCC1c1cccnc1,0.5,-0.469117
CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21,1.6,1.45975
CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,2.36,2.69297
CN1CCC[C@@H]1CCN1CCCc2cc(NC(=N)c3cccs3)ccc21,0.37,-0.243715
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,3.48,3.12853
CN1CCC[C@@H]1c1ccccn1,0.44,-0.222073
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,1.1,1.05582
CN1CCN(C(=O)[C@H]2CCCC[C@@H]2C(=O)NCC#N)CC1,-0.1,-0.530186
CN1CCN(C(=O)c2cc(-c3ccccc3)sc2NC(N)=O)CC1,2.17,1.38587
CN1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,1.03,1.99787
CN1CCN(C(=O)c2cc3cc(Br)ccc3[nH]2)CC1,2.79,1.95283
CN1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1,2.4,1.83773
CN1CCN(C(=O)c2cc3cc(F)ccc3[nH]2)CC1,1.97,1.21038
CN1CCN(C(=O)c2cc3ccccc3[nH]2)CC1,1.7,0.976722
CN1CCN(C(=O)c2cc3ccccc3n2C)CC1,1.71,0.67983
CN1CCN(C(=O)c2ccc(C(=C3CCN(Cc4cscn4)CC3)c3cccc4cccnc34)cc2)CC1,1.98,3.81633
CN1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,0.92,1.56418
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,3.08,2.99488
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,3.24,3.27491
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,-0.49,0.212228
CN1CCN(CC(=O)Nc2c(C#N)cnn2-c2ccccc2)CC1,0,0.394504
CN1CCN(CC(=O)Nc2ccc(-c3cccn4c(=O)cc(N5CCOCC5)nc34)c3sc4ccccc4c23)CC1,2.6,3.16485
CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,3.16,2.99329
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4.31,4.48853
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,3.92,4.05782
CN1CCN(CCCOc2ccc(-c3cc(-c4ccc(F)cc4)no3)cc2)CC1,3.81,3.888
CN1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,2.45,2.77776
CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)c(C(F)(F)F)c2)CC1,3.25,2.21676
CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)cc2F)CC1,2.66,1.65089
CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cnccc4CN4CCCC4)n3)cc2)CC1,3.28,1.83629
CN1CCN([C@H]2C[C@H](c3nc(-c4ccc5ccc(-c6ccccc6)nc5c4)c4c(N)nccn43)C2)CC1,3.2,3.08083
CN1CCN(c2cc(F)cc3c(=O)cc(C(=O)Nc4ccc(N5CCOCC5)cc4)[nH]c23)CC1,2.7,2.10395
CN1CCN(c2cc3c(Nc4ccc(F)cc4F)c(C(N)=O)cnc3cc2F)CC1,2.63,2.50914
CN1CCN(c2ccc(NC(=O)c3nnc(Nc4ccccc4F)o3)cn2)CC1,2.36,2.24218
CN1CCN(c2ccc(Nc3ccnc4ccccc34)cc2)CC1,1.3,2.85876
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,3.45,2.1193
CN1CCN(c2ccc3ncc(C(N)=O)c(Nc4ccc(Cl)cc4Cl)c3c2)CC1,3.23,3.36139
CN1CCN(c2ccc3ncc(C(N)=O)c(Nc4ccc(F)cc4F)c3c2)CC1,2.3,2.38833
CN1CCN(c2nc(NCCNc3ccc([N+](=O)[O-])cc3)c3ccccc3n2)CC1,2.91,3.38885
CN1CCN(c2nc3ccccc3cc2Cn2nc(-c3ccc4nc(N)sc4c3)c3c(N)ncnc32)CC1,3.09,3.68615
CN1CCN2c3ncccc3Cc3ccccc3C2C1,2.82,2.28224
CN1CCNc2nc(CCOc3ccc(C[C@@H](NC(=O)c4c(Cl)cccc4Cl)C(=O)O)cc3)ccc21,0.07,1.37821
CN1CCOc2cc(COC3CCCCC3)cnc21,3.1,3.3544
CN1CCOc2cc(COc3ccccc3)cnc21,3.3,2.96513
CN1CCOc2cc(OC(=O)c3ccccc3)cnc21,3.3,2.59598
CN1CCOc2nc(C#Cc3ccccc3)ccc21,3.8,3.62054
CN1CCc2c1nc1ccccc1c2NC(=O)Cc1ccccc1,2.8,3.28126
CN1CCc2cc(Cl)c(O)cc2[C@H](c2ccccc2)C1,2.5,3.24519
CN1Cc2c(N)cccc2C(c2ccccc2)C1,2.08,2.07428
CN1Cc2c(N)cccc2[C@@H](c2ccccc2)C1,2.11,2.07428
CN1Cc2ccccc2C(c2ccc(Cl)cc2)C1,3.64,3.70143
CN1[C@@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,-0.66,-0.0545671
CN1[C@@H]2CC[C@@H]1CC(OC(=O)C(O)c1ccccc1)C2,-1.29,-0.150149
CN1[C@@H]2CC[C@@H]1CC(OC(c1ccccc1)c1ccccc1)C2,1.49,2.07753
CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,1.33,1.63697
CNC(=O)C1(N2CCCCC2=O)CCN(CC[C@@H](CN(C)C(=O)c2c(OC)c(C#N)cc3ccccc23)c2ccc(Cl)c(Cl)c2)CC1,2.78,3.38135
CNC(=O)C1(N2CCCCC2=O)CCN(CC[C@@H](CN(C)C(=O)c2cc(C#N)cc3ccccc23)c2ccc(Cl)c(Cl)c2)CC1,2.5,3.52509
CNC(=O)C1(N2CCCNC2=O)CCN(CC[C@@H](CN(C)C(=O)c2c(OC)c(C#N)cc3ccccc23)c2ccc(Cl)c(Cl)c2)CC1,2.2,3.16297
CNC(=O)C[C@@H](Nc1ncc(Cl)c(Nc2cc(C3CC3)[nH]n2)n1)c1ccc(F)cc1,2.23,3.2815
CNC(=O)Nc1cc(-c2ccccc2)sc1C(N)=O,2.71,2.17667
CNC(=O)Nc1nc2ccc(-c3cncc(S(=O)(=O)NC(C)(C)C)c3)cn2n1,1.58,2.6455
CNC(=O)OC[C@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,3,3.17163
CNC(=O)[C@H]1CCCN1Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC,3.65,3.6033
CNC(=O)c1[nH]cnc1C(=O)Nc1ccc(OC)cc1,2.2,1.38281
CNC(=O)c1c(F)cccc1Nc1nc(Nc2cc3c(cc2OC)CCN3C(=O)CN(C)C)nc2[nH]ccc12,2.61,3.45966
CNC(=O)c1cc(-c2ccccc2)sc1NC(N)=O,3.19,1.77607
CNC(=O)c1cc(-c2nc(N3CCOCC3)cc(C3(S(C)(=O)=O)CC3)n2)c2cc[nH]c2c1,1.7,1.64888
CNC(=O)c1cc(C(=O)c2ccc(Cl)cc2)c(Br)[nH]1,3.1,2.81829
CNC(=O)c1ccc(-c2cc(C(=O)N[C@H]3CCCNC3)c(NC(N)=O)s2)cc1,0.7,0.789896
CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,2.8,3.94209
CNC(=O)c1ccc(CC(=O)N(C)C2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)cc1,2.8,2.926
CNC(=O)c1ccc(CCC(COc2ccc(-c3cccc([N+](=O)[O-])c3)cc2)N2C(=O)CSC2=O)cc1,3.5,3.82037
CNC(=O)c1ccc(CN2CCC(c3ccc(C(=O)Nc4ccccc4N)cc3)CC2)cc1,1.99,3.18021
CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,3.3,3.58816
CNC(=O)c1ccc(Nc2ncc(F)c(-c3cnc(C)n3C(C)C)n2)cc1,3,2.78043
CNC(=O)c1ccc(Nc2ncc(F)c(-c3cnc(C)n3C(C)C)n2)cc1F,3.31,2.97296
CNC(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1,2.69,2.50533
CNC(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1F,2.95,2.62346
CNC(=O)c1ccc(Nc2nccc(-c3cnc(C4CC4)n3C(C)C)n2)cc1,2.77,3.02259
CNC(=O)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,1.99,2.3995
CNC(=O)c1ccc(Oc2ccc3c(c2)CCN(C2CCC2)CC3)nc1,1.45,1.40953
CNC(=O)c1ccc2c(=O)cc(-c3cccnc3)[nH]c2c1,1.01,1.71759
CNC(=O)c1cccc(NC(=O)Nc2cccc(C#N)c2)c1CN1CCC(Cc2ccc(F)cc2)CC1,3.97,4.72777
CNC(=O)c1cccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,1.93,3.04306
CNC(=O)c1cccc(S(=O)(=O)Nc2ncc(C)nc2OC)c1-c1ccc(CC(C)C)cc1,1.68,3.07218
CNC(=O)c1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,-0.89,0.656216
CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,3.8,3.91285
CNC(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,-0.54,1.7149
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)cnc1N,2.8,2.0443
CNC(=O)c1snnc1-c1ccccc1,1.23,1.57711
CNC1(C)C2CCC(C2)C1(C)C,-0.84,-0.0823919
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,2.41,2.36428
CNC1=Nc2ncccc2C(c2cc[nH]c2)=NC1c1cccs1,1.73,1.97281
CNC1=Nc2ncccc2C(c2ccccc2)=NC1c1cccs1,2.68,2.72308
CNC1=Nc2ncccc2C(c2ccco2)=NC1c1cccs1,1.85,2.14575
CNC1=Nc2ncccc2C(c2ccco2)=NC1c1ccns1,1.44,1.90583
CNC1=Nc2ncccc2C(c2cccs2)=NC1c1cccs1,2.63,2.57238
CNC1=Nc2ncccc2C(c2ccns2)=NC1c1cccs1,2.15,2.29171
CNC1=Nc2ncccc2C(c2ncco2)=NC1c1cccs1,1.14,1.6129
CNC1CCN(c2ccc(NC(=O)c3ccc(-c4ccccc4)cc3)cn2)C1,2.35,1.77186
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1.92,2.02511
CNCCC(Oc1ccccc1OC)c1ccccc1,0.22,0.996262
CNCCC=C1c2ccccc2CCc2ccccc21,1.58,2.21361
CNCCCC12CCC(c3ccccc31)c1ccccc12,0.89,2.05089
CNCCCN1c2ccccc2CCc2ccccc21,1.24,2.12148
CNCC[C@@H](Oc1cc(C(F)(F)F)ccc1C#N)c1ccccc1,1.3,1.99247
CNCC[C@@H](Oc1cc(OC)ccc1C#N)c1ccccc1,0.87,0.880174
CNCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1.96,2.02511
CNCC[C@@H](Oc1cccc2ccccc12)c1cccs1,2.09,2.12021
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,1.2,1.52426
